sector_name,New_Establishments_2022,New_Employment_2022,Avg_Initial_Wage,Pct_of_Initiative
IT/Tech Services,857,661.3333333333334,100665.61693548386,80.92540132200189
"Telecommunications, Internet Services and Data Hosting",123,104.08333333333333,98307.87189751802,11.614730878186968
Software,61,43.75,124426.08,5.760151085930123
"Manufacturing: Computer, Peripheral and Communications Equipment",18,17.416666666666668,82749.81818181818,1.69971671388102
