display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,females,males
0,0,Total All Industries,,,18,000,00000,Indiana,2019,000000,,0,0,1592696.3078995792,1647323.5940994837
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,39987.62253163922,36732.80708936008
0,0,Total All Industries,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,56019.67759799251,79385.31461304057
0,0,Total All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,569266.1386356128,559714.7168262594
0,0,Total All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,340498.8100239459,355537.387029601
0,0,Total All Industries,,,00,000,34620,Muncie MSA,2020,000000,,0,0,24315.528266662666,22071.705589215795
0,0,Total All Industries,,,18,000,00000,Indiana,2020,000000,,0,0,1500870.4433345369,1573473.8583874889
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,37329.36614067041,34430.956503997484
0,0,Total All Industries,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,556561.3979355067,560565.3672715455
0,0,Total All Industries,,,00,000,33140,Michigan City-La Porte MSA,2022,000000,,0,0,20602.896744049587,20749.610861806294
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,2279400.750608636,2275293.61647737
0,0,Total All Industries,,,18,000,00000,Indiana,2021,000000,,0,0,1548203.0344796218,1612880.658966001
0,0,Total All Industries,,,0,000,00000,United States,2021,000000,,0,0,75192901.64536005,76495372.53012984
0,0,Total All Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,38685.62056212343,34636.9943872157
0,0,Total All Industries,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,520201.28149611974,533398.965318175
0,0,Total All Industries,,,00,000,23060,Fort Wayne MSA,2019,000000,,0,0,113093.55087919054,114267.23714108678
0,0,Total All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2020,000000,,0,0,49103.135919226945,52560.095143105646
0,0,Total All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,2344157.173124599,2341384.149388014
0,0,Total All Industries,,,0,000,00000,United States,2022,000000,,0,0,78554833.10783356,79596194.82954894
0,0,Total All Industries,,,00,000,18020,Columbus MSA,2020,000000,,0,0,21854.667857228134,27341.826170274428
0,0,Total All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,54109.33391155327,57760.98379960489
0,0,Total All Industries,,,00,000,34620,Muncie MSA,2019,000000,,0,0,25244.839788018802,23225.059728077264
0,0,Total All Industries,,,00,000,21780,Evansville MSA,2019,000000,,0,0,70341.63794007749,70585.82215682308
0,0,Total All Industries,,,00,000,21780,Evansville MSA,2023,000000,,0,0,69632.500820188,69667.02706964112
