display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,postings
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2012,000000,,0,0,7568.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2011,000000,,0,0,243.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2025,000000,,0,0,169.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2014,000000,,0,0,1892.0
0,0,Tech Total,,,0,000,00000,United States,2024,000000,,0,0,3906694.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2016,000000,,0,0,144204.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2017,000000,,0,0,638.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2015,000000,,0,0,877.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2014,000000,,0,0,2333.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2017,000000,,0,0,641.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2011,000000,,0,0,9019.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2013,000000,,0,0,558.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2014,000000,,0,0,19417.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,253439.0
0,0,Tech Total,,,18,000,00000,Indiana,2023,000000,,0,0,59813.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2023,000000,,0,0,653.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2017,000000,,0,0,33195.0
0,0,Tech Total,,,0,000,00000,United States,2010,000000,,0,0,1018677.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2018,000000,,0,0,2050.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,815.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2012,000000,,0,0,246.0
0,0,Tech Total,,,18,000,00000,Indiana,2024,000000,,0,0,50894.0
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,9258.0
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,28015.0
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2012,000000,,0,0,1084.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2014,000000,,0,0,243.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2025,000000,,0,0,374.0
0,0,Tech Total,,,00,000,31140,Louisville/Jefferson County MSA,2012,000000,,0,0,3955.0
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2016,000000,,0,0,1517.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2022,000000,,0,0,521.0
0,0,Tech Total,,,00,000,21140,Elkhart-Goshen MSA,2014,000000,,0,0,411.0
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2022,000000,,0,0,1270.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2019,000000,,0,0,827.0
0,0,Tech Total,,,00,000,31140,Louisville/Jefferson County MSA,2025,000000,,0,0,2429.0
0,0,Tech Total,,,00,000,34620,Muncie MSA,2022,000000,,0,0,639.0
0,0,Tech Total,,,00,000,29020,Kokomo MSA,2022,000000,,0,0,196.0
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2016,000000,,0,0,21907.0
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2018,000000,,0,0,214725.0
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2010,000000,,0,0,832.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2011,000000,,0,0,736.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2014,000000,,0,0,516.0
0,0,Tech Total,,,0,000,00000,United States,2019,000000,,0,0,6689109.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2010,000000,,0,0,153.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,1233.0
0,0,Tech Total,,,0,000,00000,United States,2020,000000,,0,0,6364947.0
0,0,Tech Total,,,00,000,31140,Louisville/Jefferson County MSA,2010,000000,,0,0,2034.0
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2011,000000,,0,0,358.0
0,0,Tech Total,,,00,000,21780,Evansville MSA,2010,000000,,0,0,206.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,542.0
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2010,000000,,0,0,4259.0
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2024,000000,,0,0,986.0
0,0,Tech Total,,,18,000,00000,Indiana,2016,000000,,0,0,37580.0
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2025,000000,,0,0,7801.0
0,0,Tech Total,,,00,000,18020,Columbus MSA,2020,000000,,0,0,884.0
