display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,jobs,grp
0,0,Tech Total,,,0,000,00000,United States,2007,000000,,0,0,5238901.130162301,976477517170.1499
0,0,Tech Total,,,0,000,00000,United States,2008,000000,,0,0,5239190.9716064,998500543514.1903
0,0,Tech Total,,,0,000,00000,United States,2009,000000,,0,0,4929027.0303233,978153291756.3201
0,0,Tech Total,,,0,000,00000,United States,2010,000000,,0,0,4807093.734201701,1015145733611.8699
0,0,Tech Total,,,0,000,00000,United States,2011,000000,,0,0,4882483.426671101,1040650506597.9802
0,0,Tech Total,,,0,000,00000,United States,2012,000000,,0,0,4943946.792697001,1078439991123.1399
0,0,Tech Total,,,0,000,00000,United States,2013,000000,,0,0,4998429.308220601,1127706622366.8901
0,0,Tech Total,,,0,000,00000,United States,2014,000000,,0,0,5081603.670163879,1144139723300.6597
0,0,Tech Total,,,0,000,00000,United States,2015,000000,,0,0,5193354.87143306,1203649125643.7598
0,0,Tech Total,,,0,000,00000,United States,2016,000000,,0,0,5253149.624295151,1266180387064.14
0,0,Tech Total,,,0,000,00000,United States,2017,000000,,0,0,5318006.519418371,1345393114135.8801
0,0,Tech Total,,,0,000,00000,United States,2018,000000,,0,0,5424359.003560579,1400151146920.69
0,0,Tech Total,,,0,000,00000,United States,2019,000000,,0,0,5519656.240379649,1506729947855.2092
0,0,Tech Total,,,0,000,00000,United States,2020,000000,,0,0,5522202.769255091,1556222337529.37
0,0,Tech Total,,,0,000,00000,United States,2021,000000,,0,0,5671646.873719151,1708628897504.79
0,0,Tech Total,,,0,000,00000,United States,2022,000000,,0,0,6037869.154020661,1801566791777.6902
0,0,Tech Total,,,0,000,00000,United States,2023,000000,,0,0,6045191.238163101,1920667539085.2205
0,0,Tech Total,,,0,000,00000,United States,2024,000000,,0,0,5942898.71602068,1927466617013.0696
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2007,000000,,0,0,1321.2225274328428,216977296.36972925
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2008,000000,,0,0,1450.8990740910826,236607497.9323891
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2009,000000,,0,0,1535.3247912984423,260902639.38290608
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2010,000000,,0,0,1519.1136729684397,276283974.75775456
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2011,000000,,0,0,1483.0069954403693,250038572.81932795
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2012,000000,,0,0,1511.077787808367,264148564.32696098
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2013,000000,,0,0,1537.2105018603215,263653221.90963808
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2014,000000,,0,0,1705.469445788139,284540153.3406285
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2015,000000,,0,0,1560.760139830978,252569225.13887942
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2016,000000,,0,0,1456.4914868091312,262753875.9819969
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2017,000000,,0,0,1488.0800232913548,403400510.5703632
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2018,000000,,0,0,1425.264506067049,402884215.5142014
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,1387.317817767581,399922001.32163966
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,1297.796221031866,353058148.9386428
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,1253.22182546302,351691227.1890076
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,1219.379225429185,353338331.63655674
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,1194.537232895166,341555004.11815244
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2024,000000,,0,0,1153.1725830382202,338297022.38961506
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2007,000000,,0,0,153589.4543644256,30324351834.11761
