cicp_initiative,geo_area,statefips,countyfips,metrofips,year,jobs,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2022,5969.316201604938,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2023,6195.045480155524,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2024,6266.001373177634,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2025,6410.674319192311,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2028,260.7073981764099,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2028,6648.804408465324,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2019,72.22639878177944,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2019,1010.003839000798,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2022,88.76452374077716,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2022,1381.0872748914167,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2025,115.59354272092719,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2028,126.99204994595121,STEM
AgriNovus,Columbus MSA,00,000,18020,2019,2.2001422845626295,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2019,303.4892483065992,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2020,299.9417752625712,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2027,19.702015458796748,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2028,20.291857522446403,STEM
AgriNovus,Evansville MSA,00,000,21780,2019,484.6805092169747,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2021,55.35729019090041,STEM
AgriNovus,Evansville MSA,00,000,21780,2027,591.5391492191261,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2022,18.7722536459445,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2023,528.5285518399864,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2025,19.730656282385603,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2027,19.990291468805534,STEM
AgriNovus,Indiana,18,000,00000,2019,602.7413767159876,STEM
AgriNovus,Indiana,18,000,00000,2019,13465.97179768732,Non-STEM
AgriNovus,Indiana,18,000,00000,2022,583.7405377548407,STEM
AgriNovus,Indiana,18,000,00000,2023,13792.937917851086,Non-STEM
AgriNovus,Indiana,18,000,00000,2024,595.5163915083301,STEM
AgriNovus,Indiana,18,000,00000,2026,613.5654385743417,STEM
AgriNovus,Indiana,18,000,00000,2028,622.9516401122462,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,100.74193892275596,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2023,3717.958714591714,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,119.8342088431544,STEM
AgriNovus,Kokomo MSA,00,000,29020,2022,83.4653287650499,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2025,92.11014654687509,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2027,0.093588856138,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2023,528.3939613122034,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2025,554.5877944177325,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2028,18.209575694690514,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2020,1344.2950030469447,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2022,72.37632459679438,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2022,1429.2232080012116,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2024,1366.2322192939619,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2025,1367.7652669823165,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2026,73.21308410796811,STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2020,82.93647921647785,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2022,4.292461503042801,STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2023,104.46596529171016,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2026,1.6176117671208,STEM
AgriNovus,Muncie MSA,00,000,34620,2019,4.406381295914301,STEM
AgriNovus,Muncie MSA,00,000,34620,2019,72.23107596682674,Non-STEM
AgriNovus,Muncie MSA,00,000,34620,2024,7.572022415468999,STEM
AgriNovus,Muncie MSA,00,000,34620,2027,9.034856864942,STEM
AgriNovus,Muncie MSA,00,000,34620,2027,183.67954364276497,Non-STEM
AgriNovus,Muncie MSA,00,000,34620,2028,9.336281282050003,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2022,101.71636024197325,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2023,3.8846595823089998,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2025,3.4841026920501,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2025,94.286118872412,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2021,6.8837649892072,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2023,15142.537886154645,Non-STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2024,1122.8952524520248,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2024,15243.074286797291,Non-STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2025,1122.593838614866,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2026,15463.224214582107,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2020,6296230.161191687,STEM
Advanced and Traded Industries,United States,0,000,00000,2021,34800557.78897365,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2022,6658535.140722699,STEM
Advanced and Traded Industries,United States,0,000,00000,2023,6794418.624088853,STEM
Advanced and Traded Industries,United States,0,000,00000,2024,6813350.8113642,STEM
Advanced and Traded Industries,United States,0,000,00000,2027,38466927.24108783,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2021,0.0,STEM
AgriNovus,Bloomington MSA,00,000,14020,2024,0.356578006691,STEM
AgriNovus,Bloomington MSA,00,000,14020,2025,0.395827560023,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2020,217.46095484779448,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2023,244.63841205571168,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2024,248.3610498573569,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2027,258.78680691928605,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2027,6592.831389425483,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2023,107.56202632105159,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2023,1399.6570515318933,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2024,1392.9367863036218,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2026,120.16870934773303,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2026,1488.745956166012,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2027,1520.3210266428366,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2028,1544.702464463487,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2021,0.0,STEM
AgriNovus,Columbus MSA,00,000,18020,2022,0.628818595131,STEM
AgriNovus,Columbus MSA,00,000,18020,2023,48.692176099287416,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2025,51.01593442636551,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2026,0.793174312452,STEM
AgriNovus,Columbus MSA,00,000,18020,2027,0.814425967419,STEM
AgriNovus,Columbus MSA,00,000,18020,2028,48.886127869665934,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2019,9.2934073103977,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2021,311.40125296467886,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2023,16.160851371821302,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2023,432.8877710072334,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2024,16.89446352991691,STEM
AgriNovus,Evansville MSA,00,000,21780,2020,50.49461679943062,STEM
AgriNovus,Evansville MSA,00,000,21780,2025,585.796246556032,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2026,589.5369565238719,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2020,590.1625852203488,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2021,18.264142743214098,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2021,553.7879015473326,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2022,604.2331324978437,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2024,19.5562403329253,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2024,625.5731365640158,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2026,19.93508995059613,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2026,640.1108168656265,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2027,643.8316853919232,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2028,20.03244532863281,STEM
AgriNovus,Indiana,18,000,00000,2021,13205.730662520567,Non-STEM
AgriNovus,Indiana,18,000,00000,2023,597.6043097369832,STEM
AgriNovus,Indiana,18,000,00000,2024,13670.778030789501,Non-STEM
AgriNovus,Indiana,18,000,00000,2027,618.4793228612775,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2023,114.79099265079103,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2024,114.43064109348626,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2025,3563.966483111217,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2026,3576.4573794592498,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,3578.668379549039,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,121.2927836659151,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,3573.8001261050013,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2019,89.08596902881655,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2020,0.0,STEM
AgriNovus,Kokomo MSA,00,000,29020,2023,87.94022668232832,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2028,0.0927185805875,STEM
AgriNovus,Kokomo MSA,00,000,29020,2028,95.72815524712658,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2019,7.6321752237538005,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2020,7.08686482436531,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2020,483.52807914584514,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2022,9.35538363407942,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2023,13.188262480943619,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2019,78.12469545271856,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2020,74.31241462126461,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2021,59.49228020559196,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2021,1402.5028079122987,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2025,72.64303509425324,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2027,73.64497265185706,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2027,1361.8956003601388,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2028,1355.872757847357,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2022,7965.576797343683,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2023,1048.3343688403934,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2024,8320.187778184452,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2025,1078.4453243156593,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2026,8323.751018656234,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2027,8305.893258598984,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2028,1116.6976121341506,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2019,3480.097950744046,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2019,34686.20915898831,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2023,3733.661122186213,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2024,3768.6272240582557,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2025,31898.793844856686,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2027,3924.446332476451,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2020,1082.964590751988,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2021,1069.9380949058354,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2022,1065.6515001485027,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2026,1125.0241529241962,STEM
Advanced and Traded Industries,United States,0,000,00000,2025,7011049.399176407,STEM
Advanced and Traded Industries,United States,0,000,00000,2027,7311587.785440036,STEM
AgriNovus,Bloomington MSA,00,000,14020,2020,0.0,STEM
AgriNovus,Bloomington MSA,00,000,14020,2020,80.28713574129132,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2021,76.88966726083788,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2022,84.23238254274,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2024,115.84950843269101,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2027,135.022892271887,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2019,5658.435052197546,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2021,211.47301047071437,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2025,252.81760567734773,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2026,256.08965717127035,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2020,58.95672562957712,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2020,963.5266146695379,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2021,72.26803775640133,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2024,109.96662672089754,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2025,1447.6159475522982,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2021,30.421116290299704,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2022,44.9041134438333,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2027,49.62426278006174,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2028,0.831437181155,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2021,11.418978802633,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2022,14.501012308129699,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2024,439.06568661367646,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2025,459.74693318192027,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2027,488.38046890992854,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2028,498.53401103527165,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2020,511.8929053178253,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2021,615.1737115320279,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2022,48.16038839991366,STEM
AgriNovus,Evansville MSA,00,000,21780,2022,606.7306963820563,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2023,41.57094849450946,STEM
AgriNovus,Evansville MSA,00,000,21780,2023,568.1338816320188,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2027,46.182274247814604,STEM
AgriNovus,Evansville MSA,00,000,21780,2028,46.414990606217984,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2019,577.5737335843244,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2025,634.352979589207,Non-STEM
AgriNovus,Indiana,18,000,00000,2020,13142.300780418327,Non-STEM
AgriNovus,Indiana,18,000,00000,2021,548.5452209668417,STEM
AgriNovus,Indiana,18,000,00000,2022,13739.13239522653,Non-STEM
AgriNovus,Indiana,18,000,00000,2025,606.7168055601583,STEM
AgriNovus,Indiana,18,000,00000,2025,13749.440295205846,Non-STEM
AgriNovus,Indiana,18,000,00000,2028,13767.70841518443,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,114.3378675868069,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,3455.6015989256466,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2020,109.87500686200674,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2020,3436.072519455549,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,3622.515616081157,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2020,89.31719941213785,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2021,78.60092611816806,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2022,0.139512399877,STEM
AgriNovus,Kokomo MSA,00,000,29020,2023,0.105826107595,STEM
AgriNovus,Kokomo MSA,00,000,29020,2024,89.78714945471317,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2025,0.0951026210876,STEM
AgriNovus,Kokomo MSA,00,000,29020,2026,0.0937905051511,STEM
AgriNovus,Kokomo MSA,00,000,29020,2027,94.93462761890362,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2019,437.4684127632542,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2021,6.47874154987318,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2021,455.4618367353718,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2022,460.2499302243152,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2024,14.28079813036629,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2025,15.6757881982324,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2019,1398.8033358768166,Non-STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2026,891.9097132233823,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2027,912.7341653869735,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2028,927.3962469307555,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2019,1283.398438446776,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2019,8470.33578594735,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2020,7706.357390376963,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2024,1061.560459733736,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2028,8283.453897571531,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2020,3502.659155082791,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2020,32659.042145517258,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2022,3820.325363856263,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2023,31991.246159171038,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2024,31888.85633993869,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2026,3884.199568683799,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2027,31765.397553077986,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2028,3963.1765177998514,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2021,14080.990319038498,Non-STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2023,1099.4722094842,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2025,15380.851531549033,Non-STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2027,1124.8971685553606,STEM
Advanced and Traded Industries,United States,0,000,00000,2019,6391095.327996173,STEM
Advanced and Traded Industries,United States,0,000,00000,2019,34328595.04791897,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2020,33567515.15070567,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2024,36888469.905087695,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2019,1.08338287483,STEM
AgriNovus,Bloomington MSA,00,000,14020,2023,0.220572652103,STEM
AgriNovus,Bloomington MSA,00,000,14020,2023,99.02994336308402,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2026,129.92173462684804,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2027,0.453348765768,STEM
AgriNovus,Bloomington MSA,00,000,14020,2028,139.289674232604,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2019,227.83134216154687,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2020,5416.247561029742,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2021,5513.410564422067,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2022,224.7859722851537,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2026,6515.9177086939335,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2021,1164.902288041076,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2027,123.88124069755405,STEM
AgriNovus,Columbus MSA,00,000,18020,2019,51.277781580506314,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2020,0.684154696711,STEM
AgriNovus,Columbus MSA,00,000,18020,2020,28.9568213550364,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2023,0.62770029607,STEM
AgriNovus,Columbus MSA,00,000,18020,2024,0.75052477721,STEM
AgriNovus,Columbus MSA,00,000,18020,2024,51.7336317824975,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2025,0.76642052426,STEM
AgriNovus,Columbus MSA,00,000,18020,2026,50.3223596203623,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2020,9.861506817651401,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2022,378.4656340020499,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2025,18.121486438765803,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2026,18.992034110264335,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2026,475.7658780044509,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2019,41.4159144436627,STEM
AgriNovus,Evansville MSA,00,000,21780,2024,44.7887475003959,STEM
AgriNovus,Evansville MSA,00,000,21780,2024,579.9153021354188,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2025,45.62148023370232,STEM
AgriNovus,Evansville MSA,00,000,21780,2026,46.002250438777025,STEM
AgriNovus,Evansville MSA,00,000,21780,2028,592.0872826346504,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2019,25.59448727516047,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2020,23.9638804040193,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2023,19.660480211570672,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2028,645.9855883638163,Non-STEM
AgriNovus,Indiana,18,000,00000,2020,591.9520960362282,STEM
AgriNovus,Indiana,18,000,00000,2026,13786.01730748099,Non-STEM
AgriNovus,Indiana,18,000,00000,2027,13789.514958899344,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,3438.2967121841407,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,97.25494935803017,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2024,3539.6194651778796,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2025,117.09918489196478,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2026,118.23504753378596,STEM
AgriNovus,Kokomo MSA,00,000,29020,2019,0.0,STEM
AgriNovus,Kokomo MSA,00,000,29020,2021,0.0,STEM
AgriNovus,Kokomo MSA,00,000,29020,2024,0.0952256446846,STEM
AgriNovus,Kokomo MSA,00,000,29020,2026,93.77153903601612,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2024,538.7859161544192,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2026,16.67127757838417,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2026,566.4144071686446,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2027,17.54147273791447,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2027,575.2235518465668,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2028,581.9590939437975,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2022,7.07050348546,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2022,443.9074187600204,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2024,6.14456815814,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2025,6.0381011581049995,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2027,5.848608194932,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2028,5.76023239626,STEM
AgriNovus,United States,0,000,00000,2019,463464.79853843135,Non-STEM
AgriNovus,United States,0,000,00000,2020,22588.871154973243,STEM
AgriNovus,United States,0,000,00000,2020,455320.4026248076,Non-STEM
AgriNovus,United States,0,000,00000,2024,25569.687446790173,STEM
AgriNovus,United States,0,000,00000,2026,26618.90773079507,STEM
AgriNovus,United States,0,000,00000,2027,506854.6882916476,Non-STEM
AgriNovus,United States,0,000,00000,2028,27251.807152062127,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2023,1929.55712028509,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2023,7469.4931257352155,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2024,7069.19616924076,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2025,1903.0544596183368,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2025,7242.75853135933,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2027,1995.0739567442806,STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2023,63063.597856591165,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2025,21006.707149238213,STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2025,63525.782511718804,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2028,63375.995498677265,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2019,9258.555241172387,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2020,4584.788423992846,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2022,11677.413887470617,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2025,5366.870891320675,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2027,5598.9375743452165,STEM
