initiative,gdp_growth_rate,jobs_growth_rate,productivity_change
AgriNovus,0.6676050477828932,-90.51200587121984,91.17961091900274
TechPoint,-0.1854114642923399,-81.58367055117743,81.39825908688509
Finance & Insurance,0.5711343512998512,-78.49075115473978,79.06188550603963
BioCrossroads,-0.3701292141164769,-33.38406967141571,33.013940457299235
Conexus - Manufacturing,-1.810836327477272,71.515819014797,-73.32665534227428
Healthcare,3.431622507126142,240.99071297657608,-237.55909046944993
Conexus - Logistics,0.5343311179730303,338.5061627258932,-337.9718316079202
Advanced & Traded Industries,-0.31698720330598507,NA,NA
