initiative,cagr_2yr,yoy_growth,jobs
Healthcare,3.7670495988156416,3.431622507126142,386139.007796426
AgriNovus,1.5555702906775215,0.6676050477828932,105079.47664706624
Conexus - Logistics,1.3245299893404283,0.5343311179729637,306952.871016097
BioCrossroads,1.0288547486684507,-0.3701292141164769,69999.67095285065
Finance & Insurance,0.6354651406272449,0.5711343512998512,113240.32975142972
TechPoint,0.26182695087433316,-0.1854114642923399,71112.63180620449
Advanced & Traded Industries,0.012985930569087145,-0.31698720330598507,1107499.3852317648
Conexus - Manufacturing,-1.6208900519361191,-1.8108363274773276,526472.7307126923
