statefips,countyfips,metrofips,geo_area,year,initiative,category,naics_title,naics_code,wages,jobs
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Lowest Wage,"Coating, Engraving, Heat Treating, and Allied Activities",3328,54979.7720298,52.5476245144
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Lowest Wage,Beverage Manufacturing,3121,41690.25880244922,64.27681926
00,000,18020,Columbus MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Chemical Product and Preparation Manufacturing,3259,40420.4775909,70.2549219921
00,000,18020,Columbus MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,134222.97598,905.480784504
00,000,18020,Columbus MSA,2024,Healthcare,Highest Wage,Ambulance Services,621910,82510.2827661,83.130812521
00,000,18020,Columbus MSA,2024,Healthcare,Highest Wage,Offices of Dentists,621210,76396.9161874,348.467882487
00,000,18020,Columbus MSA,2024,Healthcare,Lowest Wage,Outpatient Mental Health and Substance Abuse Centers,621420,55121.4323555,416.736520814
00,000,18020,Columbus MSA,2024,Healthcare,Lowest Wage,Nursing Care Facilities (Skilled Nursing Facilities),623110,52508.4263739,437.371747426
00,000,18020,Columbus MSA,2024,Healthcare,Lowest Wage,Home Health Care Services,621610,41086.04312,619.974815874
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Highest Wage,Management of Companies and Enterprises,5511,286219.1723971705,2595.7033530186
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Highest Wage,Scientific Research and Development Services,5417,252717.93634803675,155.24705899176
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,239607.20269271225,109.414716351477
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Lowest Wage,Other Support Services,5619,44611.84147977654,199.26057193
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Lowest Wage,Textile Furnishings Mills,3141,42699.94766071197,229.7500004182
00,000,21140,Elkhart-Goshen MSA,2024,Advanced & Traded Industries,Lowest Wage,Beverage Manufacturing,3121,28758.332723381107,59.54222481159999
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Highest Wage,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,92342.8478282,65.6187452241
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Highest Wage,Farm Supplies Merchant Wholesalers,424910,85874.7465718,77.8642369831
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Highest Wage,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,83687.2575229,142.928258892
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Lowest Wage,Farm Machinery and Equipment Manufacturing,333111,62047.0913693,82.486351479
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Lowest Wage,Poultry and Poultry Product Merchant Wholesalers,424440,59299.403046,99.6512141067
00,000,21140,Elkhart-Goshen MSA,2024,AgriNovus,Lowest Wage,Roasted Nuts and Peanut Butter Manufacturing,311911,51840.622667,94.5475849335
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Highest Wage,Chemical and Allied Products Merchant Wholesalers,4246,111849.10057837052,277.774049675
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Highest Wage,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,4236,106703.73312187471,444.1657123023
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Highest Wage,Rail Transportation,4821,103689.178289,200.254180756
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,64144.9956677,204.111083824
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Lowest Wage,"Management, Scientific, and Technical Consulting Services",5416,59157.5235407,77.9763584806
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Logistics,Lowest Wage,Other Support Services,5619,44611.8415044,199.26057193
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Highest Wage,"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,122921.957457,121.314475006
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Highest Wage,Cement and Concrete Product Manufacturing,3273,104352.46811872296,72.6074781967
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Highest Wage,Dairy Product Manufacturing,3115,92342.8478282,65.6187452241
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Food Manufacturing,3119,51840.622667,94.797915321374
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Lowest Wage,Textile Furnishings Mills,3141,42699.94767929737,229.7500004182
00,000,21140,Elkhart-Goshen MSA,2024,Conexus - Manufacturing,Lowest Wage,Beverage Manufacturing,3121,28758.33276146768,59.54222481159999
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,240215.267181,108.769105925
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Highest Wage,Direct Health and Medical Insurance Carriers,524114,94081.3123637,235.831290333
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Highest Wage,Credit Unions,522130,82103.5333305,545.324740522
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Lowest Wage,Commercial Banking,522110,81363.4861667,444.507586679
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Lowest Wage,Insurance Agencies and Brokerages,524210,74605.3122791,207.74340812
00,000,21140,Elkhart-Goshen MSA,2024,Finance & Insurance,Lowest Wage,Sales Financing,522220,64138.3778039,111.743974326
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,109040.342739,1943.13903269
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Highest Wage,"Offices of Physicians, Mental Health Specialists",621112,102410.960427,51.5172864921
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,81837.1745597,3414.1434108
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Lowest Wage,Continuing Care Retirement Communities,623311,43938.4129136,556.277427856
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Lowest Wage,Offices of Optometrists,621320,42766.2779859,76.7451231373
00,000,21140,Elkhart-Goshen MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,38719.2791719,241.110848056
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Highest Wage,Custom Computer Programming Services,541511,117333.898837,80.3601669835
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Highest Wage,Telecommunications Resellers,517121,97239.0827115,62.1178105091
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Highest Wage,Wired Telecommunications Carriers,517111,92397.8770058,95.62107099
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Lowest Wage,Printed Circuit Assembly (Electronic Assembly) Manufacturing,334418,74848.7764989,194.028168382
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Lowest Wage,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",334512,51841.8205927,122.678101644
00,000,21140,Elkhart-Goshen MSA,2024,TechPoint,Lowest Wage,Other Electronic Component Manufacturing,334419,47345.0490853,64.3079990666
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,264969.30135964026,179.134789823
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Highest Wage,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,162756.2255216328,332.32927841580005
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Highest Wage,Petroleum and Coal Products Manufacturing,3241,158875.34397053864,428.89197184817
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Lowest Wage,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3212,49904.865079597774,60.0415489973
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Lowest Wage,Couriers and Express Delivery Services,4921,48397.28676906904,846.181170307
00,000,21780,Evansville MSA,2024,Advanced & Traded Industries,Lowest Wage,Local Messengers and Local Delivery,4922,42159.21659925352,219.396996375
00,000,21780,Evansville MSA,2024,AgriNovus,Highest Wage,Flour Milling,311211,110581.10446,144.363123198
00,000,21780,Evansville MSA,2024,AgriNovus,Highest Wage,Farm and Garden Machinery and Equipment Merchant Wholesalers,423820,108456.390988,147.500629931
00,000,21780,Evansville MSA,2024,AgriNovus,Highest Wage,Other Animal Food Manufacturing,311119,108111.603223,53.513473045
00,000,21780,Evansville MSA,2024,AgriNovus,Lowest Wage,Commercial Bakeries,311812,63562.9039051,394.930187118
00,000,21780,Evansville MSA,2024,AgriNovus,Lowest Wage,Confectionery Manufacturing from Purchased Chocolate,311352,60436.6411178,104.372836467
00,000,21780,Evansville MSA,2024,AgriNovus,Lowest Wage,Farm Labor Contractors and Crew Leaders,115115,33239.5462705,54.2958605868
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Highest Wage,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,162756.2255635408,332.32927841580005
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Highest Wage,Wholesale Trade Agents and Brokers,4251,125944.634655,61.6433503728
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Highest Wage,Chemical and Allied Products Merchant Wholesalers,4246,124940.27287987324,219.3621351591
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Lowest Wage,Warehousing and Storage,4931,50993.20739779279,2785.94112679863
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,48397.2867752,846.181170307
00,000,21780,Evansville MSA,2024,Conexus - Logistics,Lowest Wage,Local Messengers and Local Delivery,4922,42159.2166346,219.396996375
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Highest Wage,Petroleum and Coal Products Manufacturing,3241,184422.545952,285.463997413
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Highest Wage,Pharmaceutical and Medicine Manufacturing,3254,153752.88930105165,1061.51590399
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Highest Wage,"Boiler, Tank, and Shipping Container Manufacturing",3324,134457.957908,345.356556315
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Lowest Wage,Printing and Related Support Activities,3231,59608.91306227133,262.8131978664
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Lowest Wage,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,3371,59469.234112084225,181.1373906681
00,000,21780,Evansville MSA,2024,Conexus - Manufacturing,Lowest Wage,"Veneer, Plywood, and Engineered Wood Product Manufacturing",3212,49904.865166,60.0415489973
00,000,21780,Evansville MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,264969.301492,179.134789823
00,000,21780,Evansville MSA,2024,Finance & Insurance,Highest Wage,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",522320,155570.809983,102.597083054
00,000,21780,Evansville MSA,2024,Finance & Insurance,Highest Wage,Mortgage and Nonmortgage Loan Brokers,522310,116158.109053,65.3830117136
00,000,21780,Evansville MSA,2024,Finance & Insurance,Lowest Wage,Savings Institutions and Other Depository Credit Intermediation,522180,77107.6602146,295.232339091
00,000,21780,Evansville MSA,2024,Finance & Insurance,Lowest Wage,Credit Unions,522130,69648.6013256,848.613298504
00,000,21780,Evansville MSA,2024,Finance & Insurance,Lowest Wage,Third-Party Administration of Insurance and Pension Funds,524292,54405.5308847,196.475447837
00,000,21780,Evansville MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,139633.961629,3370.14015662
00,000,21780,Evansville MSA,2024,Healthcare,Highest Wage,Diagnostic Imaging Centers,621512,87574.8098057,85.9372952056
00,000,21780,Evansville MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,87350.6870575,8026.6990462
00,000,21780,Evansville MSA,2024,Healthcare,Lowest Wage,Residential Intellectual and Developmental Disability Facilities,623210,43697.353516,269.811378789
00,000,21780,Evansville MSA,2024,Healthcare,Lowest Wage,Other Residential Care Facilities,623990,43586.1685923,162.723868514
00,000,21780,Evansville MSA,2024,Healthcare,Lowest Wage,Offices of Mental Health Practitioners (except Physicians),621330,33374.0308508,575.889428524
00,000,21780,Evansville MSA,2024,TechPoint,Highest Wage,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,185916.616199,245.246419451
00,000,21780,Evansville MSA,2024,TechPoint,Highest Wage,Computer Facilities Management Services,541513,184592.900421,95.7945480519
00,000,21780,Evansville MSA,2024,TechPoint,Highest Wage,Custom Computer Programming Services,541511,133253.284705,190.265966984
00,000,21780,Evansville MSA,2024,TechPoint,Lowest Wage,Telecommunications Resellers,517121,93583.8740058,77.5484533362
00,000,21780,Evansville MSA,2024,TechPoint,Lowest Wage,Wireless Telecommunications Carriers (except Satellite),517112,82192.2084711,266.38586251
00,000,21780,Evansville MSA,2024,TechPoint,Lowest Wage,Electronic and Precision Equipment Repair and Maintenance,811210,71129.5668701,155.753050675
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Highest Wage,Iron and Steel Mills and Ferroalloy Manufacturing,3311,213770.97248019977,681.733110914
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,200314.67421571107,230.054279252512
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Highest Wage,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",5182,171691.13096559545,81.681693043
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Lowest Wage,Office Furniture (including Fixtures) Manufacturing,3372,46970.526172584774,128.31348336597102
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Lowest Wage,Other Support Services,5619,45562.639538949195,50.5072263249
00,000,23060,Fort Wayne MSA,2024,Advanced & Traded Industries,Lowest Wage,Beverage Manufacturing,3121,42786.22556238571,129.81140326687
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Highest Wage,Farm Supplies Merchant Wholesalers,424910,98144.6721866,198.057934382
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Highest Wage,Farm Machinery and Equipment Manufacturing,333111,82476.9160654,75.8075124911
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Highest Wage,Fluid Milk Manufacturing,311511,77556.0585815,458.63409218
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Lowest Wage,Farm Labor Contractors and Crew Leaders,115115,34621.157144,97.6411350108
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Lowest Wage,Perishable Prepared Food Manufacturing,311991,33553.7696234,54.1317325306
00,000,23060,Fort Wayne MSA,2024,AgriNovus,Lowest Wage,Retail Bakeries,311811,22226.6121656,100.916666667
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Highest Wage,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,115335.378584,274.65630683802397
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Highest Wage,Surgical Appliance and Supplies Manufacturing,339113,98730.7733122,381.80741422
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Highest Wage,Farm Supplies Merchant Wholesalers,424910,98144.6721866,167.160896618408
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Lowest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,424210,92822.2751415,113.453832787596
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Lowest Wage,Medical Laboratories,621511,90947.4816358,73.6799823966
00,000,23060,Fort Wayne MSA,2024,BioCrossroads,Lowest Wage,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,86294.8433514,106.11743857668
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Highest Wage,Petroleum and Petroleum Products Merchant Wholesalers,4247,115140.97278308922,282.27552691
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Highest Wage,Miscellaneous Durable Goods Merchant Wholesalers,4239,112009.12328688188,985.542443262
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Highest Wage,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,4236,111453.8329558784,387.9480770209
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,49919.6465289,1635.61255417
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Lowest Wage,Warehousing and Storage,4931,49172.42643944197,2999.2281426069003
00,000,23060,Fort Wayne MSA,2024,Conexus - Logistics,Lowest Wage,Other Support Services,5619,45562.6396007,50.5072263249
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Highest Wage,Iron and Steel Mills and Ferroalloy Manufacturing,3311,213770.972516,681.733110914
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Highest Wage,Other Chemical Product and Preparation Manufacturing,3259,154686.665198,99.0710255567
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Highest Wage,Other Electrical Equipment and Component Manufacturing,3359,135034.05081592567,133.430728302179
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Lowest Wage,Textile Furnishings Mills,3141,47295.7202887,108.688335137
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Lowest Wage,Office Furniture (including Fixtures) Manufacturing,3372,46970.52621551226,128.313483365971
00,000,23060,Fort Wayne MSA,2024,Conexus - Manufacturing,Lowest Wage,Beverage Manufacturing,3121,42786.225588666784,129.81140326687
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,200560.287972,229.527969199
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Highest Wage,Reinsurance Carriers,524130,154176.37449,191.756760214
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Highest Wage,Portfolio Management and Investment Advice,523940,115736.008084,549.640977437
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Lowest Wage,Other Activities Related to Credit Intermediation,522390,78134.4083515,66.1423656744
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Lowest Wage,Credit Unions,522130,76323.7275794,1092.90513583
00,000,23060,Fort Wayne MSA,2024,Finance & Insurance,Lowest Wage,Consumer Lending,522291,64636.7174778,62.7769770583
00,000,23060,Fort Wayne MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,130337.050245,3516.01927195
00,000,23060,Fort Wayne MSA,2024,Healthcare,Highest Wage,Freestanding Ambulatory Surgical and Emergency Centers,621493,106000.42282,331.298564068
00,000,23060,Fort Wayne MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,96278.9266303,17319.8615352
00,000,23060,Fort Wayne MSA,2024,Healthcare,Lowest Wage,Continuing Care Retirement Communities,623311,45593.5108459,1184.40552508
00,000,23060,Fort Wayne MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,44318.1571842,357.82338492
00,000,23060,Fort Wayne MSA,2024,Healthcare,Lowest Wage,Residential Intellectual and Developmental Disability Facilities,623210,38439.5038574,221.053609672
00,000,23060,Fort Wayne MSA,2024,TechPoint,Highest Wage,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",518210,171691.131187,81.681693043
00,000,23060,Fort Wayne MSA,2024,TechPoint,Highest Wage,Software Publishers,513210,157713.293494,57.686013839
00,000,23060,Fort Wayne MSA,2024,TechPoint,Highest Wage,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,334220,138108.031842,643.085089784
00,000,23060,Fort Wayne MSA,2024,TechPoint,Lowest Wage,Electronic and Precision Equipment Repair and Maintenance,811210,59226.552078,165.841855964
00,000,23060,Fort Wayne MSA,2024,TechPoint,Lowest Wage,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",516210,48294.1609365,101.666666667
00,000,23060,Fort Wayne MSA,2024,TechPoint,Lowest Wage,Bare Printed Circuit Board Manufacturing,334412,44472.4169,57.3856508767
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Highest Wage,Petroleum and Coal Products Manufacturing,3241,286098.6060506885,599.4204887406001
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Highest Wage,Pharmaceutical and Medicine Manufacturing,3254,240328.60102034913,16730.345119249796
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Highest Wage,Securities and Commodity Contracts Intermediation and Brokerage,5231,212348.6133389141,3273.3229045107
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Lowest Wage,Local Messengers and Local Delivery,4922,56241.507220749554,642.727010388
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Lowest Wage,Other Textile Product Mills,3149,53793.88516530529,885.10633510226
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Advanced & Traded Industries,Lowest Wage,Insurance and Employee Benefit Funds,5251,33129.65019237982,64.5115058332
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Highest Wage,Pharmaceutical Preparation Manufacturing,325412,253508.276808,280.76293953199996
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Highest Wage,In-Vitro Diagnostic Substance Manufacturing,325413,180857.874552,51.6893164672
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Highest Wage,Farm Supplies Merchant Wholesalers,424910,136941.511778,777.182976421
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Lowest Wage,Roasted Nuts and Peanut Butter Manufacturing,311911,29456.6364152,59.0996445806
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Lowest Wage,Retail Bakeries,311811,29424.4867841,589.652862039
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,AgriNovus,Lowest Wage,Support Activities for Animal Production,115210,29045.0061442,53.3442775948
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Highest Wage,Pharmaceutical Preparation Manufacturing,325412,253508.276808,14038.1469766
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,424210,182214.315506,1358.73020351736
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Highest Wage,In-Vitro Diagnostic Substance Manufacturing,325413,180857.874552,2584.46582336
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Lowest Wage,Testing Laboratories and Services,541380,85771.4950273,109.626302284292
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Lowest Wage,Surgical Appliance and Supplies Manufacturing,339113,85390.9056986,1573.02485628
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,BioCrossroads,Lowest Wage,Ethyl Alcohol Manufacturing,325193,57434.5441515,194.031362666
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Highest Wage,Drugs and Druggists' Sundries Merchant Wholesalers,4242,182214.315506,1442.38875108
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Highest Wage,Professional and Commercial Equipment and Supplies Merchant Wholesalers,4234,130428.67442801644,7630.7297432359
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Highest Wage,Wholesale Trade Agents and Brokers,4251,126122.29212,2076.85653036
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Lowest Wage,Couriers and Express Delivery Services,4921,60819.5643769,14738.4635104
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Lowest Wage,Warehousing and Storage,4931,59605.299618972,42032.50735319237
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Logistics,Lowest Wage,Local Messengers and Local Delivery,4922,56241.5072295,642.727010388
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Highest Wage,Pharmaceutical and Medicine Manufacturing,3254,240328.6010217983,16730.3451192498
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Highest Wage,Iron and Steel Mills and Ferroalloy Manufacturing,3311,168063.422796,602.81121058
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Highest Wage,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",3345,160049.712969,731.10189224
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Lowest Wage,Medical Equipment and Supplies Manufacturing,3391,60092.0469383,337.11254251
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Lowest Wage,Apparel Knitting Mills,3151,59660.153004,79.2502924793
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Conexus - Manufacturing,Lowest Wage,Other Textile Product Mills,3149,53793.885170986774,885.10633510226
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Highest Wage,Investment Banking and Securities Intermediation,523150,213586.403089,3236.88834027
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Highest Wage,Portfolio Management and Investment Advice,523940,164446.25652,2755.66916227
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Highest Wage,Miscellaneous Intermediation,523910,162790.027117,78.6121566117
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Lowest Wage,"Other Direct Insurance (except Life, Health, and Medical) Carriers",524128,79178.7015815,122.164692109
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Lowest Wage,Other Activities Related to Credit Intermediation,522390,65074.0803726,536.705454982
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Finance & Insurance,Lowest Wage,Health and Welfare Funds,525120,24488.9767765,53.7752660874
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Highest Wage,Offices of Physicians (except Mental Health Specialists),621111,151934.66553,25360.0286977
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Highest Wage,HMO Medical Centers,621491,140575.084417,822.432897138
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Highest Wage,General Medical and Surgical Hospitals,622110,96960.2050403,38146.6762876
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Lowest Wage,Continuing Care Retirement Communities,623311,51648.4906944,3062.66123653
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Lowest Wage,Home Health Care Services,621610,48191.5338403,15277.2022815
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,Healthcare,Lowest Wage,Assisted Living Facilities for the Elderly,623312,47607.3306897,3139.5232151
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Highest Wage,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,423430,176511.370863,1807.46428714
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Highest Wage,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,160049.712969,731.10189224
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Highest Wage,Electromedical and Electrotherapeutic Apparatus Manufacturing,334510,151049.962391,144.267447883
00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,TechPoint,Lowest Wage,Electronic Connector Manufacturing,334417,98399.602925,101.23655692
