display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,NAICS,naics_title,Year,group_by_sort,wages
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,23060,Fort Wayne MSA,000000,,2022,5.0,46601.77944503106
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,23060,Fort Wayne MSA,000000,,2023,5.0,49281.04435006899
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2019,5.0,52103.763095960385
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,5.0,54200.42851095947
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,5.0,55547.47081609776
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,5.0,57667.7405639268
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,5.0,64840.55730794507
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29020,Kokomo MSA,000000,,2019,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29020,Kokomo MSA,000000,,2020,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29020,Kokomo MSA,000000,,2021,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29020,Kokomo MSA,000000,,2022,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29020,Kokomo MSA,000000,,2023,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,000000,,2019,5.0,48542.592161547465
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,5.0,44040.66420087895
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,5.0,46711.75401236476
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,5.0,54778.42229034185
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,5.0,54563.40118930361
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,31140,Louisville/Jefferson County MSA,000000,,2019,5.0,61564.30198351007
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,5.0,62740.760551191896
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,5.0,53864.32567123526
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,5.0,57385.78395702491
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,5.0,58400.19156518588
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,33140,Michigan City-La Porte MSA,000000,,2019,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,33140,Michigan City-La Porte MSA,000000,,2020,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,33140,Michigan City-La Porte MSA,000000,,2021,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,33140,Michigan City-La Porte MSA,000000,,2022,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,33140,Michigan City-La Porte MSA,000000,,2023,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,34620,Muncie MSA,000000,,2019,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,34620,Muncie MSA,000000,,2020,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,34620,Muncie MSA,000000,,2021,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,34620,Muncie MSA,000000,,2022,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,34620,Muncie MSA,000000,,2023,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,43780,South Bend-Mishawaka MSA,000000,,2019,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,43780,South Bend-Mishawaka MSA,000000,,2022,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,5.0,0.0
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,45460,Terre Haute MSA,000000,,2019,5.0,50691.08915669169
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,45460,Terre Haute MSA,000000,,2020,5.0,54693.452960377166
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,45460,Terre Haute MSA,000000,,2021,5.0,52647.24239565702
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,45460,Terre Haute MSA,000000,,2022,5.0,56086.51787659437
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,00,000,45460,Terre Haute MSA,000000,,2023,5.0,56012.84738462311
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,000000,,2019,5.0,52735.9360195984
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,000000,,2020,5.0,55235.21240938647
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,000000,,2021,5.0,55680.722191573324
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,000000,,2022,5.0,57293.461420116495
2,2,Value-Added Food and Nutrition,493120,Refrigerated Warehousing and Storage,18,000,00000,Indiana,000000,,2023,5.0,63792.86454521422
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,000000,,2019,1.0,48587.65672956071
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,000000,,2020,1.0,54062.44111776422
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,000000,,2021,1.0,54087.55439814959
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,000000,,2022,1.0,55782.84211261119
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,0,000,00000,United States,000000,,2023,1.0,57166.223225988826
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,14020,Bloomington MSA,000000,,2019,1.0,32855.266262369696
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,14020,Bloomington MSA,000000,,2020,1.0,39249.62779105636
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,14020,Bloomington MSA,000000,,2021,1.0,27898.877094391246
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,14020,Bloomington MSA,000000,,2022,1.0,46333.935120040915
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,14020,Bloomington MSA,000000,,2023,1.0,33056.04547568402
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2019,1.0,43161.236681601215
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,1.0,48600.30054143652
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,1.0,44890.27795800355
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1.0,45989.13923175595
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,1.0,46279.8000311955
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,17140,Cincinnati MSA,000000,,2019,1.0,34475.47350565312
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,17140,Cincinnati MSA,000000,,2020,1.0,37553.17748304348
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,17140,Cincinnati MSA,000000,,2021,1.0,41821.31286959514
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,17140,Cincinnati MSA,000000,,2022,1.0,44750.59564168423
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,17140,Cincinnati MSA,000000,,2023,1.0,43692.81872236943
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,18020,Columbus MSA,000000,,2019,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,18020,Columbus MSA,000000,,2020,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,18020,Columbus MSA,000000,,2021,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,18020,Columbus MSA,000000,,2022,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,18020,Columbus MSA,000000,,2023,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21140,Elkhart-Goshen MSA,000000,,2019,1.0,45726.59028666903
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21140,Elkhart-Goshen MSA,000000,,2020,1.0,56903.06348094927
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21140,Elkhart-Goshen MSA,000000,,2021,1.0,52091.86005145265
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1.0,48470.09808042463
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21140,Elkhart-Goshen MSA,000000,,2023,1.0,45939.15267091955
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21780,Evansville MSA,000000,,2019,1.0,27331.349092607205
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21780,Evansville MSA,000000,,2020,1.0,30899.46650801944
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21780,Evansville MSA,000000,,2021,1.0,33432.048372041274
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21780,Evansville MSA,000000,,2022,1.0,38118.37859540847
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,21780,Evansville MSA,000000,,2023,1.0,30653.41051389399
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,23060,Fort Wayne MSA,000000,,2019,1.0,29006.59683109679
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,23060,Fort Wayne MSA,000000,,2020,1.0,37985.983651727256
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,23060,Fort Wayne MSA,000000,,2021,1.0,39188.078234443485
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,23060,Fort Wayne MSA,000000,,2022,1.0,44146.795633673995
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,23060,Fort Wayne MSA,000000,,2023,1.0,45367.38877366013
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2019,1.0,28105.415253698713
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,1.0,28655.90511891294
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,1.0,25572.574392059694
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,1.0,27750.057165950948
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,1.0,29044.36984850467
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29020,Kokomo MSA,000000,,2019,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29020,Kokomo MSA,000000,,2020,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29020,Kokomo MSA,000000,,2021,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29020,Kokomo MSA,000000,,2022,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29020,Kokomo MSA,000000,,2023,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,000000,,2019,1.0,47822.91734785147
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,1.0,59466.954898779884
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,1.0,52871.28278935194
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,1.0,56279.263586846995
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,1.0,48162.71557404099
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,31140,Louisville/Jefferson County MSA,000000,,2019,1.0,41557.26998397011
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,1.0,50904.86167984689
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,1.0,52050.70253326674
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,1.0,54589.99001819235
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,1.0,56725.0156096601
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,33140,Michigan City-La Porte MSA,000000,,2019,1.0,18592.14149818878
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,33140,Michigan City-La Porte MSA,000000,,2020,1.0,20172.60184519511
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,33140,Michigan City-La Porte MSA,000000,,2021,1.0,24192.64622893626
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,33140,Michigan City-La Porte MSA,000000,,2022,1.0,32194.58390700541
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,33140,Michigan City-La Porte MSA,000000,,2023,1.0,36155.18005894215
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,34620,Muncie MSA,000000,,2019,1.0,24380.12648847025
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,34620,Muncie MSA,000000,,2020,1.0,22852.632200015476
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,34620,Muncie MSA,000000,,2021,1.0,9147.390624528864
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,34620,Muncie MSA,000000,,2022,1.0,9429.53784712147
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,34620,Muncie MSA,000000,,2023,1.0,65014.77766480472
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,43780,South Bend-Mishawaka MSA,000000,,2019,1.0,27126.359213465596
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,43780,South Bend-Mishawaka MSA,000000,,2020,1.0,20815.142780378574
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,43780,South Bend-Mishawaka MSA,000000,,2021,1.0,32944.496778694745
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,43780,South Bend-Mishawaka MSA,000000,,2022,1.0,29806.666512202402
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,43780,South Bend-Mishawaka MSA,000000,,2023,1.0,25286.632243152413
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,000000,,2019,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,000000,,2020,1.0,0.0
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,000000,,2021,1.0,37963.46389377397
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,000000,,2022,1.0,27420.50954713939
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,00,000,45460,Terre Haute MSA,000000,,2023,1.0,32604.443788779252
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,18,000,00000,Indiana,000000,,2019,1.0,36440.330734746734
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,18,000,00000,Indiana,000000,,2020,1.0,42458.92771615502
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,18,000,00000,Indiana,000000,,2021,1.0,40666.91989740237
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,18,000,00000,Indiana,000000,,2022,1.0,42222.8646604761
2,3,Animal Health and Nutrition,1152,Support Activities for Animal Production,18,000,00000,Indiana,000000,,2023,1.0,43821.42773047793
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,000000,,2019,2.0,76257.70650481823
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,000000,,2020,2.0,81867.6108171251
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,000000,,2021,2.0,83726.1460864138
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,000000,,2022,2.0,87344.08637720902
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,0,000,00000,United States,000000,,2023,2.0,90281.95191676126
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,000000,,2019,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,000000,,2020,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,000000,,2021,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,000000,,2022,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,14020,Bloomington MSA,000000,,2023,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2019,2.0,84637.36668373577
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2020,2.0,89935.88873375619
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2021,2.0,98456.07328050584
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,2.0,92773.07201486651
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2023,2.0,93578.46759185656
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,17140,Cincinnati MSA,000000,,2019,2.0,76026.90466905029
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,17140,Cincinnati MSA,000000,,2020,2.0,77414.80516041508
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,17140,Cincinnati MSA,000000,,2021,2.0,89475.52177794813
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,17140,Cincinnati MSA,000000,,2022,2.0,91797.82364867697
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,17140,Cincinnati MSA,000000,,2023,2.0,92476.85199867164
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,18020,Columbus MSA,000000,,2019,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,18020,Columbus MSA,000000,,2020,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,18020,Columbus MSA,000000,,2021,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,18020,Columbus MSA,000000,,2022,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,18020,Columbus MSA,000000,,2023,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,000000,,2019,2.0,53966.64745405762
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,000000,,2020,2.0,56257.652671422526
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,000000,,2021,2.0,56177.16593767714
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,000000,,2022,2.0,60459.56535713791
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21140,Elkhart-Goshen MSA,000000,,2023,2.0,67117.23799877914
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21780,Evansville MSA,000000,,2019,2.0,80293.802812848
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21780,Evansville MSA,000000,,2020,2.0,80744.93130972158
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21780,Evansville MSA,000000,,2021,2.0,80343.99755142344
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21780,Evansville MSA,000000,,2022,2.0,84994.13248939457
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,21780,Evansville MSA,000000,,2023,2.0,94130.64691694977
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,23060,Fort Wayne MSA,000000,,2019,2.0,77082.15314689606
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,23060,Fort Wayne MSA,000000,,2020,2.0,54709.349426309636
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,23060,Fort Wayne MSA,000000,,2021,2.0,57412.83240578074
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,23060,Fort Wayne MSA,000000,,2022,2.0,49520.29230266049
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,23060,Fort Wayne MSA,000000,,2023,2.0,50629.1127454686
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2019,2.0,84894.77594709067
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2020,2.0,78018.45273093479
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2021,2.0,83384.67207155356
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2022,2.0,87616.93007517731
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,26900,Indianapolis-Carmel-Greenwood MSA,000000,,2023,2.0,102244.30345139842
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29020,Kokomo MSA,000000,,2019,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29020,Kokomo MSA,000000,,2020,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29020,Kokomo MSA,000000,,2021,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29020,Kokomo MSA,000000,,2022,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29020,Kokomo MSA,000000,,2023,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,000000,,2019,2.0,101295.08814066116
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,000000,,2020,2.0,77445.13520844156
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,000000,,2021,2.0,81892.68184350032
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,000000,,2022,2.0,94545.89350932097
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,29200,Lafayette-West Lafayette MSA,000000,,2023,2.0,93088.35241093459
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,000000,,2019,2.0,110399.98688311485
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,000000,,2020,2.0,50194.76718845302
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,000000,,2021,2.0,55304.694656493026
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,000000,,2022,2.0,82921.52429954606
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,31140,Louisville/Jefferson County MSA,000000,,2023,2.0,84494.13524482449
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,000000,,2019,2.0,84007.43529600836
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,000000,,2020,2.0,72269.03956646095
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,000000,,2021,2.0,74487.63932311727
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,000000,,2022,2.0,81926.40767765335
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,33140,Michigan City-La Porte MSA,000000,,2023,2.0,81066.21994791905
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,34620,Muncie MSA,000000,,2019,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,34620,Muncie MSA,000000,,2020,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,34620,Muncie MSA,000000,,2021,2.0,0.0
2,3,Animal Health and Nutrition,3111,Animal Food Manufacturing,00,000,34620,Muncie MSA,000000,,2022,2.0,0.0
