display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,asian,black,hawaiian,hispanic,white,aian,diversity,two_or_more
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2019,000000,,0,0,3044962.8334108437,4249955.359284554,65001.77434710123,5628666.803039888,26559916.21830541,144730.16029159306,174.82993910484194,547257.7181836243
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2020,000000,,0,0,3035519.3704068228,4213359.293630955,64931.812194966704,5615869.1197180785,25809451.166570794,140683.82249840398,175.6460346100599,571457.2242457378
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2021,000000,,0,0,3172550.602590397,4398528.0689483825,68039.29784881297,5919906.668533835,26350749.770760454,147559.56252938087,177.51578626752195,617826.9690215379
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2022,000000,,0,0,3429203.4495882597,4778884.679077207,73131.51961709469,6387386.181046463,27223630.03702369,158881.3779978527,182.10309623679106,681898.949987212
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2023,000000,,0,0,3524920.9336247453,4855068.475235799,74938.9374789903,6571411.980277116,27262105.950408485,163923.98442439488,185.17263950048076,705172.5435306987
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,340.33325817453596,488.46772683346785,4.78169908046,398.67294235930996,14200.468000853176,32.687341880644,9.497614207096605,168.34533648789
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,368.033967197557,489.89342158536175,4.55652706453,455.319811436502,14417.368501518204,35.039435605768,9.7264426262163,180.18912579998607
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,443.38385501062896,607.1875359697459,6.08746589602,554.520255722161,15550.79835067439,39.834741021052004,11.580736312735297,216.65403267094
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,496.100999338289,720.0164780210159,10.203593215052999,741.3666005781431,16829.434982013874,38.978319338972995,15.376999560718007,268.76557876837103
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,499.2774304094369,658.3967064988601,10.000511719401,770.499767384764,16005.803842436333,38.207575912396,12.5308527621566,256.446628167537
