display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,postings
0,0,Manufacturing & Logistics Total,0,,00,000,29020,Kokomo MSA,2022,000000,,0,0,1624.0
0,0,Manufacturing & Logistics Total,0,,00,000,33140,Michigan City-La Porte MSA,2020,000000,,0,0,2254.0
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2022,000000,,0,0,115870.0
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2020,000000,,0,0,2924.0
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2023,000000,,0,0,4634.0
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2019,000000,,0,0,7568080.0
0,0,Manufacturing & Logistics Total,0,,00,000,29020,Kokomo MSA,2020,000000,,0,0,1520.0
0,0,Manufacturing & Logistics Total,0,,18,000,00000,Indiana,2023,000000,,0,0,260566.0
0,0,Manufacturing & Logistics Total,0,,00,000,29200,Lafayette-West Lafayette MSA,2019,000000,,0,0,3696.0
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2020,000000,,0,0,8102.0
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,410958.0
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,322446.0
0,0,Manufacturing & Logistics Total,0,,00,000,31140,Louisville/Jefferson County MSA,2020,000000,,0,0,45462.0
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,290242.0
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2021,000000,,0,0,4676.0
0,0,Manufacturing & Logistics Total,0,,00,000,29200,Lafayette-West Lafayette MSA,2021,000000,,0,0,5496.0
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2022,000000,,0,0,4528.0
0,0,Manufacturing & Logistics Total,0,,00,000,33140,Michigan City-La Porte MSA,2019,000000,,0,0,1996.0
0,0,Manufacturing & Logistics Total,0,,00,000,34620,Muncie MSA,2022,000000,,0,0,1844.0
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,396100.0
0,0,Manufacturing & Logistics Total,0,,00,000,33140,Michigan City-La Porte MSA,2021,000000,,0,0,3628.0
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,000000,,0,0,83746.0
0,0,Manufacturing & Logistics Total,0,,18,000,00000,Indiana,2020,000000,,0,0,218042.0
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2023,000000,,0,0,3868.0
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2023,000000,,0,0,12674.0
0,0,Manufacturing & Logistics Total,0,,00,000,33140,Michigan City-La Porte MSA,2022,000000,,0,0,4060.0
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,279748.0
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2019,000000,,0,0,7636.0
0,0,Manufacturing & Logistics Total,0,,00,000,34620,Muncie MSA,2021,000000,,0,0,2744.0
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2023,000000,,0,0,9044920.0
0,0,Manufacturing & Logistics Total,0,,00,000,43780,South Bend-Mishawaka MSA,2021,000000,,0,0,12246.0
0,0,Manufacturing & Logistics Total,0,,00,000,45460,Terre Haute MSA,2021,000000,,0,0,3390.0
0,0,Manufacturing & Logistics Total,0,,00,000,45460,Terre Haute MSA,2022,000000,,0,0,2910.0
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2021,000000,,0,0,7148.0
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,24406.0
0,0,Manufacturing & Logistics Total,0,,00,000,29020,Kokomo MSA,2019,000000,,0,0,1050.0
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2020,000000,,0,0,7760964.0
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2021,000000,,0,0,11952.0
0,0,Manufacturing & Logistics Total,0,,00,000,34620,Muncie MSA,2020,000000,,0,0,2210.0
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2020,000000,,0,0,5440.0
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2021,000000,,0,0,25390.0
1,1,Manufacturing,0,,00,000,17140,Cincinnati MSA,2019,000000,,1,1,41240.0
1,2,Logistics,0,,00,000,23060,Fort Wayne MSA,2022,000000,,1,1,10114.0
1,2,Logistics,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,1,1,39446.0
1,2,Logistics,0,,00,000,17140,Cincinnati MSA,2020,000000,,1,1,39348.0
1,1,Manufacturing,0,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,1,1,11412.0
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2022,000000,,0,0,13462.0
0,0,Manufacturing & Logistics Total,0,,00,000,45460,Terre Haute MSA,2023,000000,,0,0,3184.0
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2020,000000,,0,0,88032.0
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,80296.0
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0,0,9632.0
0,0,Manufacturing & Logistics Total,0,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,31142.0
0,0,Manufacturing & Logistics Total,0,,00,000,29020,Kokomo MSA,2023,000000,,0,0,1880.0
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2019,000000,,0,0,3552.0
0,0,Manufacturing & Logistics Total,0,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,60308.0
0,0,Manufacturing & Logistics Total,0,,00,000,29020,Kokomo MSA,2021,000000,,0,0,2040.0
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2022,000000,,0,0,11590174.0
0,0,Manufacturing & Logistics Total,0,,18,000,00000,Indiana,2019,000000,,0,0,178862.0
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,80280.0
0,0,Manufacturing & Logistics Total,0,,18,000,00000,Indiana,2022,000000,,0,0,298572.0
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,109940.0
0,0,Manufacturing & Logistics Total,0,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,4030.0
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,11550.0
0,0,Manufacturing & Logistics Total,0,,00,000,43780,South Bend-Mishawaka MSA,2022,000000,,0,0,14938.0
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,107914.0
0,0,Manufacturing & Logistics Total,0,,00,000,43780,South Bend-Mishawaka MSA,2020,000000,,0,0,7140.0
0,0,Manufacturing & Logistics Total,0,,00,000,45460,Terre Haute MSA,2019,000000,,0,0,2128.0
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2019,000000,,0,0,2308.0
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2021,000000,,0,0,10418080.0
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0,0,15466.0
