display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,age_14_18,age_19_21,age_22_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65plus
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2019,000000,,0,0,205976.93178125107,917247.9196334109,1816201.5990124892,8961270.094324458,9280969.575094711,9228462.054458722,7688942.5494985385,2141420.1430582786
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2020,000000,,0,0,211165.6475625467,887420.1880600676,1746624.0636288961,8778532.548497371,9178715.208420161,8937359.940993007,7556270.202890294,2155184.009212942
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2021,000000,,0,0,259017.47758037376,1012544.1179795432,1834900.755952611,9013003.67264815,9463610.97093469,9069544.527534625,7712125.4253997505,2310413.9922009422
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2022,000000,,0,0,275746.5459605126,1111234.340678643,1985199.8093964737,9580243.590281714,9952485.778368482,9382835.598891864,7920129.478999082,2525141.0517574237
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2023,000000,,0,0,270188.33148437133,1091836.0611492344,1975445.438683552,9656777.756381234,10128754.112675551,9413989.573028179,7929436.9446235765,2691114.5869518467
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,89.340434531661,572.9254855671351,1035.70605966599,3703.2333948813903,3307.3783952446242,3210.808251169552,2950.859057599807,763.5052270161171
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,84.050766511577,525.2328545446471,1032.1966375314064,3843.239356572951,3432.7244131961006,3267.7093153208366,2975.0944203438407,790.1530261780902
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,108.902618669907,656.5086231943108,1132.8390387797488,4318.454244829247,3648.6814327565567,3529.0559843709784,3139.0246955703556,884.9995987921802
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,116.192212196997,817.0046724662054,1257.4360219268426,4821.545203504521,4021.6721272108202,3816.0033755297686,3294.495355381438,960.5175830384833
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,105.240860863032,598.7370903276052,1076.6430663028154,4588.973656807309,3923.212543337583,3703.189568827772,3277.7612361088413,964.8744399526164
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,6440.138824896234,27373.303574004807,62897.54108396967,309356.83009318187,321182.2731149915,320317.4925908186,267652.41789281234,79979.39071595485
