display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,asian,black,hawaiian,hispanic,white,aian,diversity,two_or_more
0,0,Finance Total,,,0,000,00000,United States,2019,000000,,0,0,1137581.3198833999,2457911.4782742197,23796.5154813346,2084206.5546820594,9312656.8814642,71766.47610104871,10.972822526637,228954.45695574497
0,0,Finance Total,,,0,000,00000,United States,2020,000000,,0,0,1121945.5615516799,2366090.5571717396,23719.803799902602,2071774.9030346298,9004389.8735224,70679.61108042182,11.077780765831998,230677.63319911298
0,0,Finance Total,,,0,000,00000,United States,2021,000000,,0,0,1184690.58305434,2344309.40840913,24613.8506707524,2167482.52285912,9137387.0085634,72068.05803840101,11.223854631769003,243088.10097471502
0,0,Finance Total,,,0,000,00000,United States,2022,000000,,0,0,1230129.37125422,2408109.5621856903,25696.183729392294,2279451.96617769,9140793.2294965,74250.18090312048,11.520594185501,254579.77405553003
0,0,Finance Total,,,0,000,00000,United States,2023,000000,,0,0,1293998.9762941499,2571462.73437477,27757.0578780092,2437238.46716162,9367642.112910202,78642.58039199049,11.74115060731,274390.98728521995
0,0,Finance Total,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,141.27050493271997,280.52091368923305,0.664683739084,149.920443112422,6591.8371026829,16.576669960156,2.2900897143396,86.71869068508
0,0,Finance Total,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,156.36033093146,303.761399487434,1.48483144055,174.98445545502202,7178.67987148021,19.008000781544002,2.1098877874768003,91.42968687024499
0,0,Finance Total,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,163.23673984013902,288.150475007152,1.7174388058210002,186.98614106631595,7023.272384912233,21.605791020019,2.4030986647528,97.93221012136999
0,0,Finance Total,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,165.06539188961,304.96027522879,4.19861118242,209.69543095344,6959.71557236346,16.480745093655,2.3474890898853,104.32634954892801
0,0,Finance Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,203.31942219336898,383.410490017386,5.239499442745,231.04097771977794,7395.3232251809695,17.396043658158998,2.5138277926698,118.14151082493102
0,0,Finance Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,52681.919414180404,87145.37650227199,316.09446589412494,67152.76701422999,238255.574202553,474.435296802904,12.854349062481997,4798.801976279159
0,0,Finance Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,50403.8910958924,82967.40701868599,317.602130693872,66683.99927983039,226792.94986936302,482.09285573237395,12.874986903280998,4790.979902025031
0,0,Finance Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,50916.79327803331,81078.288453126,328.21756283121505,70484.1905933796,226914.27015050597,499.973850462614,12.893992249856002,5033.781305963609
0,0,Finance Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,51240.48675562499,82658.367899264,342.36255229544605,73522.573205275,224854.69895325002,537.039276225684,13.173163363734002,5233.94557628764
0,0,Finance Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,52904.20000557339,89210.258507859,371.59582113560595,78440.076839204,229887.13043746402,610.208247609285,13.282089704384001,5715.57198953525
0,0,Finance Total,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,3461.2657065641106,20055.166152747097,94.30894156753301,2150.08510776893,96962.85952951362,131.443955634787,5.950650610222599,1568.71249677928
0,0,Finance Total,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,3513.1328692820707,19521.95238155699,85.897561259351,2272.7341086569495,94759.252887909,129.676551403243,6.095730634065901,1562.9554383194004
0,0,Finance Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,3717.97612081656,18899.254937590602,92.225425780173,2505.9901477700096,96921.96092826701,133.60396883861299,6.0682660689606,1653.22883287487
0,0,Finance Total,,,00,000,17140,Cincinnati MSA,2022,000000,,0,0,3920.97386941646,18837.294807258102,107.45772807656,2671.0778789848805,97052.17568402323,142.906677220109,6.069793102345001,1718.0248411075702
