display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,postings
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2020,000000,,0,0,14452.0
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2020,000000,,0,0,129812.0
0,0,Total - All Industries,,,00,000,45460,Terre Haute MSA,2021,000000,,0,0,24742.0
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2022,000000,,0,0,60604.0
0,0,Total - All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,73130.0
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,14588.0
0,0,Total - All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2020,000000,,0,0,56760.0
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,24794.0
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,0,0,365794.0
0,0,Total - All Industries,,,00,000,34620,Muncie MSA,2021,000000,,0,0,20940.0
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,36042.0
0,0,Total - All Industries,,,18,000,00000,Indiana,2019,000000,,0,0,1270208.0
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,180894.0
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2019,000000,,0,0,117472.0
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2019,000000,,0,0,11796.0
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,148542.0
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0,0,24704.0
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,459926.0
0,0,Total - All Industries,,,00,000,21780,Evansville MSA,2021,000000,,0,0,78522.0
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2021,000000,,0,0,15368.0
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2020,000000,,0,0,393302.0
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2021,000000,,0,0,452210.0
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0,0,53662.0
