display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,postings
0,0,Healthcare Total,,,00,000,33140,Michigan City-La Porte MSA,2025,000000,,0,0,2794.0
0,0,Healthcare Total,,,00,000,43780,South Bend-Mishawaka MSA,2024,000000,,0,0,14316.0
0,0,Healthcare Total,,,00,000,45460,Terre Haute MSA,2017,000000,,0,0,3942.0
0,0,Healthcare Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2016,000000,,0,0,125326.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2014,000000,,0,0,95388.0
0,0,Healthcare Total,,,00,000,29200,Lafayette-West Lafayette MSA,2021,000000,,0,0,7992.0
0,0,Healthcare Total,,,00,000,21140,Elkhart-Goshen MSA,2014,000000,,0,0,1564.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2024,000000,,0,0,241278.0
0,0,Healthcare Total,,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,78016.0
0,0,Healthcare Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,252556.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2013,000000,,0,0,2436.0
0,0,Healthcare Total,,,00,000,31140,Louisville/Jefferson County MSA,2025,000000,,0,0,41022.0
0,0,Healthcare Total,,,00,000,43780,South Bend-Mishawaka MSA,2017,000000,,0,0,4842.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2011,000000,,0,0,3090.0
0,0,Healthcare Total,,,0,000,00000,United States,2017,000000,,0,0,5015622.0
0,0,Healthcare Total,,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0,0,2888.0
0,0,Healthcare Total,,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0,0,4798.0
0,0,Healthcare Total,,,00,000,23060,Fort Wayne MSA,2011,000000,,0,0,4192.0
0,0,Healthcare Total,,,00,000,29020,Kokomo MSA,2017,000000,,0,0,2318.0
0,0,Healthcare Total,,,00,000,33140,Michigan City-La Porte MSA,2019,000000,,0,0,2022.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2022,000000,,0,0,291400.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2024,000000,,0,0,15604.0
0,0,Healthcare Total,,,00,000,43780,South Bend-Mishawaka MSA,2018,000000,,0,0,6282.0
0,0,Healthcare Total,,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,68298.0
0,0,Healthcare Total,,,00,000,21140,Elkhart-Goshen MSA,2011,000000,,0,0,418.0
0,0,Healthcare Total,,,00,000,14020,Bloomington MSA,2014,000000,,0,0,6310.0
0,0,Healthcare Total,,,00,000,29200,Lafayette-West Lafayette MSA,2019,000000,,0,0,5196.0
0,0,Healthcare Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2012,000000,,0,0,61408.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2011,000000,,0,0,54034.0
0,0,Healthcare Total,,,00,000,45460,Terre Haute MSA,2015,000000,,0,0,4080.0
0,0,Healthcare Total,,,00,000,45460,Terre Haute MSA,2020,000000,,0,0,4364.0
0,0,Healthcare Total,,,00,000,29200,Lafayette-West Lafayette MSA,2016,000000,,0,0,3830.0
0,0,Healthcare Total,,,00,000,21140,Elkhart-Goshen MSA,2015,000000,,0,0,1308.0
0,0,Healthcare Total,,,0,000,00000,United States,2011,000000,,0,0,2564212.0
0,0,Healthcare Total,,,00,000,23060,Fort Wayne MSA,2014,000000,,0,0,9342.0
0,0,Healthcare Total,,,00,000,18020,Columbus MSA,2020,000000,,0,0,2180.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2013,000000,,0,0,81412.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2017,000000,,0,0,7582.0
0,0,Healthcare Total,,,00,000,29020,Kokomo MSA,2016,000000,,0,0,1956.0
0,0,Healthcare Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2011,000000,,0,0,63912.0
0,0,Healthcare Total,,,00,000,34620,Muncie MSA,2018,000000,,0,0,2270.0
0,0,Healthcare Total,,,00,000,29020,Kokomo MSA,2025,000000,,0,0,2456.0
0,0,Healthcare Total,,,00,000,29200,Lafayette-West Lafayette MSA,2024,000000,,0,0,6980.0
0,0,Healthcare Total,,,00,000,14020,Bloomington MSA,2012,000000,,0,0,2274.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2015,000000,,0,0,2598.0
0,0,Healthcare Total,,,00,000,34620,Muncie MSA,2022,000000,,0,0,3226.0
0,0,Healthcare Total,,,00,000,17140,Cincinnati MSA,2013,000000,,0,0,14382.0
0,0,Healthcare Total,,,00,000,21780,Evansville MSA,2014,000000,,0,0,5592.0
0,0,Healthcare Total,,,0,000,00000,United States,2014,000000,,0,0,3783284.0
0,0,Healthcare Total,,,00,000,17140,Cincinnati MSA,2016,000000,,0,0,38822.0
0,0,Healthcare Total,,,00,000,43780,South Bend-Mishawaka MSA,2020,000000,,0,0,12394.0
0,0,Healthcare Total,,,00,000,34620,Muncie MSA,2024,000000,,0,0,3412.0
0,0,Healthcare Total,,,00,000,43780,South Bend-Mishawaka MSA,2016,000000,,0,0,4308.0
0,0,Healthcare Total,,,00,000,18020,Columbus MSA,2016,000000,,0,0,2152.0
0,0,Healthcare Total,,,00,000,31140,Louisville/Jefferson County MSA,2020,000000,,0,0,52950.0
0,0,Healthcare Total,,,18,000,00000,Indiana,2019,000000,,0,0,171000.0
