display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,age_14_18,age_19_21,age_22_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65plus
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2019,000000,,0,0,136032.0922891307,620665.7120323124,1016816.243439425,4791753.989200871,5077937.579174676,5505993.065304724,4824428.477964358,1293485.8111778398
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2020,000000,,0,0,146044.86300801707,628105.6554489853,983354.1893549598,4653193.10509717,4944735.543405969,5237008.6607975075,4686763.161732206,1295316.3120391786
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2021,000000,,0,0,183621.9819997047,733443.8825230316,1061348.3542118354,4793971.706756204,5087090.111597364,5271585.419360959,4764463.964575716,1389124.256549483
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2022,000000,,0,0,194855.34201709853,802605.6084259732,1153098.7637355304,5086054.236289866,5342511.276587109,5422136.3611925505,4881109.1546890875,1520997.9638804686
0,0,Manufacturing & Logistics Total,0,,0,000,00000,United States,2023,000000,,0,0,187761.8768301332,783020.8014162735,1156729.043074439,5114118.523666922,5429421.04735631,5404806.567157358,4870006.592198503,1620441.4090127507
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2019,000000,,0,0,55.283472015313,441.25251540446095,816.404283139559,2775.9168528561095,2432.436730613542,2415.1905494352745,2287.7904816381015,532.0991153500279
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2020,000000,,0,0,50.624818000207,394.67663715935714,763.3409164288881,2836.9879029982826,2497.9045376698655,2428.2206262901313,2290.987717284923,547.067240183926
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2021,000000,,0,0,76.73734788391701,538.3406210566759,878.826548726377,3322.9275521125915,2730.2360368920613,2687.709774236062,2442.873118823059,627.2603579388231
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2022,000000,,0,0,73.300945095313,700.3297326392031,1016.1063485798949,3857.1030141614365,3110.2697920015194,2961.7711837200045,2617.1616527186575,700.4456641773762
0,0,Manufacturing & Logistics Total,0,,00,000,14020,Bloomington MSA,2023,000000,,0,0,57.40217925312201,494.3226689647731,856.9770491620517,3626.65392334706,2962.95535286287,2842.142780474252,2579.599438588987,711.0253671566803
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,4630.250856089813,18972.934775660542,33178.428473721004,158078.43759603903,174793.0090856999,192856.97476096833,171700.9994504913,52334.89499275257
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,4688.1903135241955,18315.722153282557,31397.557399503083,152876.52654504924,169975.61998225006,185139.26290348804,167344.56310201867,52475.43100775427
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,6033.7586221578995,21639.6555649291,33084.02016076101,154427.01901779164,169842.00949075978,183761.36324481986,168124.94350179337,55168.46819556706
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,6149.951715133992,24397.005486706887,36092.39607281077,162577.84682716348,174385.38676622004,186658.39433613635,169445.60715593005,59595.73126345134
0,0,Manufacturing & Logistics Total,0,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,6169.901929998441,24560.763920132034,36779.811033636885,165075.87459178886,176677.28416502452,187351.9450525464,169677.42485319605,63804.38221376639
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,1393.6878920594525,6945.32218895506,10155.046997924714,45035.58073881259,46769.386783438174,50144.529327836804,45503.226258524424,10517.578439903826
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,1460.7101809775043,7020.368607354853,9908.546935140112,43696.766853006586,45963.81752394461,47355.198718833635,44171.56260865124,10520.527907586995
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,1817.5638696346389,8146.102419943054,10974.867980864248,46198.78153234403,48318.31546367462,47982.67874758786,44583.29903311608,11255.001697309872
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2022,000000,,0,0,1905.3266734402293,8395.148766621553,11725.559040946573,48056.37826645907,50330.59332989113,48689.77178451553,44988.72266980165,12268.532975049136
0,0,Manufacturing & Logistics Total,0,,00,000,17140,Cincinnati MSA,2023,000000,,0,0,1785.2667928712885,7896.680397890965,11805.527182594531,48648.91287608094,51550.749688610806,48850.502897935105,45028.34039388801,13278.368117506232
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2019,000000,,0,0,85.54901481708599,489.02824777146606,1057.0837560667685,5732.389142471522,5410.279562459614,4970.67794865101,3887.286791545185,1018.519289392721
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2020,000000,,0,0,49.726607529167,359.216378055555,846.2466292378379,5153.280461917229,5086.520739810926,4660.356670932924,3679.8633740123505,998.7760985785457
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2021,000000,,0,0,52.763180813700004,375.3266370524269,789.8159996275604,4994.656492589227,5126.531894816508,4724.326369581739,3700.150015814297,1034.6649121705327
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2022,000000,,0,0,92.351032252048,458.67042280567694,916.566273037163,5131.813978722602,5366.856088259562,4865.376400512883,3743.5204682849894,1067.7352883187025
0,0,Manufacturing & Logistics Total,0,,00,000,18020,Columbus MSA,2023,000000,,0,0,58.70944858301301,471.49477501067395,917.2105261997176,5172.953354815181,5634.6792742836815,4898.656964953297,3785.319222604192,1131.2962868968211
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2019,000000,,0,0,1047.8932380216268,3448.637977397936,4449.619720448365,17171.43225594127,17038.225976551093,15927.365502979505,12302.00907459749,3738.8115254041372
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2020,000000,,0,0,1067.0117113545605,3248.2902421339336,4125.2980234980105,15946.77916217103,15936.10939289046,14736.333948530655,11783.942337061397,3701.0525792064773
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0,0,1603.6617611187714,4518.238146806714,5275.708940346017,19085.949620211617,18194.212336218297,16512.171905525607,12991.955702451152,4288.433859589405
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2022,000000,,0,0,1560.13944967149,4583.976024258474,5607.849333237099,19923.67548755435,18876.593657117446,17029.84811457951,13478.671097382678,4755.32416771299
0,0,Manufacturing & Logistics Total,0,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,1016.0997279557508,3155.0577059717034,4396.496421448014,16940.65769743739,16934.334936463965,15742.89685030637,12612.377841726347,4655.126181953103
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2019,000000,,0,0,203.81433056667902,850.6539209055121,1234.2754447084415,5757.256214424045,6322.8037605671525,6751.039769651791,6506.492600707841,1463.3226571336934
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2020,000000,,0,0,235.434168145444,809.7598547962863,1161.331602862528,5574.533893046163,6093.193197684898,6237.346475280957,6213.2223502852585,1439.5794837558062
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2021,000000,,0,0,320.99411717766515,946.98200509655,1311.61752144407,5760.824229557735,6317.544889704906,6190.219199089083,6128.61898351666,1529.1316106667061
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2022,000000,,0,0,317.868783439523,1016.691816081008,1441.2828598787557,6031.207499256297,6731.626041826425,6421.276308420121,6046.463956321893,1692.3715256044236
0,0,Manufacturing & Logistics Total,0,,00,000,21780,Evansville MSA,2023,000000,,0,0,296.41818236140904,995.1902486970241,1452.488699683879,6080.907071373093,6667.02357026916,6337.397177050308,5842.4639180568365,1751.005945891878
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2019,000000,,0,0,352.45704382147505,1671.205769246504,2413.3695938494125,10859.751190825817,12018.889875995212,13491.64602717859,12312.887914908335,2881.9023131024683
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2020,000000,,0,0,345.2483666886748,1568.934587936802,2322.4276368266974,10157.072044175726,11245.241351710963,12401.978120641676,11442.686157235847,2728.3083908158123
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2021,000000,,0,0,427.3736185714509,1753.5917538435049,2578.585942714629,10825.306489861137,11805.199867271389,12746.005783826393,11737.346169677287,2952.366605942869
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2022,000000,,0,0,556.139871890362,2067.9011920245503,2903.614309474394,11747.31070819196,12482.601541297332,13403.889632131066,12026.775342642142,3260.1713737270807
0,0,Manufacturing & Logistics Total,0,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,613.6374660651843,2164.181809586556,3014.1111516845144,12126.021614378815,12682.38511938279,13484.483682664102,11827.410193214722,3497.948392411081
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2019,000000,,0,0,1576.6363782454075,6467.037070813867,9452.430987895073,41899.579566613436,46104.705363639856,48760.45827959298,40084.7763004041,9593.04645069373
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2020,000000,,0,0,1857.0711655317034,7320.184284515116,9690.07035220908,41508.85286428072,45427.00555668087,47149.9340814212,39249.73349305602,9624.541678489077
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2021,000000,,0,0,2266.028959989596,8397.4074652714,10728.788377779625,43294.037008070336,46954.15455540001,48302.07299138616,40434.38990716193,10447.298456602799
0,0,Manufacturing & Logistics Total,0,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,2433.1462141976203,9004.49258913286,11998.79524223771,46856.53235028905,50147.20873702005,50394.60468754649,41847.35158239423,11619.875381849492
