display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,posting_hourly_wage
0,0,Tech Total,,,0,000,00000,United States,2023,000000,,0,0,37.34597495528139
0,0,Tech Total,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,31.379670329664297
0,0,Tech Total,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,34.545259391772106
0,0,Tech Total,,,00,000,17140,Cincinnati MSA,2023,000000,,0,0,32.253617216128575
0,0,Tech Total,,,00,000,18020,Columbus MSA,2023,000000,,0,0,33.138888888883336
0,0,Tech Total,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,23.180528846146153
0,0,Tech Total,,,00,000,21780,Evansville MSA,2023,000000,,0,0,33.47955316741471
0,0,Tech Total,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,27.102021696256415
0,0,Tech Total,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,35.059706959707135
0,0,Tech Total,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,21.814182692310006
0,0,Tech Total,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,36.45944368132143
0,0,Tech Total,,,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,0,0,30.68350849730931
0,0,Tech Total,,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,24.139949633700002
0,0,Tech Total,,,00,000,34620,Muncie MSA,2023,000000,,0,0,34.051009615395
0,0,Tech Total,,,00,000,43780,South Bend-Mishawaka MSA,2023,000000,,0,0,27.933158508154545
0,0,Tech Total,,,00,000,45460,Terre Haute MSA,2023,000000,,0,0,30.676405325461538
0,0,Tech Total,,,18,000,00000,Indiana,2023,000000,,0,0,30.64704830053256
1,1,IT/Tech Services,,,0,000,00000,United States,2023,000000,,1,1,38.250549450542856
1,1,IT/Tech Services,,,00,000,14020,Bloomington MSA,2023,000000,,1,1,33.395604395599996
1,1,IT/Tech Services,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,1,1,35.578021978014284
1,1,IT/Tech Services,,,00,000,17140,Cincinnati MSA,2023,000000,,1,1,30.60219780217143
1,1,IT/Tech Services,,,00,000,18020,Columbus MSA,2023,000000,,1,1,36.714285714285715
1,1,IT/Tech Services,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,1,1,27.250068681314286
1,1,IT/Tech Services,,,00,000,21780,Evansville MSA,2023,000000,,1,1,28.55157967032857
1,1,IT/Tech Services,,,00,000,23060,Fort Wayne MSA,2023,000000,,1,1,26.0131868132
