initiative,cagr_2yr,yoy_growth,jobs
Healthcare,3.6475040200648845,3.4395064232872086,365654.293729006
AgriNovus,1.5555702906775215,0.6676050477828932,105079.47664706624
BioCrossroads,1.0288547486684507,-0.3701292141164769,69999.67095285065
Finance & Insurance,0.6354651406272449,0.5711343512998512,113240.32975142972
Advanced & Traded Industries,0.012985930569087145,-0.31698720330598507,1107499.3852317648
TechPoint,-0.08062748658808072,-0.41989657194102525,73414.76494582249
Conexus,-0.5662062250022304,-0.9599428217086037,833425.6017287893
