initiative,gdp_growth_rate,jobs_growth_rate,productivity_change
AgriNovus,0.6676050477828932,-90.51200587121984,91.17961091900274
Finance & Insurance,0.5711343512998512,-86.41266484776405,86.9837991990639
TechPoint,-0.41989657194102525,-79.92235666177308,79.50246008983206
BioCrossroads,-0.3701292141164769,-33.38406967141571,33.013940457299235
Healthcare,3.4395064232872086,222.90112059161453,-219.46161416832732
Conexus,-0.9599428217086037,1090.6135991555673,-1091.573541977276
Advanced & Traded Industries,-0.31698720330598507,NA,NA
