year,NAICS,occ
2020,115310,51-5111
2026,311941,53-7064
2021,423820,11-9171
2022,112000,49-9095
2026,311230,47-2011
2024,311919,29-1222
2021,325315,41-1011
2025,114210,53-4011
2025,311224,15-1252
2020,311513,13-1161
2023,311514,51-4022
2027,312112,29-1024
2027,312230,33-1091
2022,113310,51-3091
2027,115114,15-2011
2024,311211,43-4041
2019,311213,19-3033
2028,333112,47-2031
2028,423820,11-2021
2022,424810,13-2053
2026,114111,39-3091
2021,115113,15-1299
2022,311313,51-4121
2021,311411,47-5044
2028,311513,19-1029
2028,311911,53-3054
2023,312120,51-6051
2022,325413,53-7071
2026,424490,51-6099
2023,424490,39-5093
2019,113110,29-2081
2028,112000,13-1141
2021,115111,41-4011
2023,311920,29-1217
2019,114112,51-7042
2022,311111,51-6052
2019,311999,29-1022
2024,325193,47-5011
2023,112000,17-3022
2022,113310,31-9099
2028,311314,31-2022
2028,311811,15-1242
2019,311930,21-1029
2026,312112,27-2021
2028,325193,13-2031
2021,333112,11-9111
2021,423820,19-1041
2028,113310,47-2231
2023,115113,13-1011
2028,115210,49-9052
2028,311119,37-1011
2028,311313,39-5094
2023,311313,19-1023
2023,424480,19-1011
2021,424810,43-5052
2024,311511,17-3021
2027,311811,51-4032
2019,312140,39-4011
2019,325311,39-7018
2020,325411,49-9071
2026,424410,23-1022
2027,311224,43-6012
2020,311230,47-5041
2019,311421,29-1051
2026,325413,19-4051
2026,424430,15-2031
2026,493120,51-7021
2027,493120,51-6052
2022,115114,19-3051
2021,311314,45-4022
2028,312120,47-3015
2027,423820,51-4034
2022,111000,43-3071
2027,311615,49-2097
2019,312113,51-3022
2021,424480,11-9141
2019,424590,29-2051
2027,111000,43-4051
2022,311119,29-2053
2024,311512,51-3092
2024,311911,47-4031
2025,312130,27-1012
2026,311225,29-2072
2027,311313,37-2019
2023,311612,19-4099
2021,311930,29-2043
2020,325413,47-5041
2023,424490,47-5022
2019,115310,29-1024
2024,311111,51-9022
2023,311230,47-3012
2025,311911,39-7018
2023,312120,43-5111
2028,325412,25-3021
2024,115310,51-4193
2020,311999,11-1011
2023,312230,23-1011
2027,333112,51-4033
2024,424810,17-2041
2020,112000,29-9091
2027,311511,45-4021
2021,311513,29-2031
2027,311514,17-3012
2025,311613,11-3021
2019,311821,53-5022
2022,325314,35-9021
2026,325315,51-4032
2020,325413,43-4131
2019,115113,27-4014
2022,311224,53-2011
2024,311421,21-1015
2019,311919,27-4011
2021,325320,11-3012
2026,424470,15-1211
2027,424520,47-5023
2024,114210,29-1127
2020,311111,49-3011
2021,311340,25-9045
2028,311941,29-2032
2024,311942,25-2058
2026,325412,49-9098
2024,424460,15-1242
2020,424820,25-3031
2028,114210,29-1249
2026,311212,29-2072
2024,311412,51-6092
2026,312120,19-1042
2026,312130,11-2022
2026,325413,51-6062
2026,424520,51-9194
2025,115112,39-5094
2028,311911,37-1011
2019,312112,53-6011
2020,325414,33-9011
2021,333243,51-5112
2023,424430,27-1027
2023,311213,51-9141
2021,311612,49-9044
2019,311612,13-1199
2028,325312,31-9092
2025,325414,35-2011
2019,424520,39-3012
2021,424590,13-2052
2027,311224,11-9141
2027,311423,31-9092
2020,311612,43-4071
2027,311612,29-1221
2022,312120,33-3052
2024,311412,49-9081
2026,311911,19-4042
2023,311930,21-1093
2023,311991,29-1221
2026,312130,53-7031
2028,325320,25-2052
2024,424430,49-2097
2026,424440,51-3092
2024,424460,53-2011
2022,424910,11-9151
2019,112000,13-1071
2023,114112,15-1232
2023,311212,47-5051
2021,311224,51-6051
2025,311412,19-4061
2025,311221,19-2021
2022,311224,53-2031
2019,322110,47-2231
2021,424440,47-4061
2024,115112,53-2021
2025,311615,47-2073
2026,311813,43-5053
2026,311830,49-3022
2024,311830,47-3019
2020,312111,29-1124
2028,321113,19-3022
2028,424520,19-1029
2025,311119,17-2151
2024,311230,41-3021
2019,311340,45-4011
2023,311612,35-9031
2023,311941,47-2171
2025,311942,11-9072
2020,493130,29-1242
2025,311991,43-5031
2022,312112,13-1111
2022,325414,47-2081
2025,424460,53-6051
2025,424810,53-4031
2021,424820,51-4199
2025,115112,25-2052
2026,311313,17-3027
2024,311824,43-6014
2024,311999,43-5052
2026,325312,43-5021
2028,424480,49-2097
2019,424810,11-9031
2028,424910,47-4071
2026,311221,27-1024
2021,311313,33-3011
2023,424410,47-2081
2020,311520,53-7021
2022,311213,11-9072
2021,311513,51-6052
2027,311710,53-5021
2024,311920,17-2061
2019,423820,49-9098
2020,424820,41-9099
2024,115210,47-5022
2022,311224,43-4081
2019,311421,49-1011
2028,311612,47-2043
2022,325413,11-3051
2028,424490,29-1241
2028,311512,49-9012
2019,311710,53-4041
2028,311919,19-3011
2020,424430,45-3031
2023,325414,37-2012
2026,424810,43-3071
2025,114210,27-1012
2025,115115,47-2073
2025,115115,53-7031
2025,311211,47-2231
2027,311224,39-5091
2028,311611,43-4041
2027,311830,39-3092
2021,493120,39-9031
2021,311230,53-6021
2026,424430,17-3012
2027,424810,35-2015
2024,424910,47-2071
2025,493120,27-1027
2027,114112,31-9096
2022,115115,39-2021
2023,424410,41-3031
2025,311224,51-4191
2021,311225,25-4013
2026,311421,29-9099
2025,322110,43-3021
2022,325193,43-4021
2027,325311,19-3033
2027,424490,13-2031
2025,111000,27-2023
2023,311351,45-2093
2026,311991,35-9021
2024,333111,47-5022
2019,424470,41-1011
2024,311411,51-7021
2027,311813,17-1012
2025,321113,39-6012
2021,424810,29-2061
2023,111000,53-4031
2019,311230,41-3091
2021,311942,37-2012
2028,333111,53-4031
2028,333112,51-4192
2021,424820,39-9011
2019,113310,11-2011
2023,115112,51-4041
2020,311422,51-4071
2022,113310,39-6011
2028,114119,19-3032
2020,115112,19-3099
2027,115310,51-9193
2019,311111,47-2042
2023,311211,35-3031
2020,311830,27-3042
2022,312112,29-2081
2023,325193,39-1013
2022,325312,17-1011
2020,424450,27-1013
2022,114119,11-1031
2020,311212,13-1082
2020,311225,25-9044
2024,311313,27-1014
2027,312111,43-4111
2019,325312,51-8092
2025,424590,21-1091
2027,424810,37-1011
2024,493120,49-9052
2019,311999,47-2043
2022,325414,51-4081
2028,424480,29-1081
2026,114111,53-2012
2020,115111,11-9021
2021,115310,21-1022
2028,311991,29-1151
2028,312130,49-2098
2024,312140,43-3061
2024,312230,29-2092
2023,311352,19-3051
2028,311514,29-1212
2024,311520,41-9031
2026,311611,35-2013
2022,311824,17-2041
2022,424410,43-9022
2022,424520,11-3061
2021,114210,53-6031
2026,311111,19-2012
2022,311313,47-2211
2025,311313,49-3023
2028,311919,47-3011
2025,312140,11-9171
2020,321113,17-2121
2024,311421,49-9061
2025,311612,37-3019
2021,311824,11-3071
2024,311920,47-3011
2024,333111,11-9111
2026,115114,35-3031
2023,325311,49-2091
2019,325314,29-2056
2025,113310,39-2011
2020,311351,27-1013
2020,311352,43-6011
2026,311824,23-2011
2025,311824,29-1212
2022,312111,47-3011
2023,312120,33-3021
2026,424820,39-5011
2024,333243,11-2033
2025,424420,15-1255
2022,113310,49-3093
2019,114111,47-2121
2020,311352,53-7041
2024,311942,53-3031
2024,312130,25-9031
2022,325312,29-1161
2025,115116,17-3031
2019,115210,23-2093
2025,311340,43-6014
2027,325314,29-1211
2026,424410,19-3041
2020,424490,39-3091
2022,113110,29-1292
2019,113210,11-9072
2023,114119,19-4013
2026,311313,27-4032
2020,311423,19-4061
2025,311710,53-3052
2019,312230,37-3013
2026,423820,15-1211
2019,113110,51-4061
2025,115210,39-3019
2023,311230,49-9099
2024,311514,13-2051
2022,311920,51-8031
2019,312112,53-2012
2027,325413,43-4141
2020,115310,37-2012
2021,311512,19-3034
2028,311920,43-4151
2022,311999,31-1133
2019,493120,15-1242
2020,493120,47-4061
2019,311119,33-9021
2020,325314,31-9091
2020,325412,49-3022
2025,333243,53-7064
2019,424410,43-5052
2019,424430,53-2031
2026,424590,15-1299
2020,115116,51-9199
2022,311212,47-3014
2028,311212,53-2011
2027,311513,53-7064
2021,311821,43-9081
2022,423820,51-9041
2022,424470,41-4011
2023,424520,19-3041
2026,113110,43-9199
2021,311422,53-7051
2025,311812,47-2022
2019,311821,49-2098
2026,311991,51-4192
2021,312140,43-4031
2020,312230,35-9031
2019,424450,15-1212
2021,424450,17-2072
2022,113310,21-2021
2023,114111,53-7072
2020,114112,47-2044
2026,311352,51-7021
2020,311423,13-1011
2022,311942,49-9092
2024,424470,17-2121
2025,113110,49-3092
2028,113210,49-2093
2025,115210,31-9011
2025,311111,51-2061
2022,311119,27-2012
2020,311230,51-6063
2023,311230,27-4015
2025,311911,43-3041
2024,311930,19-3022
2020,311999,53-4041
2025,115310,15-2021
2020,311710,41-2031
2022,311811,41-2022
2027,311812,47-5013
2028,311920,49-9094
2027,311920,39-6012
2019,312111,29-1249
2026,325193,47-2061
2025,325193,41-1011
2024,424440,11-9161
2026,311314,29-1212
2028,311615,51-9021
2028,322110,41-1011
2026,424440,43-3061
2020,424460,19-1022
2023,113310,21-1029
2022,114111,39-2021
2027,114112,19-3092
2028,311421,19-4061
2021,311919,51-9082
2023,325314,21-1099
2026,325315,29-1021
2020,325414,47-4041
2020,424430,21-1012
2028,424440,43-9051
2023,311613,19-3041
2022,311812,33-9092
2021,321113,17-3019
2020,325413,51-6063
2020,424810,51-9083
2023,424910,17-2112
2020,424910,43-5041
2028,114210,41-9022
2026,311513,19-3099
2019,322110,51-1011
2023,325315,51-2021
2024,325414,51-9151
2020,424910,25-3011
2024,114119,49-9063
2026,114210,15-1244
2020,115113,43-5032
2025,311213,49-2022
2026,311314,17-2112
2025,311352,29-2055
2022,311611,51-9141
2023,312120,17-2121
2027,325320,29-1216
2023,424420,33-3041
2022,424450,35-9021
2019,424590,39-2011
2025,311221,33-3031
2027,311340,21-2011
2019,311611,39-3091
2021,311920,51-8099
2019,321113,25-9021
2023,322110,51-4033
2021,325311,43-9051
2024,424590,13-2081
2024,325320,21-1018
2019,424480,19-1022
2022,424590,41-3091
2022,493120,17-2151
2023,115112,51-9022
2026,311111,49-9044
2025,311314,51-9199
2020,311411,25-4031
2024,311942,11-3021
2020,312111,11-2011
2023,312112,45-4029
2025,312140,47-2131
2024,325312,53-7064
2022,424430,21-1091
2027,424450,19-3093
2028,114210,19-4061
2024,311211,11-3021
2021,311221,41-9099
2022,311230,15-1299
2022,311821,19-3033
2027,312112,43-2011
2022,423820,47-2021
2019,111000,49-2021
2026,311225,45-2021
2026,311821,51-6064
2019,424420,51-2011
2024,111000,47-2082
2028,312120,39-3092
2028,312120,51-3011
2020,333111,41-2031
2020,424460,51-4081
2019,115112,11-2032
2020,311224,53-3052
2027,311919,19-2011
2020,325311,19-3092
2024,325311,47-5051
2021,325412,41-4011
2020,424430,25-4022
2027,424480,29-2034
2024,424490,27-1019
2019,424820,25-4012
2019,493130,51-3091
2020,115115,29-1124
2021,115210,29-1141
2023,311314,29-1031
2027,311421,33-1021
2019,311612,19-4044
2027,311821,13-1031
2025,325320,33-2022
2024,325413,17-1012
2022,424910,15-1241
2024,113310,47-4051
2021,311612,43-4011
2019,311811,21-2011
2020,311930,23-1023
2019,311313,49-3021
2026,325413,19-2012
2019,424520,11-9013
2026,424820,49-2011
2022,114119,27-2031
2026,311221,49-3041
2024,311812,27-2041
2021,311919,51-7042
2020,312120,37-3013
2023,111000,49-3091
2022,311314,21-1021
2021,311920,29-2018
2024,312130,51-8093
2020,112000,19-3022
2028,114112,25-9021
2028,114210,53-6032
2019,311710,49-2091
2020,333243,11-3012
2020,311224,13-2052
2019,311224,55-9999
2022,311314,51-9083
2020,311821,29-2092
2027,424820,17-2041
2027,493120,11-9031
2027,311213,45-3031
2026,311812,51-9196
2021,311812,39-5094
2019,311830,29-1221
2026,312140,25-1099
2025,493130,53-5021
2025,115111,51-4061
2023,311213,39-3031
2021,311811,41-3091
2024,311941,51-4062
2026,312112,29-1241
2025,333112,49-9091
2020,113110,33-9091
2028,114119,47-3014
2020,115115,19-4031
2024,115210,39-1022
2023,311710,29-9093
2020,311920,29-2043
2021,325320,11-9013
2028,325414,47-2022
2020,423820,19-1041
2022,424430,19-3091
2025,311411,19-2099
2024,311613,49-9012
2023,311710,53-1041
2023,311824,53-7199
2022,325413,35-2019
2028,112000,51-7031
2022,114119,25-2057
2024,311352,19-3011
2027,312113,11-2032
2024,312130,41-2021
2027,325412,29-1051
2026,424430,47-2041
2024,493130,15-2011
2022,115113,47-3015
2024,311111,43-3041
2024,311225,43-4081
2019,325412,29-1151
2026,311615,17-2151
2022,424590,49-2021
2025,112000,49-3051
2026,115210,51-9162
2023,115310,41-3011
2025,311313,41-1012
2024,312113,51-9191
2022,424480,47-3016
2024,321113,51-9082
2025,333111,43-4071
2027,333112,51-9124
2020,113210,41-2022
2023,311421,51-9011
2028,311512,25-2051
2028,311830,29-1029
2021,311999,33-2011
2022,312230,11-2032
2025,333111,47-1011
2019,424420,47-5081
2019,424470,39-9041
2019,424480,17-1022
2026,113210,25-3041
2019,113310,29-1129
2023,115113,21-1015
2021,311212,33-2022
2022,311313,11-9013
2025,311991,17-2171
2027,325312,29-1041
2024,311514,47-3011
2023,325413,51-3021
2028,114112,51-6052
2020,115113,33-3052
2023,115210,53-1047
2023,311313,27-2012
2027,325320,39-1013
2028,325413,39-1014
2024,333243,51-6063
2020,424480,29-1131
2024,424490,51-9197
2027,115310,15-2051
2019,311212,47-2041
2022,311351,25-4031
2021,311423,19-4061
2022,311811,47-2021
2027,312113,39-9099
2024,311351,19-5011
2025,311511,47-2072
2021,311830,39-9041
2019,311930,43-9041
2024,311941,55-9999
2026,312140,13-1032
2024,493120,41-9022
2021,115113,17-2011
2026,311421,11-3012
2022,311812,47-3013
2023,325312,39-3011
2023,424410,45-2099
2023,424410,47-4021
2025,424440,49-1011
2028,493120,15-1232
2020,111000,23-1011
2020,114111,13-1075
2028,311213,17-3023
2026,311221,51-9012
2019,311514,51-4193
2026,311514,51-9193
2021,311710,27-2099
2022,311812,25-2022
2027,311999,51-9141
2021,424470,47-2141
2020,113110,19-4012
2023,115112,49-9043
2024,115115,15-2011
2019,311212,41-4012
2028,311512,13-1071
2020,311612,51-6042
2027,424470,27-2032
2026,311221,51-3093
2027,311422,41-9011
2022,311612,43-2011
2021,311812,15-1231
2022,423820,31-9093
2025,311520,51-9041
2021,311812,11-9171
2028,311942,47-3015
2023,424590,35-3023
2024,311111,51-9199
2028,311211,27-4099
2019,311999,47-4051
2023,424820,47-2051
2020,114210,29-2051
2025,311225,27-4021
2023,311313,29-2033
2024,311513,11-1031
2027,311514,47-2044
2025,311930,11-3021
2021,312112,13-1082
2023,333111,49-9071
2023,333111,39-3091
2022,424810,17-3013
2028,111000,17-1022
2020,113110,29-1126
2020,112000,51-4192
2019,311611,49-9098
2023,325311,51-4061
2027,325314,15-1231
2026,333243,51-4031
2019,424450,31-9092
2022,493130,15-2041
2022,311211,47-5012
2024,333112,49-9021
2019,333243,49-9081
2026,424440,29-9099
2025,115114,47-2161
2021,115116,11-2032
2024,311611,29-1218
2022,311824,25-2052
2027,325414,27-3011
2026,423820,31-1132
2027,424410,19-2021
2027,424810,25-2058
2020,113310,29-1214
2023,311230,39-1022
2025,311710,99-9999
2023,311911,11-3111
2022,311911,49-9081
2020,112000,43-9031
2020,311224,25-4011
2026,311514,51-4034
2023,311514,33-3012
2023,311613,39-1014
2022,325311,51-8013
2021,424410,43-6012
2022,424820,45-2091
2028,311513,31-9096
2020,311520,19-1029
2024,311411,19-1022
2025,311812,49-3041
2023,311821,43-4199
2022,311821,31-9097
2024,115111,51-7031
2023,115115,41-3031
2021,311212,51-2061
2025,311213,27-2011
2024,312112,27-4011
2026,424590,29-1218
2025,111000,29-2035
2020,114111,37-3019
2028,311612,51-4041
2024,311612,35-2011
2019,325320,39-1022
2022,111000,29-1224
2027,112000,21-2021
2025,114210,39-6011
2022,311111,43-3031
2022,311119,47-3013
2022,311513,49-3042
2025,311612,53-5021
2026,311911,11-3031
2025,325314,51-7032
2023,325411,43-4161
2022,424420,17-3029
2023,311111,51-8012
2026,333112,51-4032
2024,424510,47-5023
2021,114210,29-2032
2025,311340,47-2141
2023,311412,27-2012
2026,311421,35-2015
2022,311611,25-2023
2023,311811,15-1242
2023,311919,13-1031
2022,312130,13-1081
2019,312140,11-9032
2019,333111,27-1021
2019,424450,51-4194
2020,113310,29-1023
2023,115113,29-1123
2026,311911,29-1292
2024,325413,51-8091
2021,424420,43-9021
2026,424810,11-3012
2019,493130,29-2033
2026,311212,19-3032
2023,312120,29-9093
2020,325312,33-2021
2025,423820,29-9092
2024,115113,51-4041
2019,311111,51-6051
2021,311224,29-1131
2026,311613,47-2142
2027,333112,51-4021
2028,115112,15-1242
2023,311213,51-8021
2019,311224,51-7032
2027,311520,23-1012
2024,311941,29-1071
2028,325311,21-1093
2023,325314,47-5041
2020,424420,41-2031
2023,311213,31-2022
2026,311514,49-3011
2022,311615,11-9033
2027,311830,47-5049
2021,325312,35-3023
2023,424440,29-2031
2028,111000,29-1217
2026,113210,53-1041
2022,311611,43-4171
2024,312120,21-1099
2020,312130,51-4034
2025,325320,13-1151
2020,424480,19-4061
2019,115116,15-1221
2024,311111,39-9099
2023,311813,47-2131
2027,325414,13-2099
2024,424510,51-4121
2028,311211,29-2061
2020,311212,11-3071
2019,311512,15-1212
2026,311911,51-8093
2019,311930,47-5099
2023,312130,17-2031
2021,325412,53-2021
2020,333243,25-9045
2020,333243,49-3023
2023,424420,51-6063
2020,114112,35-3031
2019,311352,29-1024
2020,311512,25-4013
2025,311919,41-2022
2019,312111,27-3092
2023,115115,35-9021
2025,311313,51-4062
2020,311930,51-4061
2025,311941,47-2111
2022,312113,51-5111
2019,115114,51-4121
2026,311352,27-2023
2028,311421,17-3011
2027,311423,21-1018
2025,311613,21-1018
2028,311812,51-6099
2021,312111,21-1015
2023,423820,47-4051
2024,493130,21-1092
2026,424480,49-9094
2027,114112,29-1211
2021,115111,39-3093
2024,311212,47-2073
2023,311224,49-9094
2025,311230,53-4011
2021,311423,19-1029
2022,311514,21-1019
2027,312112,15-1299
2021,424410,51-9198
2027,424430,17-3013
2019,311225,49-3043
2020,311340,43-9041
2020,311422,47-2142
2027,325193,53-7073
2019,325411,49-9064
2025,424430,43-9051
2027,115112,21-1019
2028,115112,53-6031
2021,311224,43-6011
2025,311313,47-3014
2027,311340,47-2171
2023,424470,25-3031
2027,115210,29-1022
2026,311221,51-4035
2022,311513,49-9043
2022,312120,45-1011
2025,333111,19-2099
2021,113210,19-1023
2023,311351,45-4011
2020,311412,27-1023
2027,311612,33-9032
2027,423820,19-4061
2024,311710,53-5022
2027,333243,51-9195
2028,424470,29-2032
2025,424520,51-9041
2028,115115,25-2032
2019,311511,37-2021
2028,311942,19-3041
2023,493130,51-9199
2024,113110,17-2011
2021,114210,33-1011
2019,114210,21-2011
2026,311314,51-9141
2021,311919,51-9012
2024,423820,43-5021
2025,311224,13-2071
2023,311313,29-1041
2019,311422,51-4072
2019,311813,37-1012
2028,325312,43-9041
2028,325314,11-9031
2026,333112,45-4021
2021,424520,49-2021
2025,311351,49-9097
2019,311813,11-1031
2019,325193,47-2071
2027,424410,51-4061
2026,424590,29-2055
2023,424910,29-9021
2023,311314,25-2021
2021,311615,53-2031
2022,312130,13-1151
2019,424450,51-9195
2020,311119,43-4181
2024,311812,47-5049
2021,312140,43-4081
2023,333243,43-4131
2027,423820,21-1021
2023,424450,39-3012
2024,114111,19-5012
2025,115111,25-3021
2020,311314,53-7071
2020,311514,11-2022
2025,311710,47-4041
2020,312140,47-2111
2022,114119,11-9032
2028,115115,49-3021
2020,311230,31-1133
2019,311230,15-1251
2028,311930,39-9032
2023,311941,21-2099
2021,311942,21-2021
2027,311991,41-9091
2022,325412,13-2071
2023,113210,51-9194
2027,114119,41-2022
2025,311230,51-2031
2019,311411,43-5032
2024,311421,47-2022
2025,311514,29-2036
2023,312230,53-6099
2022,325320,39-9011
2024,424460,53-4099
2020,424820,13-1111
2023,112000,19-4043
2028,114119,21-1093
2024,114210,43-9061
2028,311230,19-1013
2021,311930,11-3013
2028,322110,15-1242
2021,424520,29-1129
2026,424590,47-2061
2021,113110,53-3032
2019,311225,11-2021
2024,311999,11-9039
2024,312230,37-1012
2024,325320,15-1255
2025,325320,49-9069
2023,424410,49-2021
2028,424480,17-1021
2020,114112,37-3012
2023,311212,53-6041
2026,311221,29-2033
2020,311351,13-1131
2027,311423,41-3091
2027,311920,39-3011
2019,325411,27-4015
2024,424470,43-5021
2021,424480,33-3052
2023,424510,39-5012
2020,115116,35-2019
2020,311411,19-2099
2022,311411,11-1011
2019,311520,19-4071
2019,311615,51-4021
2019,325414,29-2055
2022,424480,49-9063
2024,311212,43-5041
2026,311930,29-9092
2027,312120,27-2011
2027,325314,15-1242
2024,325315,11-3111
2028,424470,49-2098
2027,311423,55-9999
2021,333111,27-3011
2023,423820,29-1215
2027,113210,37-2011
2025,115113,13-2041
2025,311111,41-1012
2025,311351,39-5011
2022,311412,49-9097
2021,311615,43-3031
2021,311824,29-2091
2023,311930,31-1131
2027,312112,23-1012
2027,312113,53-7065
2019,325414,53-6099
2019,311119,49-9051
2024,311212,17-3019
2027,311991,21-2011
2022,312130,43-4121
2020,325193,13-1199
2022,325320,51-9193
2028,424410,43-5011
2024,424480,51-8012
2024,493120,47-3013
2020,115114,29-1224
2025,311422,43-4141
2028,311811,47-3015
2021,311930,15-1242
2021,312113,29-1292
2027,312140,19-1099
2027,312230,29-1128
2025,325315,49-2021
2024,333111,27-2022
2022,424910,49-9097
2028,111000,51-9011
2028,311314,13-2052
2019,311520,39-6012
2028,311813,15-2041
2027,311911,25-2051
2025,312111,31-2021
2021,321113,39-6012
2026,424520,25-2012
2027,493130,11-9081
2020,115116,51-3011
2020,325315,45-2099
2027,333112,29-1126
2025,111000,11-3121
2026,311211,41-9099
2019,311613,19-1032
2022,325315,53-3031
2027,424460,51-4061
2022,115115,45-4011
2020,333111,29-2034
2022,333112,41-2031
2023,424450,35-1011
2023,114112,29-1229
2020,311111,51-2041
2024,311221,17-2121
2025,311224,53-7021
2021,115116,39-3092
2020,113110,21-1099
2024,115113,51-9032
2021,312120,15-1242
2027,423820,19-3034
2019,424590,19-2043
2020,115111,43-5031
2020,311422,51-6011
2024,311611,47-2042
2024,312113,43-2021
2022,325412,11-3012
2025,424490,49-9012
2025,115114,47-5011
2027,311615,53-2022
2022,325314,19-4013
2027,111000,51-3021
2022,112000,35-9031
2026,113310,21-1091
2021,114111,49-9099
2025,115112,21-1091
2028,115114,21-2099
2024,311230,53-3054
2023,311811,51-4071
2023,311920,29-1229
2021,325311,43-6011
2020,115113,27-1027
2027,311613,33-3052
2026,311911,11-2022
2019,311991,13-1161
2024,312130,27-4021
2025,424460,37-2012
2020,493120,49-2091
2027,115310,51-7041
2022,311119,25-2058
2019,311422,27-2023
2023,311811,47-2082
2019,311821,45-2092
2022,312111,53-5011
2019,424820,51-4191
2022,113310,19-1013
2028,115111,29-1299
2022,311615,51-8012
2023,325314,35-3041
2022,311411,29-1214
2023,311422,29-9099
2019,311942,25-2031
2024,312113,51-8092
2028,325315,23-2093
2025,115310,35-2014
2020,311911,25-9021
2027,325312,29-2099
2020,424430,51-3022
2021,112000,43-3099
2026,115114,27-1025
2026,115115,51-3011
2027,115210,23-1012
2025,311212,41-2012
2028,311812,53-7199
2022,311942,21-1019
2019,321113,47-2221
2026,424420,35-3041
2028,424470,11-3121
2019,424820,51-2011
2026,424490,11-2011
2020,311224,11-2022
2021,311352,21-1018
2024,311352,39-5091
2024,311352,43-9061
2027,311412,11-2022
2025,322110,49-9011
2025,311119,53-1047
2028,114210,43-4031
2028,311221,25-2051
2028,311615,53-5031
2022,312120,31-9094
2019,333243,21-2011
2020,115310,27-3092
2025,311314,37-3013
2020,311613,29-1029
2025,424520,15-1231
2028,493130,43-3031
2028,311225,29-2031
2021,311352,17-3019
2024,311411,25-4013
2019,322110,21-1093
2027,115112,29-2081
2026,311340,29-1128
2027,311411,35-2021
2025,311930,29-1291
2026,311991,17-3022
2023,312130,29-1243
2028,111000,25-2059
2020,311111,47-2131
2028,311314,27-4011
2025,311911,45-4029
2024,312113,29-1051
2026,312120,11-9072
2020,424430,17-2199
2028,115111,39-4011
2024,311211,51-9111
2019,311421,47-5023
2024,311520,49-2098
2023,311615,29-1213
2019,311991,39-7018
2021,112000,49-9045
2022,114210,25-9044
2024,311941,51-4052
2020,325320,51-4021
2023,424440,17-2112
2023,311111,33-3051
2026,311512,41-9012
2023,325412,29-1127
2021,113210,25-3011
2021,114210,25-4031
2026,311513,51-3091
2025,311919,15-1241
2021,311941,41-3031
2026,312111,47-2041
2027,325314,51-9191
2026,325320,51-4061
2021,493130,35-1012
2025,111000,41-3011
2024,311352,43-9031
2024,311611,21-1018
2028,311821,19-4042
2025,311821,33-9094
2020,113310,25-9044
2027,311313,45-2041
2024,311340,53-7072
2023,311352,15-1244
2025,325315,25-3041
2028,424440,53-4041
2025,114112,49-3052
2021,311119,49-9043
2023,311230,27-1026
2025,311511,49-1011
2022,325314,45-2021
2025,115111,29-2018
2022,311211,27-2041
2019,311340,29-2057
2021,325314,45-4023
2027,325413,51-9023
2022,423820,13-2082
2022,424510,29-1217
2028,113110,29-1211
2025,311212,27-3042
2028,311512,41-3031
2026,311615,29-1129
2026,311941,47-5099
2025,325413,19-3022
2027,111000,51-9194
2025,311422,51-8099
2019,311511,29-9093
2028,311612,43-5061
2025,311911,51-7021
2022,311942,49-9064
2027,325411,27-1011
2025,333111,51-2021
2028,424430,43-3071
2025,424470,51-4192
2027,424520,39-3019
2021,311313,23-2099
2021,311421,49-9096
2019,311511,51-9023
2025,311941,29-1124
2024,322110,17-3026
2028,424490,51-4022
2026,424910,31-1132
2025,493130,49-9011
2028,311111,11-3021
2021,311340,51-4035
2020,424470,21-2011
2019,424820,13-1141
2026,112000,43-3099
2022,114119,17-2051
2021,311230,17-2111
2020,311615,51-9194
2025,311813,39-5093
2020,311920,47-2044
2023,311999,49-2096
2019,312112,11-1011
2025,333243,49-9092
2019,113310,47-3014
2019,115111,19-2032
2027,311512,19-4043
2021,311812,31-9097
2021,311911,49-3011
2021,312120,49-9051
2019,312230,33-9032
2028,325193,17-3025
2025,424410,17-2199
2028,424460,25-2021
2021,111000,43-4011
2020,115115,17-2199
2026,311411,49-3042
2024,311411,43-2099
2023,311811,49-9051
2026,311930,19-5012
2023,312130,17-1021
2020,424410,35-3023
2023,424490,31-9097
2027,311314,13-2011
2026,311513,53-7065
2028,311514,53-3051
2023,311821,19-3011
2022,325320,51-2051
2022,311212,11-3131
2023,311520,19-1029
2026,311919,11-3031
2028,325314,21-1093
2019,325315,51-8011
2023,423820,51-6041
2028,424480,29-1126
2025,424480,53-7051
2026,311351,25-9031
2023,311412,49-3052
2020,311422,51-4111
2025,311520,31-9096
2021,311813,29-1124
2026,322110,51-4121
2022,114119,25-2021
2021,311212,51-9161
2021,311920,47-3013
2025,325311,49-2097
2021,325311,51-9196
2027,325315,11-3071
2021,424410,27-4031
2028,493120,29-1071
2023,115114,19-4071
2020,311351,51-6093
2022,311941,49-9081
2020,321113,43-5011
2026,321113,17-3028
2024,325320,27-2023
2024,424910,19-2011
2027,113210,43-2099
2021,113310,29-9093
2026,311421,49-9043
2021,311710,43-4111
2023,311824,33-9011
2019,311830,43-9071
2028,311999,15-1254
2027,322110,19-2031
2024,424420,53-2022
2024,115115,35-3031
2025,311421,39-2021
2024,311520,39-3012
2024,311612,29-2056
2026,311821,29-1171
2021,312130,35-2012
2027,321113,23-2099
2022,325312,27-2041
2024,424590,11-9071
2025,311930,43-4071
2019,311941,39-5091
2027,311991,47-5013
2026,325413,49-9052
2023,424440,33-3011
2027,424820,51-4061
2025,114111,51-4033
