display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,posting_hourly_wage
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2023,000000,,0,0,25.433318681318497
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,28.025007913894683
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,26.958066239312664
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2023,000000,,0,0,23.977389565881623
0,0,Total Advanced and Traded Industries,,,00,000,18020,Columbus MSA,2023,000000,,0,0,26.566649797566253
0,0,Total Advanced and Traded Industries,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,22.853782051283947
0,0,Total Advanced and Traded Industries,,,00,000,21780,Evansville MSA,2023,000000,,0,0,25.939853378661535
0,0,Total Advanced and Traded Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,24.06377734849938
0,0,Total Advanced and Traded Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,25.43556640923446
0,0,Total Advanced and Traded Industries,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,26.110045963652876
0,0,Total Advanced and Traded Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,29.75320903689606
0,0,Total Advanced and Traded Industries,,,00,000,31140,Louisville/Jefferson County MSA,2023,000000,,0,0,24.10923485674199
0,0,Total Advanced and Traded Industries,,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,23.790790459536357
0,0,Total Advanced and Traded Industries,,,00,000,34620,Muncie MSA,2023,000000,,0,0,26.454355483624454
0,0,Total Advanced and Traded Industries,,,00,000,43780,South Bend-Mishawaka MSA,2023,000000,,0,0,25.379296953044932
0,0,Total Advanced and Traded Industries,,,00,000,45460,Terre Haute MSA,2023,000000,,0,0,27.768967975885374
0,0,Total Advanced and Traded Industries,,,18,000,00000,Indiana,2023,000000,,0,0,23.760025887574987
1,1,Manufacturing,,,0,000,00000,United States,2023,000000,,1,1,24.599506615833235
1,1,Manufacturing,,,00,000,14020,Bloomington MSA,2023,000000,,1,1,28.736152202496584
1,1,Manufacturing,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,1,1,26.332678167416777
1,1,Manufacturing,,,00,000,17140,Cincinnati MSA,2023,000000,,1,1,23.9839023668683
1,1,Manufacturing,,,00,000,18020,Columbus MSA,2023,000000,,1,1,25.033457167826132
1,1,Manufacturing,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,1,1,22.17367975289224
1,1,Manufacturing,,,00,000,21780,Evansville MSA,2023,000000,,1,1,24.973163696057476
1,1,Manufacturing,,,00,000,23060,Fort Wayne MSA,2023,000000,,1,1,23.454902789519505
