sector_id,sector_name,statefips,countyfips,year,own,disc,naics,repunits,empl,wages
3,524 - Insurance,33,000,2019,0,0,524292,58.0,1264.0,82940329.0
3,524 - Insurance,10,000,2024,0,0,524113,30.0,290.75,33654165.0
3,525 - Funds and Trusts,51,000,2024,0,0,525110,21.0,166.66,21733029.0
3,524 - Insurance,20,000,2020,0,0,524298,124.0,1378.08,112450355.0
3,524 - Insurance,19,000,2023,0,0,524127,7.0,13.33,942216.0
3,524 - Insurance,10,000,2022,0,1,524128,9.0,23.66,3678203.0
2,522 - Credit Intermediation,48,000,2019,0,0,522220,407.0,19300.58,1981958178.0
3,524 - Insurance,19,000,2019,0,0,524291,172.0,830.0,62678802.0
3,525 - Funds and Trusts,20,000,2023,0,1,525990,6.0,0.0,0.0
3,525 - Funds and Trusts,36,000,2020,0,0,525920,150.0,199.83,37728336.0
3,523 - Securities and Investments,46,000,2024,0,0,523999,11.0,16.41,1728222.0
3,524 - Insurance,18,000,2024,0,0,524114,186.0,7911.08,863841551.0
3,524 - Insurance,25,000,2023,0,0,524130,32.0,314.41,91742050.0
3,525 - Funds and Trusts,17,000,2018,0,0,525120,14.0,138.66,6225165.0
2,522 - Credit Intermediation,10,000,2023,0,0,522180,73.0,1205.75,142854323.0
3,525 - Funds and Trusts,28,000,2022,0,0,525920,67.0,112.16,3623193.0
2,522 - Credit Intermediation,45,000,2019,0,0,522110,1112.0,17104.0,1140774296.0
2,522 - Credit Intermediation,21,000,2021,0,1,522291,345.0,0.0,0.0
2,522 - Credit Intermediation,24,000,2022,0,0,522390,165.0,884.5,58283086.0
2,522 - Credit Intermediation,37,000,2022,0,0,522291,436.0,3333.58,346454367.0
1,521 - Central Bank,42,000,2022,0,1,521110,19.0,0.0,0.0
3,523 - Securities and Investments,08,000,2022,0,0,523940,2590.0,14078.25,2500209811.0
3,525 - Funds and Trusts,06,000,2022,0,0,525920,164.0,436.66,71771279.0
3,523 - Securities and Investments,27,000,2022,0,0,523999,310.0,788.83,122106393.0
3,523 - Securities and Investments,33,000,2021,0,1,523999,22.0,0.0,0.0
3,524 - Insurance,35,000,2023,0,0,524126,70.0,664.75,49339846.0
2,522 - Credit Intermediation,38,000,2020,0,0,522292,40.0,122.0,16784901.0
3,524 - Insurance,39,000,2023,0,0,524114,285.0,17466.16,1617362092.0
2,522 - Credit Intermediation,04,000,2022,0,0,522110,1108.0,41579.83,3832313807.0
3,524 - Insurance,10,000,2020,0,1,524128,8.0,25.75,3448911.0
3,524 - Insurance,01,000,2019,0,0,524298,107.0,741.16,49974947.0
3,524 - Insurance,39,000,2022,0,0,524128,69.0,515.5,47873917.0
3,523 - Securities and Investments,37,000,2023,0,0,523910,179.0,191.33,39336907.0
3,524 - Insurance,27,000,2018,0,0,524130,33.0,481.5,79886040.0
3,524 - Insurance,27,000,2022,0,0,524127,39.0,907.41,91186559.0
3,523 - Securities and Investments,10,000,2023,0,0,523999,16.0,11.58,3612047.0
3,524 - Insurance,06,000,2024,0,0,524113,667.0,8029.0,967420749.0
3,523 - Securities and Investments,22,000,2022,0,0,523150,510.0,1953.75,385968199.0
3,523 - Securities and Investments,29,000,2020,0,0,523991,45.0,519.75,58063768.0
3,524 - Insurance,44,000,2023,0,0,524128,13.0,15.58,2554515.0
2,522 - Credit Intermediation,23,000,2020,0,1,522220,18.0,0.0,0.0
3,524 - Insurance,37,000,2023,0,0,524127,167.0,1981.0,252797928.0
3,523 - Securities and Investments,72,000,2020,0,0,523910,5.0,15.0,926815.0
3,525 - Funds and Trusts,44,000,2021,0,0,525190,4.0,5.0,1160901.0
2,522 - Credit Intermediation,78,000,2022,0,0,522292,7.0,11.75,1769088.0
3,524 - Insurance,37,000,2024,0,0,524113,128.0,6937.5,855139736.0
2,522 - Credit Intermediation,04,000,2024,0,0,522390,178.0,8882.83,1180399590.0
3,523 - Securities and Investments,51,000,2023,0,0,523160,47.0,110.83,22672781.0
3,524 - Insurance,31,000,2024,0,0,524127,32.0,168.58,15483403.0
3,523 - Securities and Investments,54,000,2024,0,1,523210,2.0,0.0,0.0
1,521 - Central Bank,06,000,2024,0,1,521110,34.0,0.0,389902.0
3,524 - Insurance,53,000,2020,0,0,524210,2708.0,15253.58,1362515935.0
3,524 - Insurance,56,000,2020,0,1,524127,39.0,0.0,0.0
3,524 - Insurance,33,000,2022,0,0,524113,16.0,1060.0,106379750.0
3,524 - Insurance,53,000,2019,0,0,524127,175.0,2645.91,226589688.0
3,523 - Securities and Investments,0 ,000,2018,0,1,523910,6386.0,28652.75,5927901264.0
3,524 - Insurance,33,000,2024,0,0,524298,101.0,299.41,43502344.0
3,525 - Funds and Trusts,12,000,2021,0,1,525120,41.0,234.75,22751446.0
3,524 - Insurance,46,000,2024,0,0,524113,12.0,761.66,65887371.0
3,525 - Funds and Trusts,12,000,2018,0,0,525190,35.0,167.91,11173328.0
3,524 - Insurance,46,000,2024,0,1,524130,2.0,0.0,0.0
2,522 - Credit Intermediation,51,000,2018,0,0,522320,141.0,1620.83,223835503.0
2,522 - Credit Intermediation,10,000,2024,0,0,522130,51.0,420.08,23940845.0
3,525 - Funds and Trusts,38,000,2020,0,1,525120,2.0,0.0,0.0
1,521 - Central Bank,12,000,2022,0,0,521110,58.0,570.16,72942349.0
3,523 - Securities and Investments,42,000,2023,0,0,523150,1366.0,10374.58,2732547092.0
2,522 - Credit Intermediation,45,000,2020,0,0,522310,176.0,1439.75,169822381.0
3,525 - Funds and Trusts,21,000,2019,0,1,525110,16.0,0.0,0.0
3,523 - Securities and Investments,42,000,2023,0,0,523210,29.0,278.41,63476512.0
3,525 - Funds and Trusts,38,000,2023,0,1,525110,2.0,0.0,0.0
2,522 - Credit Intermediation,48,000,2021,0,0,522110,6364.0,130590.83,12151174963.0
3,524 - Insurance,28,000,2020,0,0,524126,84.0,1007.83,82966861.0
3,525 - Funds and Trusts,37,000,2024,0,0,525190,6.0,3.91,501776.0
3,524 - Insurance,19,000,2023,0,0,524210,2307.0,12635.75,1056132440.0
3,524 - Insurance,20,000,2020,0,0,524114,41.0,2642.66,222227755.0
3,524 - Insurance,38,000,2024,0,0,524210,722.0,2496.75,210347552.0
3,525 - Funds and Trusts,44,000,2018,0,1,525920,9.0,0.0,0.0
3,525 - Funds and Trusts,35,000,2022,0,0,525120,11.0,31.75,2703549.0
3,523 - Securities and Investments,55,000,2019,0,0,523991,36.0,1434.0,119120205.0
3,525 - Funds and Trusts,16,000,2023,0,0,525990,79.0,69.41,24180640.0
2,522 - Credit Intermediation,31,000,2024,0,0,522110,979.0,12463.41,937525620.0
3,524 - Insurance,18,000,2022,0,0,524130,23.0,244.25,32152060.0
2,522 - Credit Intermediation,17,000,2022,0,0,522210,32.0,3247.91,524008708.0
1,521 - Central Bank,48,000,2024,0,0,521110,19.0,1647.08,231913003.0
3,524 - Insurance,41,000,2018,0,0,524113,27.0,189.0,23714243.0
3,524 - Insurance,41,000,2018,0,1,524114,50.0,5900.83,560528832.0
3,524 - Insurance,48,000,2020,0,1,524298,395.0,6166.5,564451979.0
2,522 - Credit Intermediation,47,000,2020,0,0,522110,2081.0,25313.0,2225269717.0
2,522 - Credit Intermediation,47,000,2021,0,0,522292,464.0,6008.25,811954689.0
1,521 - Central Bank,21,000,2021,0,0,521110,9.0,21.0,2892018.0
2,522 - Credit Intermediation,19,000,2020,0,0,522320,69.0,1508.83,130786819.0
2,522 - Credit Intermediation,19,000,2021,0,0,522292,151.0,3358.41,420614865.0
3,524 - Insurance,32,000,2023,0,0,524210,1407.0,7841.66,644803987.0
3,525 - Funds and Trusts,47,000,2023,0,0,525110,25.0,163.08,14628562.0
3,525 - Funds and Trusts,50,000,2019,0,1,525920,9.0,0.0,0.0
2,522 - Credit Intermediation,51,000,2022,0,0,522320,204.0,2050.0,301946219.0
3,523 - Securities and Investments,26,000,2020,0,0,523910,68.0,810.33,94858489.0
2,522 - Credit Intermediation,27,000,2019,0,0,522310,160.0,996.25,137177566.0
