cicp_initiative,geo_area,statefips,countyfips,metrofips,year,jobs,STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2021,485.3064378513009,Non-STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2023,328425.1626471654,Non-STEM
BioCrossroads,Muncie MSA,00,000,34620,2019,66.42429337596765,STEM
Conexus,Cincinnati MSA,00,000,17140,2019,209952.95608585476,Non-STEM
BioCrossroads,Terre Haute MSA,00,000,45460,2019,618.1399390152234,Non-STEM
BioCrossroads,Indiana,18,000,00000,2023,15830.46154336614,STEM
AgriNovus,Evansville MSA,00,000,21780,2027,30.1526187622351,STEM
AgriNovus,Kokomo MSA,00,000,29020,2026,0.0598772074886,STEM
AgriNovus,Muncie MSA,00,000,34620,2021,124.57061264340504,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2019,6.01135756540627,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2020,833457.14247057,Non-STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2024,147.8218939087074,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2020,318.20790016938537,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2025,80.07467993305939,STEM
TechPoint,Bloomington MSA,00,000,14020,2026,556.1231707951509,Non-STEM
TechPoint,United States,0,000,00000,2026,2950116.81163206,STEM
TechPoint,Evansville MSA,00,000,21780,2025,802.4393633990359,STEM
Advanced and Traded Industries,Louisville/Jefferson County MSA,00,000,31140,2022,232894.83138818707,Non-STEM
Finance,Kokomo MSA,00,000,29020,2026,796.7537796317895,Non-STEM
Finance,Muncie MSA,00,000,34620,2028,128.2444205600496,STEM
Advanced and Traded Industries,Lafayette-West Lafayette MSA,00,000,29200,2026,3830.069342028494,STEM
TechPoint,Fort Wayne MSA,00,000,23060,2026,2109.7126943132102,STEM
Advanced and Traded Industries,United States,0,000,00000,2022,6659655.534977653,STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2025,62866.46710551066,Non-STEM
Conexus,United States,0,000,00000,2022,2241695.5098962258,STEM
TechPoint,United States,0,000,00000,2019,2652559.8762143427,STEM
Finance,United States,0,000,00000,2025,6179687.068218352,Non-STEM
Health,United States,0,000,00000,2022,179871.70953687446,STEM
Advanced and Traded Industries,Indiana,18,000,00000,2019,942057.0661318235,Non-STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2021,3161.040730373746,STEM
Advanced and Traded Industries,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2024,45988.5195598827,STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2025,7698.621552093421,STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2026,21945.837639198162,STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2025,248.04228499462525,Non-STEM
Conexus,Bloomington MSA,00,000,14020,2026,11981.597145184453,Non-STEM
Conexus,Fort Wayne MSA,00,000,23060,2027,4359.895435402907,STEM
BioCrossroads,Kokomo MSA,00,000,29020,2025,45.09748868328632,STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2020,2.11645427110424,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2023,641.3437844431165,Non-STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2019,68439.1559047485,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2027,2102.1662551569066,STEM
Conexus,Evansville MSA,00,000,21780,2019,28040.028688596994,Non-STEM
BioCrossroads,Indiana,18,000,00000,2026,59604.32305013964,Non-STEM
Finance,Fort Wayne MSA,00,000,23060,2022,9175.958600078728,Non-STEM
Advanced and Traded Industries,Evansville MSA,00,000,21780,2024,36431.328647840455,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2020,221.00374117906804,STEM
TechPoint,Muncie MSA,00,000,34620,2021,485.0659149713036,Non-STEM
Health,Indiana,18,000,00000,2025,369190.6948112312,Non-STEM
Health,Kokomo MSA,00,000,29020,2026,4176.72965476994,Non-STEM
AgriNovus,United States,0,000,00000,2026,26897.2251433744,STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2022,708.0345474133325,Non-STEM
Health,Columbus MSA,00,000,18020,2026,5.633042968502684,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2022,5080.973756270428,STEM
TechPoint,United States,0,000,00000,2024,2778695.588165535,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2027,13.75721217239397,STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2023,4643.762907734707,STEM
Health,Chicago-Naperville-Elgin MSA,00,000,16980,2023,451550.1030108434,Non-STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,137964.1068757011,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2021,1112.7100250120852,STEM
Finance,Bloomington MSA,00,000,14020,2025,1510.3866151944335,Non-STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2023,169.33070800936895,STEM
TechPoint,Elkhart-Goshen MSA,00,000,21140,2025,722.5960585384445,Non-STEM
TechPoint,Bloomington MSA,00,000,14020,2028,520.934672148602,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2021,784.1590873682162,STEM
Health,Terre Haute MSA,00,000,45460,2024,63.5276513588952,STEM
Health,Chicago-Naperville-Elgin MSA,00,000,16980,2020,5080.520433380161,STEM
TechPoint,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,17933.757845851575,Non-STEM
Advanced and Traded Industries,Louisville/Jefferson County MSA,00,000,31140,2023,232953.60042130807,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2024,4741.468530473425,STEM
Advanced and Traded Industries,Indiana,18,000,00000,2028,124527.12518576963,STEM
Advanced and Traded Industries,Indiana,18,000,00000,2023,112926.78649824625,STEM
Health,United States,0,000,00000,2021,171333.45651197803,STEM
BioCrossroads,Indiana,18,000,00000,2024,57721.05839856708,Non-STEM
BioCrossroads,Kokomo MSA,00,000,29020,2021,73.1167540828376,STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,7230.74388313915,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2026,2054.886056569688,STEM
Conexus,Terre Haute MSA,00,000,45460,2021,691.7518921693833,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2025,10985.235790170967,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2023,11053.083844713701,Non-STEM
BioCrossroads,Indiana,18,000,00000,2027,60227.64520511049,Non-STEM
AgriNovus,Indiana,18,000,00000,2021,552.1376981534303,STEM
Finance,Chicago-Naperville-Elgin MSA,00,000,16980,2021,19388.197671446058,STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2020,7159.678957934337,STEM
BioCrossroads,Evansville MSA,00,000,21780,2027,1342.1844309350106,Non-STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2024,1624.0626847369754,STEM
Finance,Indiana,18,000,00000,2028,106826.32453338319,Non-STEM
Finance,Columbus MSA,00,000,18020,2025,1032.7111464958618,Non-STEM
Advanced and Traded Industries,Kokomo MSA,00,000,29020,2024,764.3270169069707,STEM
AgriNovus,United States,0,000,00000,2027,496476.7620519352,Non-STEM
Finance,Kokomo MSA,00,000,29020,2025,52.34392355360804,STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2025,1418.2337570393279,Non-STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2023,6729.289377034484,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2024,15355.998071345362,Non-STEM
Health,Indiana,18,000,00000,2021,3438.8770589087508,STEM
Health,Michigan City-La Porte MSA,00,000,33140,2022,4336.081063203698,Non-STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2023,50964.25419877064,STEM
AgriNovus,Bloomington MSA,00,000,14020,2028,156.74530202202902,Non-STEM
Conexus,Cincinnati MSA,00,000,17140,2026,226139.3248191668,Non-STEM
Finance,Bloomington MSA,00,000,14020,2021,1656.4514237994888,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2019,613.1099804791203,Non-STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2026,11624.368965589456,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2022,6313.042551110215,Non-STEM
Finance,Terre Haute MSA,00,000,45460,2019,99.11476192317097,STEM
TechPoint,Michigan City-La Porte MSA,00,000,33140,2025,304.6009786962398,Non-STEM
BioCrossroads,Kokomo MSA,00,000,29020,2022,152.367182869386,Non-STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2027,3942.3531318028286,Non-STEM
Health,Muncie MSA,00,000,34620,2022,7394.030701368192,Non-STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,26789.336963030804,Non-STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2028,7971.14279685666,STEM
Advanced and Traded Industries,Kokomo MSA,00,000,29020,2025,752.5870244550928,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2024,356.31970052205975,Non-STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,139906.21425639113,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2022,736.6996506319779,Non-STEM
TechPoint,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,15334.67627677794,STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2021,593.356572360213,Non-STEM
Finance,United States,0,000,00000,2024,6100615.843650725,Non-STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2026,3143.8431199181714,STEM
Advanced and Traded Industries,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,43792.82790527864,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2020,5580.78467908009,Non-STEM
Advanced and Traded Industries,Lafayette-West Lafayette MSA,00,000,29200,2027,3907.514968582905,STEM
BioCrossroads,Indiana,18,000,00000,2022,57764.12191198963,Non-STEM
BioX,United States,0,000,00000,2022,1824596.4035090224,Non-STEM
Conexus,Kokomo MSA,00,000,29020,2026,9772.856156729787,Non-STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2021,10915.618219030117,Non-STEM
BioCrossroads,Terre Haute MSA,00,000,45460,2022,522.543417466189,Non-STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2024,7746.444385123725,STEM
Conexus,United States,0,000,00000,2022,24702731.08934616,Non-STEM
Conexus,Bloomington MSA,00,000,14020,2023,2205.1470571977966,STEM
TechPoint,Muncie MSA,00,000,34620,2025,463.99447675934994,Non-STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,4427.846727348193,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2019,4065.7063577646923,Non-STEM
BioCrossroads,Terre Haute MSA,00,000,45460,2026,430.22840734028284,Non-STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,1592.6696169050367,STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2025,1749.887737841216,Non-STEM
TechPoint,Chicago-Naperville-Elgin MSA,00,000,16980,2025,57765.110262678165,STEM
Finance,Cincinnati MSA,00,000,17140,2028,5342.011466223665,STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2022,1949.287418398225,STEM
Advanced and Traded Industries,United States,0,000,00000,2021,6287853.20895266,STEM
BioCrossroads,Columbus MSA,00,000,18020,2021,346.93352393510423,Non-STEM
Conexus,Bloomington MSA,00,000,14020,2022,2413.7441388138154,STEM
Conexus,Kokomo MSA,00,000,29020,2020,11675.17994901408,Non-STEM
TechPoint,Evansville MSA,00,000,21780,2023,680.1008865207694,STEM
Health,Bloomington MSA,00,000,14020,2025,100.28323718517694,STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2019,315546.8742044266,Non-STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2021,21.80890427914233,STEM
Advanced and Traded Industries,United States,0,000,00000,2028,38686496.175613925,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2027,0.585405412277,STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2022,68707.34675816585,Non-STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2028,3111.654876303681,STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2019,326.64942092878914,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2022,11.2274046345176,STEM
Finance,Terre Haute MSA,00,000,45460,2019,1690.0609428963207,Non-STEM
Health,Cincinnati MSA,00,000,17140,2026,2080.933625983461,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2020,1113.0128887233852,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,122.5849137270062,STEM
Health,Fort Wayne MSA,00,000,23060,2021,30818.690226102874,Non-STEM
Advanced and Traded Industries,Kokomo MSA,00,000,29020,2024,11361.61813172727,Non-STEM
BioCrossroads,Muncie MSA,00,000,34620,2025,115.99336377842288,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2025,5.508145171808201,STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,45413.63411065576,Non-STEM
Finance,Evansville MSA,00,000,21780,2024,232.22862208283692,STEM
TechPoint,Evansville MSA,00,000,21780,2026,1727.2623124874249,Non-STEM
Health,Louisville/Jefferson County MSA,00,000,31140,2024,1004.533802853065,STEM
Advanced and Traded Industries,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,308462.9773996667,Non-STEM
Health,Evansville MSA,00,000,21780,2024,151.89260870169912,STEM
Finance,Indiana,18,000,00000,2024,9190.327288935296,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2020,3950.3827779605085,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2020,0.0,STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2023,24431.179069547656,Non-STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2025,178869.9397777713,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2024,63.35589491324407,Non-STEM
Conexus,Bloomington MSA,00,000,14020,2019,1950.5479465256203,STEM
Conexus,Columbus MSA,00,000,18020,2023,18331.910702009696,Non-STEM
Conexus,Columbus MSA,00,000,18020,2019,18715.06931085038,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2027,493.54536739914516,Non-STEM
TechPoint,Michigan City-La Porte MSA,00,000,33140,2020,349.10020261796814,Non-STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2020,553.3501275539345,Non-STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,4429.468304430107,STEM
Health,Louisville/Jefferson County MSA,00,000,31140,2019,70095.85462073542,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2020,4308.8427323981605,Non-STEM
Health,Chicago-Naperville-Elgin MSA,00,000,16980,2027,6746.8912388798035,STEM
TechPoint,Terre Haute MSA,00,000,45460,2025,179.3774735617917,STEM
BioX,United States,0,000,00000,2023,944846.960081888,STEM
Finance,Fort Wayne MSA,00,000,23060,2021,826.1201332798227,STEM
Finance,Cincinnati MSA,00,000,17140,2019,5311.382438780768,STEM
Health,Evansville MSA,00,000,21780,2028,149.56444094050713,STEM
Health,Fort Wayne MSA,00,000,23060,2028,35852.076037388615,Non-STEM
Finance,Columbus MSA,00,000,18020,2025,90.8225960738808,STEM
Health,Fort Wayne MSA,00,000,23060,2027,476.28119392643634,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2023,5352.507078793917,STEM
TechPoint,Kokomo MSA,00,000,29020,2028,177.38155367456807,Non-STEM
TechPoint,Fort Wayne MSA,00,000,23060,2027,2125.50497064787,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2022,332.4234411266474,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2025,1433.7541259644008,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2027,4466.443198170793,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2024,487.3157682240789,Non-STEM
Finance,Terre Haute MSA,00,000,45460,2020,86.75013605017936,STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2027,1748.013671183727,Non-STEM
Health,Lafayette-West Lafayette MSA,00,000,29200,2021,133.8559190947171,STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2024,68883.87819127586,Non-STEM
Finance,Kokomo MSA,00,000,29020,2024,814.085451857163,Non-STEM
Finance,Evansville MSA,00,000,21780,2019,149.34545378949073,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2026,353.8508338105727,Non-STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2026,235.45642909988769,STEM
Advanced and Traded Industries,Indiana,18,000,00000,2021,102749.38558751428,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2026,7163.937224593345,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2022,146.42318327005373,Non-STEM
Conexus,Kokomo MSA,00,000,29020,2019,982.2082537369779,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2028,3930.206462710419,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2023,153.7509580750616,Non-STEM
TechPoint,Kokomo MSA,00,000,29020,2025,175.55749053170476,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2024,122.141300318622,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2023,103.10976644066444,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2023,0.118657204151,STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2020,1589.9112248945562,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,3376.9475619498576,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2026,829.9488595645892,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2021,34798227.785651,Non-STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2021,320921.2996085723,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2028,22043.30736083666,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2019,1177.727284729537,STEM
AgriNovus,Columbus MSA,00,000,18020,2026,46.41995763133813,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2026,1476.5521332266312,Non-STEM
Conexus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2025,234763.6540281922,Non-STEM
BioCrossroads,Kokomo MSA,00,000,29020,2028,38.00835396478606,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2021,10.792206405546,STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2020,1864.2404163702304,STEM
TechPoint,Elkhart-Goshen MSA,00,000,21140,2022,362.7110174249899,STEM
TechPoint,Columbus MSA,00,000,18020,2028,281.286246688258,Non-STEM
AgriNovus,Indiana,18,000,00000,2020,13075.22031622107,Non-STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2019,14884.090189972443,Non-STEM
TechPoint,Muncie MSA,00,000,34620,2025,478.4938739402699,STEM
TechPoint,Kokomo MSA,00,000,29020,2027,110.74763559735334,STEM
Finance,Lafayette-West Lafayette MSA,00,000,29200,2026,1891.712985310762,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2026,0.9095621221258631,STEM
Finance,United States,0,000,00000,2023,6133861.552044444,Non-STEM
Health,Fort Wayne MSA,00,000,23060,2021,376.31692249898913,STEM
Finance,Columbus MSA,00,000,18020,2022,57.34303544738842,STEM
AgriNovus,Columbus MSA,00,000,18020,2023,41.936005262948626,Non-STEM
Health,Louisville/Jefferson County MSA,00,000,31140,2024,79752.48623473493,Non-STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2022,33185.43681849549,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2021,19378.249065007352,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2021,43.29579780385508,STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,4471.797236862421,STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2026,34.90107256869048,STEM
Conexus,United States,0,000,00000,2027,25746661.08234966,Non-STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2019,1806.7136708275327,Non-STEM
AgriNovus,Muncie MSA,00,000,34620,2028,149.03732162840032,Non-STEM
Finance,Indiana,18,000,00000,2020,7569.250558521013,STEM
Health,Michigan City-La Porte MSA,00,000,33140,2023,30.029563087940303,STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2026,8218.652085754211,STEM
TechPoint,Kokomo MSA,00,000,29020,2021,80.79885723799009,STEM
Finance,Columbus MSA,00,000,18020,2020,69.31653075143058,STEM
Advanced and Traded Industries,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2020,277186.25572601554,Non-STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,23179.371625923337,Non-STEM
Conexus,Bloomington MSA,00,000,14020,2026,2178.6860986359516,STEM
Conexus,Evansville MSA,00,000,21780,2024,28310.914870511002,Non-STEM
TechPoint,Indiana,18,000,00000,2025,31854.824645846187,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2022,239.94161860029303,STEM
Health,Muncie MSA,00,000,34620,2022,52.25114627501558,STEM
AgriNovus,United States,0,000,00000,2028,27353.03142111133,STEM
TechPoint,Evansville MSA,00,000,21780,2028,843.4421504898747,STEM
TechPoint,Columbus MSA,00,000,18020,2019,494.66495113697584,STEM
Finance,Chicago-Naperville-Elgin MSA,00,000,16980,2022,19439.381493068333,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2026,3650.131731454346,STEM
AgriNovus,United States,0,000,00000,2026,493855.15144989133,Non-STEM
Conexus,United States,0,000,00000,2026,25514160.701073743,Non-STEM
Conexus,United States,0,000,00000,2028,25922489.91246746,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2023,258.1984713789351,STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2025,10913.456485477476,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2024,13.4534917018723,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2025,66447.74257024605,STEM
Finance,Indiana,18,000,00000,2026,105844.75627143947,Non-STEM
Finance,Indiana,18,000,00000,2023,8430.66639049291,STEM
Health,Cincinnati MSA,00,000,17140,2023,126668.7737820406,Non-STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2027,1426.3695969410373,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2025,1998.1123343994277,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2026,5.6698840878536005,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2023,15.868117707444798,STEM
Conexus,Indiana,18,000,00000,2019,776991.4545416471,Non-STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2024,230.3084179679147,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2025,3940.1328163603894,STEM
AgriNovus,Bloomington MSA,00,000,14020,2025,133.452164430115,Non-STEM
Finance,Cincinnati MSA,00,000,17140,2022,5074.504795920502,STEM
AgriNovus,Indiana,18,000,00000,2023,13804.905517932137,Non-STEM
Health,Indiana,18,000,00000,2027,4117.547859665893,STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2022,64.08760480466572,STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2022,24.023274833747468,STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2020,8973.108729142217,STEM
BioCrossroads,Terre Haute MSA,00,000,45460,2020,89.65176483385085,STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2021,23262.304974932238,Non-STEM
TechPoint,Indiana,18,000,00000,2020,28490.510589174108,STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2028,1651.9601804979566,STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2019,24.964716958720892,STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2023,1916.307170828373,STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2021,2.60366223717707,STEM
Conexus,Kokomo MSA,00,000,29020,2028,565.4362230593647,STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2019,136.01564052366084,STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2027,574.7309068328049,Non-STEM
Finance,Indiana,18,000,00000,2027,106370.82790483753,Non-STEM
AgriNovus,Lafayette-West Lafayette MSA,00,000,29200,2019,437.07906002929957,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2026,488.3346926136545,Non-STEM
AgriNovus,United States,0,000,00000,2027,27160.145126032876,STEM
AgriNovus,Cincinnati MSA,00,000,17140,2024,122.36973719388234,STEM
Finance,Indiana,18,000,00000,2019,99502.9355594129,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2024,6874.321340300953,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2024,4469.124932203009,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2027,1111.8721321352411,STEM
Health,Bloomington MSA,00,000,14020,2021,7678.253629565243,Non-STEM
Health,Columbus MSA,00,000,18020,2022,1.334755300758016,STEM
BioCrossroads,Fort Wayne MSA,00,000,23060,2026,2034.2621239168936,Non-STEM
TechPoint,Columbus MSA,00,000,18020,2019,316.1834302814391,Non-STEM
Health,Fort Wayne MSA,00,000,23060,2019,30175.600166564585,Non-STEM
BioCrossroads,Louisville/Jefferson County MSA,00,000,31140,2022,1472.1171855939695,STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2023,11402.786825776067,Non-STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2019,462.04848411553786,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2020,1850.1654841215127,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2025,6727.224522578939,Non-STEM
Conexus,Cincinnati MSA,00,000,17140,2023,222719.1412209924,Non-STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2028,8528.380086770776,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2023,31971.258659772757,Non-STEM
Finance,Muncie MSA,00,000,34620,2026,123.91193573325353,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2024,26.2969636005358,STEM
Conexus,Cincinnati MSA,00,000,17140,2022,220457.2318168793,Non-STEM
TechPoint,Cincinnati MSA,00,000,17140,2026,14927.737379745426,Non-STEM
Advanced and Traded Industries,Lafayette-West Lafayette MSA,00,000,29200,2020,3120.5529454816615,STEM
Health,Columbus MSA,00,000,18020,2025,3693.566945855172,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2021,4576.695279487956,STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2022,1472.4833551557024,Non-STEM
TechPoint,United States,0,000,00000,2020,2948107.180451999,Non-STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2023,692.409673261197,STEM
Finance,Bloomington MSA,00,000,14020,2026,1506.933915044316,Non-STEM
Finance,Fort Wayne MSA,00,000,23060,2022,826.6265896412536,STEM
Finance,Chicago-Naperville-Elgin MSA,00,000,16980,2021,215533.92562211328,Non-STEM
TechPoint,Evansville MSA,00,000,21780,2020,1427.0359021085724,Non-STEM
Health,Lafayette-West Lafayette MSA,00,000,29200,2027,10488.849162288965,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2028,840.6307561797112,Non-STEM
Health,Evansville MSA,00,000,21780,2019,186.92191538851029,STEM
