display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,asian,black,hawaiian,hispanic,white,aian,diversity,two_or_more
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2023,000000,,0,0,2583.487492949134,7907.396176593592,105.40375946999801,21555.163293010162,100809.77245587867,311.934696576569,101.26667187071065,2125.1002915981635
0,0,Total - All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2023,000000,,0,0,41084.45810480428,159451.92799711737,1087.6465124762765,78633.50149015266,823411.2939907372,2150.280623169325,183.38532493450003,22705.051905410957
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2022,000000,,0,0,17100.36324246616,93189.29282414321,531.164491064733,35895.00121186889,535315.9770950556,1334.293707715471,155.44245607655486,13084.653677211572
0,0,Total - All Industries,,,00,000,34620,Muncie MSA,2020,000000,,0,0,1151.193548935765,3371.5606177385444,14.745983372453003,1746.4538045818101,39172.23991566939,52.067834871226985,36.104644005671226,816.1204563555192
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,330048.59090470464,642511.2187650342,3936.297433095287,869252.9596428827,2633935.4198048254,6746.247559218684,363.4886753720484,68717.27417919475
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2024,000000,,0,0,344562.891768861,658756.4296245895,4770.668189126643,924304.8448260642,2631631.8430767697,7597.654015148238,371.933997161884,73819.12155084811
0,0,Total - All Industries,,,18,000,00000,Indiana,2020,000000,,0,0,75661.02156237004,297182.5107442985,1440.9974374060068,197592.62088545368,2450873.9397413605,5238.720456216455,149.7338398086978,46732.22183735855
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2022,000000,,0,0,709.1512181592722,4270.684948383896,11.474361948710001,3136.8020753195938,32381.5967751337,77.335971082748,62.90266803507691,751.4227973575787
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,2798.5612909856377,3880.5961046837265,23.877836707702997,3108.117207139227,61812.76704322349,118.666339040535,34.64063737307641,1437.5679795533783
0,0,Total - All Industries,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,29682.780904692725,124013.65940322935,720.5903466405347,38383.29119670896,841439.7853480056,1477.6311396031879,127.89217364455821,18607.740749756656
0,0,Total - All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2020,000000,,0,0,3395.003002742036,6449.378289379933,29.353990555981,7685.7832361172495,80974.55190259212,131.812872153855,57.49877750995132,1688.6202373494139
0,0,Total - All Industries,,,0,000,00000,United States,2021,000000,,0,0,9678395.359586228,19160589.69985927,297428.12143199705,24868153.231756374,93639238.26721151,781338.4018642072,324.25240791427746,3276984.005669152
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,3478.2561525288183,3731.576940310156,30.383669253016,3196.929455105521,62693.201654926044,131.955834032078,37.62835060894859,1864.548291460615
0,0,Total - All Industries,,,18,000,00000,Indiana,2021,000000,,0,0,86536.3979266065,296346.15633540094,1677.1163483966884,218296.0697775575,2496838.668963158,5861.755840485179,154.91624795194465,55783.884745661875
0,0,Total - All Industries,,,0,000,00000,United States,2022,000000,,0,0,10320941.070136901,20317327.6727108,314857.58119440125,26554647.212130886,96309309.91976327,827038.4647770751,332.96396256868275,3513007.680165098
0,0,Total - All Industries,,,00,000,18020,Columbus MSA,2020,000000,,0,0,2839.6199833339297,2930.4267011749607,22.970395599507004,3561.733659022252,39196.340497861725,71.18968860106901,40.122465777304804,589.1168938113653
0,0,Total - All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2023,000000,,0,0,4008.8635461104536,8657.076281672045,84.35061251524898,9841.494875675005,86305.641852458,185.18026762414297,76.53339785455118,2162.189962119801
0,0,Total - All Industries,,,00,000,21780,Evansville MSA,2023,000000,,0,0,2704.9528891041195,10858.654168382145,153.71037850240302,5697.813063961017,116977.30373640393,213.43581135272896,62.51386504211262,2610.7840783393644
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,7309.903982427738,21640.124380200516,170.96914683196198,15823.755764395733,183119.63869417517,539.9635113081599,112.27919458921117,4773.05249760827
0,0,Total - All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2022,000000,,0,0,37899.15780865291,156968.247979354,758.5946649981203,73376.74255772421,811553.9032724814,2211.989240601949,176.70931935230718,20430.5272842243
0,0,Total - All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2021,000000,,0,0,4189.565622213208,6537.226963029153,38.342373766943,8246.841631481475,82092.93212515612,171.23512825137504,63.4836244311324,2190.001804954464
0,0,Total - All Industries,,,00,000,29200,Lafayette-West Lafayette MSA,2024,000000,,0,0,4093.160119968642,8730.676129620024,85.875049039659,10022.216821807026,86134.15459903365,193.528879241318,77.61042457456834,2217.814318752053
0,0,Total - All Industries,,,00,000,34620,Muncie MSA,2022,000000,,0,0,1252.1478930439432,3690.005593061895,18.693685536563002,1891.9643607276391,39301.894321724336,78.42706165195901,43.61290106497193,1008.8804034871738
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2024,000000,,0,0,804.8592846436397,3170.4130211046745,21.141665192732,1822.4979744921034,30752.841076857843,84.51959233121097,41.28387117445706,776.7217343114942
0,0,Total - All Industries,,,00,000,45460,Terre Haute MSA,2022,000000,,0,0,1289.6829342215458,4097.071250681368,23.067791194082005,2384.3891691863446,58238.22090993092,111.934013070806,34.28969525913716,1218.8467324053904
0,0,Total - All Industries,,,0,000,00000,United States,2020,000000,,0,0,9122130.722946063,18697246.749551658,292655.12116247084,23808478.43037103,91600345.36327215,795034.007242462,320.96549802466825,3043322.044601688
0,0,Total - All Industries,,,00,000,18020,Columbus MSA,2023,000000,,0,0,2860.1749853286587,3234.0915196220526,35.595955520284996,5191.710905757229,39978.01072761614,89.89397836525002,49.92759264027064,850.9914605392376
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2021,000000,,0,0,5999.791772265011,19648.88125947607,112.27583245500402,13591.05891696384,178010.5609870215,519.194524733567,101.44192423924315,4196.13092817347
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2023,000000,,0,0,748.3734471169323,4401.102103042028,25.102137482174,3417.4855322060644,32953.1502351958,74.077510863189,66.74224734121252,853.6958969336978
0,0,Total - All Industries,,,00,000,34620,Muncie MSA,2024,000000,,0,0,1286.9683389833037,4065.2715207602055,38.16756710579401,2168.903759724268,39248.429125976676,70.61156802503899,47.6366805771342,1082.0382941778812
0,0,Total - All Industries,,,00,000,45460,Terre Haute MSA,2024,000000,,0,0,1388.375305167497,4188.746860241863,47.916338509337,2655.362691759751,58478.55435299259,103.92118376150299,37.59096809578529,1344.417120833358
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2020,000000,,0,0,728.0848609398812,3116.9306033149187,10.858954450495,1479.7611031973045,31687.642995932787,83.34793452370201,31.977366508636702,626.5458305300211
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2024,000000,,0,0,18704.16974695261,92448.14365172638,717.6143255948073,46270.14902875542,541784.7917856096,1370.6556136994564,161.47588073835732,14373.551111543933
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,309832.1853575156,594774.2642712763,3596.549190290784,789320.3280457617,2569555.7309362306,7911.475342415302,351.92710333646346,60909.298655094666
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,321516.0389040871,594960.8911518962,3699.556381387074,822680.9331595314,2585298.3610357246,6001.8894671616745,352.76791137860425,65642.01298859026
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2021,000000,,0,0,758.7976402526369,2970.005880293165,12.324634993779002,1577.979630798162,30823.803174224253,93.61519605434198,34.29364904447199,702.810347429712
0,0,Total - All Industries,,,00,000,29020,Kokomo MSA,2023,000000,,0,0,727.320500131341,3105.036517708021,19.641271939089997,1694.0814010007941,30321.5983222575,80.229084982403,36.859806233653394,746.6407756979943
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,3244.2155917456985,4871.684660249113,63.713650032987005,3692.8798263996605,65958.4340178112,115.66203630736402,42.07537868640192,1820.30232069782
0,0,Total - All Industries,,,00,000,18020,Columbus MSA,2024,000000,,0,0,2888.788679578802,3268.6788287708023,38.45167403449001,5360.227981291043,39569.54875536455,88.48505289023598,49.80847826415952,856.79449648872
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2021,000000,,0,0,2564.8777820498617,8274.011935262399,82.92617854887799,21440.540071984502,105991.4198824779,314.931797431083,96.89239780249228,2079.761162388406
0,0,Total - All Industries,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,2024,000000,,0,0,42482.17178200241,163587.58100161972,1146.1449017763834,83880.13090854757,825975.3687313856,2209.9992788824584,187.88513345238582,23470.26516282452
0,0,Total - All Industries,,,18,000,00000,Indiana,2023,000000,,0,0,93583.70859756776,336092.8689875544,2658.536040723569,252175.1606850683,2561101.9689825918,6016.870426739193,168.7524242292751,63230.99873517939
