sector_id,sector_name,statefips,countyfips,metrofips,description,year,own,disc,naics,repunits,empl,wages
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621410,2894.0,28841.0,1929958682.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621420,16736.0,321366.16,17926452862.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621491,2928.0,209990.5,26607030487.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621512,7241.0,83029.33,6709771714.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621610,49502.0,1632386.41,64988730817.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621910,6416.0,183557.91,10432332136.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,0,621999,11974.0,97009.0,7795262556.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621111,221442.0,2865258.25,307987361371.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621112,14652.0,78574.08,5974192398.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621310,39540.0,146304.91,6117086778.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621330,39470.0,208660.91,10318515175.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621340,49188.0,470509.08,23820648874.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621492,8051.0,129215.33,9050592975.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621493,9024.0,181117.5,13090792966.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621498,11538.0,253469.08,19915702823.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621511,22510.0,231771.66,18325607076.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2023,0,1,621991,2373.0,87019.16,5304482922.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621210,136051.0,1040169.16,68182801663.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621320,21438.0,153287.16,8266749947.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621391,6618.0,32971.5,2024495626.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621399,39221.0,158334.33,9720745634.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621410,3057.0,30033.58,2053783684.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621420,18345.0,340403.0,19708620258.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621491,2961.0,218724.91,28772429378.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621511,21809.0,226572.66,18642284629.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621512,7493.0,85514.66,7243824697.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621610,51731.0,1761326.16,71598649635.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621910,6441.0,189465.16,11260004554.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,0,621999,13159.0,101417.33,8304212143.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621111,225399.0,2921605.33,325150802886.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621112,15808.0,83558.33,6536179698.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621310,39389.0,146195.66,6311420659.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621330,46459.0,251401.25,12501992915.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621340,51754.0,491714.5,25550186844.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621492,8030.0,128770.58,9412178312.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621493,9233.0,182500.83,13586704285.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621498,12309.0,277012.58,22994964550.0
1,621 - Ambulatory Care,0 ,000,00000,United States,2024,0,1,621991,2460.0,87989.41,5589804073.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621112,4.0,8.91,422292.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621210,47.0,438.91,23240075.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621320,13.0,82.58,2876419.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621330,8.0,25.41,1095824.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621340,16.0,156.5,6311825.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621493,4.0,92.16,4195748.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,0,621610,8.0,406.5,11858520.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621111,69.0,1515.33,142749363.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621310,18.0,78.25,1957203.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621391,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621399,8.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621410,1.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621420,11.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2018,0,1,621498,6.0,0.0,0.0
