sector_id,sector_name,statefips,countyfips,metrofips,geo_area,year,own,disc,naics,naics_title,repunits,empl,wages
0,Tech Total,0 ,000,00000,United States,2022,0,0,000000,,629200.0,6123779.28,927064017861.0
0,Tech Total,0 ,000,00000,United States,2023,0,0,000000,,678533.0,6131625.54,980814201900.0
0,Tech Total,0 ,000,00000,United States,2024,0,0,000000,,700430.0,5968821.16,1041884059252.0
0,Tech Total,00,000,14020,Bloomington,2022,0,0,000000,,156.0,509.56,48669092.0
0,Tech Total,00,000,14020,Bloomington,2023,0,0,000000,,170.0,645.81,57571200.0
0,Tech Total,00,000,14020,Bloomington,2024,0,0,000000,,195.0,633.15,58877545.0
0,Tech Total,00,000,16980,Chicago-Naperville-Elgin,2022,0,0,000000,,11242.0,131220.0,18073112421.0
0,Tech Total,00,000,16980,Chicago-Naperville-Elgin,2023,0,0,000000,,11243.0,127256.73,18360857166.0
0,Tech Total,00,000,16980,Chicago-Naperville-Elgin,2024,0,0,000000,,10845.0,120770.65,18819365863.0
0,Tech Total,00,000,17140,Cincinnati,2022,0,0,000000,,41.0,63.16,4828094.0
0,Tech Total,00,000,17140,Cincinnati,2023,0,0,000000,,47.0,49.66,6054379.0
0,Tech Total,00,000,17140,Cincinnati,2024,0,0,000000,,49.0,20.5,2223997.0
0,Tech Total,00,000,18020,Columbus,2022,0,0,000000,,74.0,492.41,42181917.0
0,Tech Total,00,000,18020,Columbus,2023,0,0,000000,,76.0,562.23,54569719.0
0,Tech Total,00,000,18020,Columbus,2024,0,0,000000,,81.0,409.49,41312873.0
0,Tech Total,00,000,21140,Elkhart-Goshen,2022,0,0,000000,,104.0,257.49,21095769.0
0,Tech Total,00,000,21140,Elkhart-Goshen,2023,0,0,000000,,110.0,305.91,20719252.0
0,Tech Total,00,000,21140,Elkhart-Goshen,2024,0,0,000000,,113.0,392.14,30849438.0
0,Tech Total,00,000,21780,Evansville,2022,0,0,000000,,199.0,939.48,84119394.0
0,Tech Total,00,000,21780,Evansville,2023,0,0,000000,,220.0,928.73,81146131.0
0,Tech Total,00,000,21780,Evansville,2024,0,0,000000,,221.0,695.32,65110948.0
0,Tech Total,00,000,23060,Fort Wayne,2022,0,0,000000,,389.0,1874.63,178132022.0
0,Tech Total,00,000,23060,Fort Wayne,2023,0,0,000000,,431.0,2763.38,246269920.0
0,Tech Total,00,000,23060,Fort Wayne,2024,0,0,000000,,461.0,2412.7,238165364.0
0,Tech Total,00,000,26900,Indianapolis-Carmel-Greenwood,2022,0,0,000000,,3064.0,29685.78,3232058680.0
0,Tech Total,00,000,26900,Indianapolis-Carmel-Greenwood,2023,0,0,000000,,3369.0,29725.02,3356970616.0
0,Tech Total,00,000,26900,Indianapolis-Carmel-Greenwood,2024,0,0,000000,,3625.0,26736.01,3191695335.0
0,Tech Total,00,000,29020,Kokomo,2022,0,0,000000,,39.0,55.0,4113696.0
0,Tech Total,00,000,29020,Kokomo,2023,0,0,000000,,45.0,64.15,5454009.0
0,Tech Total,00,000,29020,Kokomo,2024,0,0,000000,,51.0,80.91,7238393.0
0,Tech Total,00,000,29200,Lafayette-West Lafayette,2022,0,0,000000,,199.0,872.15,75263599.0
0,Tech Total,00,000,29200,Lafayette-West Lafayette,2023,0,0,000000,,223.0,243.74,20944396.0
0,Tech Total,00,000,29200,Lafayette-West Lafayette,2024,0,0,000000,,227.0,567.32,55287421.0
0,Tech Total,00,000,31140,Louisville/Jefferson County,2022,0,0,000000,,209.0,855.23,55088458.0
0,Tech Total,00,000,31140,Louisville/Jefferson County,2023,0,0,000000,,219.0,911.97,64133821.0
0,Tech Total,00,000,31140,Louisville/Jefferson County,2024,0,0,000000,,243.0,643.81,47367539.0
0,Tech Total,00,000,33140,Michigan City-La Porte,2022,0,0,000000,,51.0,66.41,4732863.0
0,Tech Total,00,000,33140,Michigan City-La Porte,2023,0,0,000000,,58.0,129.91,8641929.0
0,Tech Total,00,000,33140,Michigan City-La Porte,2024,0,0,000000,,58.0,37.57,4475809.0
0,Tech Total,00,000,34620,Muncie,2022,0,0,000000,,55.0,386.99,27523071.0
0,Tech Total,00,000,34620,Muncie,2023,0,0,000000,,59.0,321.16,25171589.0
0,Tech Total,00,000,34620,Muncie,2024,0,0,000000,,64.0,274.16,23763812.0
