statefips,metrofips,geo_area,cicp_initiative,sector,Year,jobs,wages
00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,Total,2023,33226.66834089015,134497.92534829848
00,14020,Bloomington MSA,TechPoint,Total,2019,1037.856974516353,
00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,Total,2021,245457.12969939038,91205.80999318315
00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,Total,2019,38073.1520036776,
00,45460,Terre Haute MSA,Finance,Total,2022,1613.9678277450166,80612.97265615931
00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,Total,2022,122327.886190933,92626.89828173126
00,43780,South Bend-Mishawaka MSA,AgriNovus,Total,2019,2599.669169010029,
00,45460,Terre Haute MSA,Healthcare,Total,2023,8468.60813143144,77120.38112367342
00,31140,Louisville/Jefferson County MSA,AgriNovus,Total,2021,18962.013238380736,80428.48433901135
00,43780,South Bend-Mishawaka MSA,AgriNovus,Total,2020,2420.2566475316335,56433.978385381204
18,00000,Indiana,AgriNovus,Total,2019,96730.56744490299,
00,33140,Michigan City-La Porte MSA,TechPoint,Total,2020,526.265085103355,69925.54998732245
00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,Total,2019,31289.70502792081,
00,45460,Terre Haute MSA,Advanced and Traded Industries,Total,2022,16084.35655867354,76285.94099228502
18,00000,Indiana,Advanced and Traded Industries,Total,2022,1107211.8030483727,91682.75360705196
00,29200,Lafayette-West Lafayette MSA,AgriNovus,Total,2021,5203.673039516896,70534.57686781211
00,14020,Bloomington MSA,AgriNovus,Total,2022,1290.4269742801569,58225.40839625154
00,14020,Bloomington MSA,BioCrossroads,Total,2021,9020.89173385251,91304.01192321119
00,43780,South Bend-Mishawaka MSA,BioCrossroads,Total,2022,1650.7950480774834,103817.81819036044
0,00000,United States,TechPoint,Total,2020,5589822.803232981,160555.38464397244
00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,Total,2020,31145.311297113218,117032.1163116454
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2019,39831.03045931444,
00,34620,Muncie MSA,Healthcare,Total,2020,7356.945103104859,72198.89452516114
00,29020,Kokomo MSA,Healthcare,Total,2019,4090.8618002372173,
00,33140,Michigan City-La Porte MSA,AgriNovus,Total,2021,2198.8591094316403,59854.119802753376
00,17140,Cincinnati MSA,TechPoint,Total,2020,27336.105174793694,112219.97002095515
00,33140,Michigan City-La Porte MSA,TechPoint,Total,2023,479.538324393145,82269.51621895836
00,17140,Cincinnati MSA,TechPoint,Total,2019,27190.019637621306,
00,29200,Lafayette-West Lafayette MSA,TechPoint,Total,2019,992.108355607544,
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2021,88173.30155653518,88298.45930119876
0,00000,United States,Finance,Total,2022,6687167.294837541,151022.8915901411
00,17140,Cincinnati MSA,Finance,Total,2023,52567.25423709532,124409.17899034769
00,18020,Columbus MSA,Finance,Total,2023,1063.3355248087262,98526.81593122972
00,45460,Terre Haute MSA,Healthcare,Total,2019,9166.816965025393,
0,00000,United States,Conexus,Total,2020,22574521.490882926,87072.0086474914
18,00000,Indiana,Conexus,Total,2021,805745.9578160131,82829.18761890545
00,21780,Evansville MSA,Conexus,Total,2023,29422.894813372528,86936.1283970159
00,45460,Terre Haute MSA,TechPoint,Total,2019,635.995273841173,
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2021,71779.66985772931,81834.70075535978
00,29200,Lafayette-West Lafayette MSA,Finance,Total,2021,1973.6865847107315,86179.92804818501
00,23060,Fort Wayne MSA,Healthcare,Total,2020,31005.226789170298,76611.25052827997
00,14020,Bloomington MSA,Healthcare,Total,2021,7782.9011807742345,76961.48218743918
00,23060,Fort Wayne MSA,AgriNovus,Total,2020,4865.866553399656,57248.562830920404
00,29020,Kokomo MSA,AgriNovus,Total,2020,629.682136339606,54589.52534847479
00,18020,Columbus MSA,AgriNovus,Total,2021,792.1597302954856,63971.20870090093
0,00000,United States,BioCrossroads,Total,2023,2530581.236863883,160463.75822073105
18,00000,Indiana,BioCrossroads,Total,2020,62160.82982226262,134564.33651949294
00,23060,Fort Wayne MSA,Conexus,Total,2021,54825.77623171825,77262.10340146229
00,34620,Muncie MSA,Conexus,Total,2021,5700.879911803737,69219.11724369749
00,23060,Fort Wayne MSA,TechPoint,Total,2023,5748.474950392368,104372.47396852539
00,45460,Terre Haute MSA,TechPoint,Total,2020,549.052273156037,77760.8079984052
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2019,72653.78923267123,
00,29020,Kokomo MSA,Finance,Total,2022,900.7746135617529,85339.89769157406
00,34620,Muncie MSA,Finance,Total,2019,1722.4637000037164,
00,21780,Evansville MSA,AgriNovus,Total,2019,4677.8186513794835,
00,21780,Evansville MSA,BioCrossroads,Total,2022,1587.8219540244036,130784.17286243159
0,00000,United States,BioCrossroads,Total,2019,2189751.885809774,
00,18020,Columbus MSA,Conexus,Total,2019,22650.813753174847,
00,18020,Columbus MSA,TechPoint,Total,2023,673.5122555241469,112071.04699844934
00,34620,Muncie MSA,TechPoint,Total,2023,964.1421147399519,87504.50280944566
00,21140,Elkhart-Goshen MSA,Finance,Total,2023,1839.448247728756,89704.57313612955
00,29020,Kokomo MSA,Finance,Total,2020,961.5715147329889,81987.89386113275
0,00000,United States,Healthcare,Total,2022,15413010.267804198,85389.607910991
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2022,118728.27162882857,92682.77007569057
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2021,114196.1998311748,89747.75826922712
00,17140,Cincinnati MSA,AgriNovus,Total,2021,28519.331519211493,78329.1931256128
00,33140,Michigan City-La Porte MSA,BioCrossroads,Total,2019,290.3000437036366,
00,14020,Bloomington MSA,Conexus,Total,2021,13304.911357677647,82713.59304418159
00,29200,Lafayette-West Lafayette MSA,TechPoint,Total,2021,1233.5743537682758,100702.84674591139
18,00000,Indiana,TechPoint,Total,2019,63648.66912856254,
00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,Total,2020,12082.244419581542,68476.44473103691
00,33140,Michigan City-La Porte MSA,Finance,Total,2020,855.028469118753,72283.46608920743
0,00000,United States,Healthcare,Total,2023,16051132.9162917,87684.28188137108
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2023,26100.193104105103,80652.68835554598
00,23060,Fort Wayne MSA,BioCrossroads,Total,2022,1760.9840480867285,97584.5076109724
00,21780,Evansville MSA,Conexus,Total,2021,28505.932556249776,79967.4489776088
00,31140,Louisville/Jefferson County MSA,Conexus,Total,2023,179183.8698012079,91060.28649379122
00,14020,Bloomington MSA,TechPoint,Total,2021,1048.341806710556,95092.50439530067
00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,Total,2023,13534.608174697558,78068.8225546642
00,34620,Muncie MSA,Finance,Total,2020,1602.7376297435258,86138.63118169423
00,45460,Terre Haute MSA,Finance,Total,2021,1647.241401156655,79374.33341904881
18,00000,Indiana,Finance,Total,2019,107016.88158957954,
0,00000,United States,Healthcare,Total,2019,15316873.682840003,
00,23060,Fort Wayne MSA,BioCrossroads,Total,2020,1717.2316101804922,80084.47454603536
00,14020,Bloomington MSA,Conexus,Total,2022,15036.488333104842,82513.61225882308
00,43780,South Bend-Mishawaka MSA,TechPoint,Total,2023,2851.2844250642856,95114.2562312761
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2022,1097.618284018252,78359.30298344248
00,45460,Terre Haute MSA,Advanced and Traded Industries,Total,2021,15277.095008229335,72111.23412122673
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2020,38237.92108594905,83639.34688237218
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2019,26075.297303923202,
00,16980,Chicago-Naperville-Elgin MSA,Finance,Total,2021,234922.1232936654,185883.00241248807
00,29200,Lafayette-West Lafayette MSA,Healthcare,Total,2022,10139.112402989513,74568.6616494067
00,17140,Cincinnati MSA,AgriNovus,Total,2019,29452.050306380363,
00,18020,Columbus MSA,Conexus,Total,2022,21642.889952202175,109168.31592849633
00,45460,Terre Haute MSA,Conexus,Total,2023,13631.575238032066,78667.89865348334
00,33140,Michigan City-La Porte MSA,Conexus,Total,2023,11866.866481972025,77029.73020622604
00,45460,Terre Haute MSA,TechPoint,Total,2021,533.993162690586,82366.92746395357
00,31140,Louisville/Jefferson County MSA,Finance,Total,2022,39464.32626804568,112747.6042434228
00,26900,Indianapolis-Carmel-Greenwood MSA,Finance,Total,2023,52942.39224438924,118281.79548846932
00,43780,South Bend-Mishawaka MSA,Finance,Total,2021,4186.510204021244,99594.25022246441
00,34620,Muncie MSA,Healthcare,Total,2019,6950.904704975519,
00,14020,Bloomington MSA,AgriNovus,Total,2021,1206.6237261237566,54704.9989226987
00,29020,Kokomo MSA,BioCrossroads,Total,2023,91.00600908310797,63120.675552250235
00,18020,Columbus MSA,BioCrossroads,Total,2021,385.3612509244542,83290.48599492744
00,29020,Kokomo MSA,Conexus,Total,2020,12418.423299096972,90816.39851286361
00,43780,South Bend-Mishawaka MSA,Conexus,Total,2020,24954.69290485702,71995.45005012432
00,31140,Louisville/Jefferson County MSA,TechPoint,Total,2021,17605.344743626305,106016.16973897247
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2023,81337.46310680031,84403.1965314721
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2021,1368636.2645854382,126584.08837392168
00,21780,Evansville MSA,Finance,Total,2021,3583.5643552551337,92715.26250492033
00,14020,Bloomington MSA,Finance,Total,2023,1653.8045605135608,82547.15308089863
00,17140,Cincinnati MSA,Finance,Total,2021,56071.90860822782,117053.2482161066
18,00000,Indiana,Healthcare,Total,2021,336998.722733762,76989.20779123611
00,33140,Michigan City-La Porte MSA,Healthcare,Total,2021,4345.216994603076,73841.73307760815
00,43780,South Bend-Mishawaka MSA,Healthcare,Total,2019,16631.72285438201,
00,29020,Kokomo MSA,AgriNovus,Total,2022,611.4378139611531,75653.56820663382
00,18020,Columbus MSA,AgriNovus,Total,2019,857.0699946646299,
00,34620,Muncie MSA,BioCrossroads,Total,2023,103.91001974173672,77015.15960828727
00,43780,South Bend-Mishawaka MSA,BioCrossroads,Total,2019,1742.8380567018005,
00,45460,Terre Haute MSA,Conexus,Total,2022,13364.64784411496,75631.72819442856
00,29020,Kokomo MSA,TechPoint,Total,2022,218.0938344260718,92160.18650202565
00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,Total,2023,32399.315849146093,91805.61197631602
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2021,17418.466236972272,85536.4232809576
00,31140,Louisville/Jefferson County MSA,Finance,Total,2019,40172.177776459466,
00,29200,Lafayette-West Lafayette MSA,Healthcare,Total,2021,10187.59357110907,71506.4870782851
00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,Total,2023,127283.92934298096,89320.74747993452
00,21780,Evansville MSA,AgriNovus,Total,2020,4695.907234087623,74785.31836543664
0,00000,United States,AgriNovus,Total,2019,5004747.867768979,
00,45460,Terre Haute MSA,BioCrossroads,Total,2021,659.4018607012156,93722.49145883229
18,00000,Indiana,BioCrossroads,Total,2023,70259.72271236635,148288.78344010745
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2020,782212.8734069201,94507.02815554645
18,00000,Indiana,Conexus,Total,2023,841503.5546965213,89405.53335252752
00,33140,Michigan City-La Porte MSA,Conexus,Total,2019,11050.981603420641,
00,29200,Lafayette-West Lafayette MSA,TechPoint,Total,2023,1434.2117472606103,105596.25074930942
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2023,1417842.57256707,132523.3948548433
00,21780,Evansville MSA,Finance,Total,2022,3866.095388341628,95464.95513859612
0,00000,United States,BioCrossroads,Total,2020,2237367.538593343,146421.16642153842
00,33140,Michigan City-La Porte MSA,BioCrossroads,Total,2023,324.58320838225944,76814.41196870712
00,21780,Evansville MSA,BioCrossroads,Total,2023,1810.936576668,134301.2426426931
00,34620,Muncie MSA,BioCrossroads,Total,2022,98.04695623459341,72197.08821043695
00,29020,Kokomo MSA,Conexus,Total,2022,10727.36173137466,112268.74330170068
00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,Total,2021,12386.510843301829,75498.06558851614
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2019,15633.756305677598,
18,00000,Indiana,Advanced and Traded Industries,Total,2019,1051082.2585158153,
00,33140,Michigan City-La Porte MSA,Finance,Total,2022,837.884238648096,82624.00868296027
00,23060,Fort Wayne MSA,Finance,Total,2023,9676.444727321183,98783.71609398237
00,29200,Lafayette-West Lafayette MSA,BioCrossroads,Total,2023,2515.5977337232557,121077.21497340828
00,43780,South Bend-Mishawaka MSA,BioCrossroads,Total,2023,1571.0352820665628,109047.880528189
00,43780,South Bend-Mishawaka MSA,Healthcare,Total,2020,16296.055355619092,70425.70868233165
00,21140,Elkhart-Goshen MSA,Healthcare,Total,2019,8999.550522517799,
00,43780,South Bend-Mishawaka MSA,AgriNovus,Total,2023,2575.7541414312623,60760.910691393365
00,33140,Michigan City-La Porte MSA,BioCrossroads,Total,2022,324.9478193931437,76724.1933309473
00,29200,Lafayette-West Lafayette MSA,BioCrossroads,Total,2019,2269.9413484840456,
00,29200,Lafayette-West Lafayette MSA,Conexus,Total,2022,25991.367394496145,84055.49161822002
00,45460,Terre Haute MSA,Conexus,Total,2020,12215.147300800008,68593.76404293631
00,29020,Kokomo MSA,TechPoint,Total,2021,214.478231384242,87115.80451349422
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2023,18238.632462532696,89638.46593974213
00,29020,Kokomo MSA,Advanced and Traded Industries,Total,2019,14288.297974662868,
00,34620,Muncie MSA,AgriNovus,Total,2021,522.231172659081,55448.87741935167
00,34620,Muncie MSA,BioCrossroads,Total,2020,94.32295185144875,61360.89936949834
00,29200,Lafayette-West Lafayette MSA,BioCrossroads,Total,2022,2309.3544455627166,115934.48532130074
00,21780,Evansville MSA,TechPoint,Total,2021,2094.199431864503,101121.90978160378
00,23060,Fort Wayne MSA,TechPoint,Total,2019,5879.266791749711,
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2020,24145.18334047228,95116.82843379414
00,14020,Bloomington MSA,Finance,Total,2021,1779.4157465097182,76420.18346119742
00,14020,Bloomington MSA,AgriNovus,Total,2020,1137.403255390179,52313.63416183202
18,00000,Indiana,AgriNovus,Total,2022,101885.03582124478,68887.3473378882
00,23060,Fort Wayne MSA,Conexus,Total,2020,52211.89665602934,73792.55355080146
00,34620,Muncie MSA,Conexus,Total,2019,6277.6752238274075,
0,00000,United States,Conexus,Total,2019,23267112.970582817,
00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,Total,2019,29883.569528037147,
00,29020,Kokomo MSA,Healthcare,Total,2022,3990.2371767956706,74036.29377613708
00,18020,Columbus MSA,Healthcare,Total,2022,3204.6563070399648,76146.93351803716
00,18020,Columbus MSA,Healthcare,Total,2021,3190.1714638705776,72828.18455161033
00,17140,Cincinnati MSA,Healthcare,Total,2019,124423.8418905226,
00,17140,Cincinnati MSA,AgriNovus,Total,2022,29972.758646039863,82017.52407840546
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2019,113473.1358522428,
00,43780,South Bend-Mishawaka MSA,Conexus,Total,2019,26673.132277902576,
00,17140,Cincinnati MSA,Conexus,Total,2019,216464.3586274425,
00,29020,Kokomo MSA,TechPoint,Total,2020,195.285712760627,84280.19864837456
00,43780,South Bend-Mishawaka MSA,TechPoint,Total,2022,2823.4441028055335,87275.89943035068
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2023,25255.53429022508,110821.03157873671
00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,Total,2021,36501.8529504176,82022.28791881372
00,33140,Michigan City-La Porte MSA,Finance,Total,2019,887.4574806952642,
00,23060,Fort Wayne MSA,Finance,Total,2019,9693.12871996874,
00,29200,Lafayette-West Lafayette MSA,AgriNovus,Total,2023,5484.394011023689,78065.09886852546
0,00000,United States,BioCrossroads,Total,2022,2491874.787564087,154641.69733160085
00,23060,Fort Wayne MSA,BioCrossroads,Total,2019,1695.9685485823732,
00,21140,Elkhart-Goshen MSA,Conexus,Total,2022,85816.07733156234,82300.06599881302
00,14020,Bloomington MSA,Conexus,Total,2019,11756.374000452253,
18,00000,Indiana,TechPoint,Total,2021,66409.3041469172,114919.47135203342
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2020,1359243.3297607803,118234.95031785463
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2020,15950.400790205586,77525.32264360122
00,34620,Muncie MSA,Advanced and Traded Industries,Total,2019,9971.507059796062,
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2019,80819.13248668784,
00,31140,Louisville/Jefferson County MSA,Healthcare,Total,2021,72725.56388016487,83827.04891254412
00,21140,Elkhart-Goshen MSA,Healthcare,Total,2023,8586.269268386666,80048.1330150911
18,00000,Indiana,Healthcare,Total,2023,353495.78354782896,82193.08958939342
00,21780,Evansville MSA,Healthcare,Total,2020,19588.22909553454,74615.07481081833
00,31140,Louisville/Jefferson County MSA,AgriNovus,Total,2022,20166.152126707984,82863.5841666785
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2023,516.1751021429911,156053.65182311373
00,18020,Columbus MSA,BioCrossroads,Total,2019,351.58108721840233,
00,17140,Cincinnati MSA,Conexus,Total,2022,226360.03350674006,94008.17420671204
00,29200,Lafayette-West Lafayette MSA,Conexus,Total,2020,23842.727880915212,78747.68101491375
00,31140,Louisville/Jefferson County MSA,TechPoint,Total,2023,18124.37864850881,115915.34082914346
00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,Total,2020,36056.62311250095,76929.04246904197
00,18020,Columbus MSA,Finance,Total,2022,1067.666017053025,95770.11456146515
00,29020,Kokomo MSA,Finance,Total,2021,949.838212366737,86235.58275039712
00,21140,Elkhart-Goshen MSA,Finance,Total,2021,1789.7269246381359,88392.75172924894
00,43780,South Bend-Mishawaka MSA,Healthcare,Total,2022,16652.736100923674,85354.35983384546
00,18020,Columbus MSA,TechPoint,Total,2021,688.32382432339,91181.27371585426
00,17140,Cincinnati MSA,TechPoint,Total,2021,27817.674402339562,123190.45559897617
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2022,40737.624798909754,88918.57518204159
00,29200,Lafayette-West Lafayette MSA,Healthcare,Total,2023,10182.584165125538,74024.00587597453
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2023,125214.62423096523,94188.00143309127
18,00000,Indiana,BioCrossroads,Total,2021,64839.063034965744,137248.47362592124
00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,Total,2019,203938.67039797784,
00,18020,Columbus MSA,TechPoint,Total,2022,656.3321445174911,98544.92472934395
00,14020,Bloomington MSA,TechPoint,Total,2023,1070.6321419805452,103529.60995506385
00,17140,Cincinnati MSA,Healthcare,Total,2021,123924.24036192521,81125.36635667976
00,21780,Evansville MSA,Healthcare,Total,2023,19679.578750353663,83031.51209650646
00,17140,Cincinnati MSA,AgriNovus,Total,2020,27800.99141406328,76210.62846259608
00,29020,Kokomo MSA,BioCrossroads,Total,2022,102.46896473814718,63034.37155609813
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2021,75722.15268618453,178753.6382893139
00,21780,Evansville MSA,Conexus,Total,2020,27764.401025858617,77916.60699964737
00,43780,South Bend-Mishawaka MSA,Conexus,Total,2023,25186.032482120754,81215.83036528133
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2023,141498.15086455247,165947.85029742785
00,29200,Lafayette-West Lafayette MSA,TechPoint,Total,2020,1081.667570779891,91316.09266151916
00,33140,Michigan City-La Porte MSA,TechPoint,Total,2019,545.7416279574961,
00,18020,Columbus MSA,Finance,Total,2020,1044.56743511064,92808.05908063256
00,45460,Terre Haute MSA,Finance,Total,2023,1623.9282618640677,80068.16015361884
0,00000,United States,Healthcare,Total,2020,14889277.9433505,78472.65895483656
00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,Total,2020,114887.190982646,82477.97123841822
00,14020,Bloomington MSA,Healthcare,Total,2019,7267.509008799199,
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2020,2388.083590821779,57901.45811101078
0,00000,United States,AgriNovus,Total,2021,4962815.122683652,66581.77877000047
00,33140,Michigan City-La Porte MSA,AgriNovus,Total,2023,2380.6863171751693,63184.54699385752
00,21140,Elkhart-Goshen MSA,Conexus,Total,2020,70544.81739681464,69333.7356379919
00,29200,Lafayette-West Lafayette MSA,Conexus,Total,2023,27394.279482601385,90470.41664236119
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2023,830097.3877600135,105885.39656828059
18,00000,Indiana,TechPoint,Total,2020,63532.21704280268,106129.37705402455
00,34620,Muncie MSA,Advanced and Traded Industries,Total,2020,9099.808335389169,72470.945827032
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2023,374060.17838147766,111642.87371219664
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2019,1395199.3878907512,
00,29200,Lafayette-West Lafayette MSA,Finance,Total,2023,2044.5315554919264,91890.02611740286
18,00000,Indiana,Finance,Total,2021,108423.69797634221,100097.1107521359
00,31140,Louisville/Jefferson County MSA,AgriNovus,Total,2020,18196.335500588346,79595.9609274012
00,45460,Terre Haute MSA,AgriNovus,Total,2020,1435.1158242446397,60952.20660631922
00,17140,Cincinnati MSA,BioCrossroads,Total,2022,14655.71819522535,127741.1432762892
00,29200,Lafayette-West Lafayette MSA,BioCrossroads,Total,2021,2248.9147415390553,112885.32026443703
00,43780,South Bend-Mishawaka MSA,TechPoint,Total,2020,2141.48194137657,80033.90494626843
00,45460,Terre Haute MSA,TechPoint,Total,2023,613.84628858656,83452.8691349955
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2023,76734.08182187454,87383.96585270016
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2019,318454.0163622776,
00,29200,Lafayette-West Lafayette MSA,Finance,Total,2020,2040.139565770602,82050.00688680791
00,43780,South Bend-Mishawaka MSA,Finance,Total,2022,4282.924987487165,99350.51709482777
00,17140,Cincinnati MSA,Finance,Total,2019,56975.80928158177,
00,16980,Chicago-Naperville-Elgin MSA,Healthcare,Total,2022,438389.474217705,86018.26743689862
00,33140,Michigan City-La Porte MSA,Healthcare,Total,2020,4344.67536044799,72023.22190064605
00,31140,Louisville/Jefferson County MSA,AgriNovus,Total,2023,21126.78487386376,84786.84901631244
00,31140,Louisville/Jefferson County MSA,BioCrossroads,Total,2022,7020.352811323786,112658.84302498233
00,29020,Kokomo MSA,BioCrossroads,Total,2019,149.14199316452422,
00,31140,Louisville/Jefferson County MSA,BioCrossroads,Total,2019,5832.125945404632,
00,17140,Cincinnati MSA,Conexus,Total,2023,228844.34834731295,97714.19651744599
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2021,142083.31537593174,154216.0607139422
00,45460,Terre Haute MSA,Advanced and Traded Industries,Total,2023,16382.536972988235,78892.27569801096
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2023,40630.898304834365,92922.6809672758
00,34620,Muncie MSA,Finance,Total,2023,1505.7927008985635,75255.38394836197
00,21140,Elkhart-Goshen MSA,Healthcare,Total,2020,8774.71756638594,69132.85763683944
00,23060,Fort Wayne MSA,Healthcare,Total,2023,33145.4584942777,85914.75705354687
00,26900,Indianapolis-Carmel-Greenwood MSA,Healthcare,Total,2021,119168.22365856299,85129.95257645176
00,23060,Fort Wayne MSA,AgriNovus,Total,2023,5238.040573159913,63171.677359163616
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2022,2455.248267852326,66289.85392045906
00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,Total,2021,210824.17772172648,89423.22180747788
00,33140,Michigan City-La Porte MSA,Conexus,Total,2021,10880.759648791938,75483.05768395556
00,34620,Muncie MSA,TechPoint,Total,2022,1027.44210281523,83507.75432621199
00,29020,Kokomo MSA,Advanced and Traded Industries,Total,2023,12356.380362738728,117996.98716836318
00,16980,Chicago-Naperville-Elgin MSA,Finance,Total,2020,239602.73606335267,169759.59517758936
00,16980,Chicago-Naperville-Elgin MSA,Finance,Total,2022,235393.77128493282,188263.8338808623
00,31140,Louisville/Jefferson County MSA,Healthcare,Total,2023,78119.52266886244,91928.77970816728
