display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,NAICS,naics_title,Year,group_by_sort,sort,wages
1,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,16980,Chicago-Naperville-Elgin MSA,000000,,2022,1,1,180632.25103358764
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,45460,Terre Haute MSA,334112,Computer Storage Device Manufacturing,2020,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,31140,Louisville/Jefferson County MSA,334310,Audio and Video Equipment Manufacturing,2022,2,2,78512.4933721
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,43780,South Bend-Mishawaka MSA,517111,Wired Telecommunications Carriers,2023,2,2,103659.89554
2,1,IT/Tech Services,,,00,000,23060,Fort Wayne MSA,611420,Computer Training,2020,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,334519,Other Measuring and Controlling Device Manufacturing,2024,2,2,107857.742825
2,1,IT/Tech Services,,,00,000,14020,Bloomington MSA,541513,Computer Facilities Management Services,2023,2,2,138112.579106
2,1,IT/Tech Services,,,00,000,26900,Indianapolis-Carmel-Greenwood MSA,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2022,2,2,168156.928245
1,3,Software,,,00,000,21140,Elkhart-Goshen MSA,000000,,2022,1,1,99000.8968331
2,1,IT/Tech Services,,,00,000,23060,Fort Wayne MSA,811210,Electronic and Precision Equipment Repair and Maintenance,2021,2,2,62624.0927071
2,1,IT/Tech Services,,,00,000,23060,Fort Wayne MSA,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2021,2,2,101014.553898
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,45460,Terre Haute MSA,333242,Semiconductor Machinery Manufacturing,2024,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,18020,Columbus MSA,334210,Telephone Apparatus Manufacturing,2021,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,29200,Lafayette-West Lafayette MSA,333242,Semiconductor Machinery Manufacturing,2021,2,2,0.0
1,1,IT/Tech Services,,,00,000,45460,Terre Haute MSA,000000,,2021,1,1,80241.18157039398
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,23060,Fort Wayne MSA,334210,Telephone Apparatus Manufacturing,2024,2,2,159429.918711
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,0,000,00000,United States,334210,Telephone Apparatus Manufacturing,2024,2,2,186105.222536
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,16980,Chicago-Naperville-Elgin MSA,517111,Wired Telecommunications Carriers,2023,2,2,144190.850024
2,3,Software,,,00,000,18020,Columbus MSA,513210,Software Publishers,2020,2,2,96091.4007319
2,1,IT/Tech Services,,,00,000,21140,Elkhart-Goshen MSA,541511,Custom Computer Programming Services,2023,2,2,100363.102904
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,29020,Kokomo MSA,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2020,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,34620,Muncie MSA,334516,Analytical Laboratory Instrument Manufacturing,2023,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,43780,South Bend-Mishawaka MSA,334310,Audio and Video Equipment Manufacturing,2020,2,2,102140.929173
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,23060,Fort Wayne MSA,334310,Audio and Video Equipment Manufacturing,2021,2,2,0.0
2,1,IT/Tech Services,,,00,000,14020,Bloomington MSA,541511,Custom Computer Programming Services,2020,2,2,113107.413295
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,23060,Fort Wayne MSA,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,2023,2,2,253688.578359
2,1,IT/Tech Services,,,00,000,31140,Louisville/Jefferson County MSA,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2023,2,2,157203.230968
0,0,Tech Total,,,00,000,14020,Bloomington MSA,000000,,2021,0,0,95092.50439530067
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,14020,Bloomington MSA,334412,Bare Printed Circuit Board Manufacturing,2020,2,2,0.0
2,4,"Manufacturing: Computer, Peripheral and Communications Equipment",,,00,000,21140,Elkhart-Goshen MSA,334517,Irradiation Apparatus Manufacturing,2021,2,2,0.0
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,43780,South Bend-Mishawaka MSA,517112,Wireless Telecommunications Carriers (except Satellite),2020,2,2,91764.7038381
2,2,"Telecommunications, Internet Services and Data Hosting",,,00,000,14020,Bloomington MSA,517810,All Other Telecommunications,2023,2,2,0.0
