cicp_initiative,display_level,sector,sector_name,Year,statefips,metrofips,geo_area,entry_level_ed,avg_median_wage
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,89691.97467757213
Advanced and Traded Industries,1,2,Logistics,2022,00,34620,Muncie MSA,No formal educational credential,32371.728358397064
Advanced and Traded Industries,1,1,Manufacturing,2023,00,43780,South Bend-Mishawaka MSA,"Some college, no degree",46404.07561609486
Advanced and Traded Industries,1,2,Logistics,2024,18,00000,Indiana,Associate's degree,62385.910209472786
Advanced and Traded Industries,1,1,Manufacturing,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Postsecondary nondegree award,57285.210684613485
Advanced and Traded Industries,1,1,Manufacturing,2020,00,29020,Kokomo MSA,Associate's degree,59301.66393622835
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,00,31140,Louisville/Jefferson County MSA,Associate's degree,51841.55198021537
Advanced and Traded Industries,1,1,Manufacturing,2022,00,31140,Louisville/Jefferson County MSA,No formal educational credential,37117.387942063244
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,35638.912508080524
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,0,00000,United States,Doctoral or professional degree,107114.41374168196
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,0,00000,United States,No formal educational credential,33853.82784299858
Advanced and Traded Industries,1,1,Manufacturing,2024,00,14020,Bloomington MSA,Associate's degree,58317.88641730374
Advanced and Traded Industries,1,1,Manufacturing,2024,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,52248.09630868143
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,21140,Elkhart-Goshen MSA,No formal educational credential,29049.403687649257
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,21780,Evansville MSA,Doctoral or professional degree,107243.41599458507
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,23060,Fort Wayne MSA,High school diploma or equivalent,44711.81908212628
Advanced and Traded Industries,1,2,Logistics,2020,00,23060,Fort Wayne MSA,No formal educational credential,29297.851656061433
Advanced and Traded Industries,1,2,Logistics,2023,00,43780,South Bend-Mishawaka MSA,High school diploma or equivalent,49282.63166304749
Advanced and Traded Industries,1,2,Logistics,2023,18,00000,Indiana,Postsecondary nondegree award,57590.724530694664
Advanced and Traded Industries,1,2,Logistics,2023,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,68433.22069010028
Advanced and Traded Industries,1,2,Logistics,2022,00,18020,Columbus MSA,Master's degree,71517.3895647878
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,21140,Elkhart-Goshen MSA,"Some college, no degree",40783.844029187196
Advanced and Traded Industries,1,1,Manufacturing,2023,00,21780,Evansville MSA,Bachelor's degree,87961.69000414657
Advanced and Traded Industries,1,2,Logistics,2024,00,29020,Kokomo MSA,Doctoral or professional degree,118777.29782294291
Advanced and Traded Industries,1,2,Logistics,2023,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,51393.71348926471
Advanced and Traded Industries,1,2,Logistics,2019,00,33140,Michigan City-La Porte MSA,"Some college, no degree",35047.82006130046
Advanced and Traded Industries,1,1,Manufacturing,2020,00,14020,Bloomington MSA,No formal educational credential,29868.654636045525
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,No formal educational credential,29653.807042271037
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,48592.19597134278
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,43780,South Bend-Mishawaka MSA,Doctoral or professional degree,139821.62334804377
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,17140,Cincinnati MSA,Doctoral or professional degree,105086.28876035061
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,17140,Cincinnati MSA,"Some college, no degree",43189.769433573536
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,21780,Evansville MSA,Doctoral or professional degree,129516.51795209637
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,29200,Lafayette-West Lafayette MSA,"Some college, no degree",43448.23035858349
Advanced and Traded Industries,1,2,Logistics,2020,00,21140,Elkhart-Goshen MSA,Associate's degree,56429.40955715456
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,29200,Lafayette-West Lafayette MSA,Doctoral or professional degree,102111.23134489529
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,29200,Lafayette-West Lafayette MSA,"Some college, no degree",47631.88858033644
Advanced and Traded Industries,1,1,Manufacturing,2024,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,50620.833927678046
Advanced and Traded Industries,1,2,Logistics,2022,00,33140,Michigan City-La Porte MSA,Bachelor's degree,78608.31462387156
Advanced and Traded Industries,1,2,Logistics,2021,00,29020,Kokomo MSA,Bachelor's degree,76228.7058929217
Advanced and Traded Industries,1,2,Logistics,2022,00,43780,South Bend-Mishawaka MSA,Associate's degree,54705.69098808304
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,18,00000,Indiana,Master's degree,73792.43929387332
Advanced and Traded Industries,1,2,Logistics,2024,00,21140,Elkhart-Goshen MSA,High school diploma or equivalent,55642.70533076785
Advanced and Traded Industries,1,2,Logistics,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Associate's degree,51346.51534500972
Advanced and Traded Industries,1,1,Manufacturing,2019,00,45460,Terre Haute MSA,Bachelor's degree,73586.19835318188
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,14020,Bloomington MSA,High school diploma or equivalent,44526.938520558906
Advanced and Traded Industries,1,1,Manufacturing,2021,00,21140,Elkhart-Goshen MSA,Doctoral or professional degree,78928.63806310872
Advanced and Traded Industries,1,2,Logistics,2019,00,21780,Evansville MSA,No formal educational credential,30916.913543226045
Advanced and Traded Industries,1,1,Manufacturing,2024,00,29020,Kokomo MSA,Doctoral or professional degree,115273.6
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,64741.23837206775
Advanced and Traded Industries,1,2,Logistics,2020,00,17140,Cincinnati MSA,High school diploma or equivalent,45884.115549374
Advanced and Traded Industries,1,2,Logistics,2024,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,37666.064714905755
Advanced and Traded Industries,1,2,Logistics,2019,00,45460,Terre Haute MSA,Doctoral or professional degree,126114.25913213017
Advanced and Traded Industries,1,1,Manufacturing,2023,00,45460,Terre Haute MSA,Associate's degree,60711.642317348786
Advanced and Traded Industries,1,2,Logistics,2024,00,45460,Terre Haute MSA,Associate's degree,57089.35855728932
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,89513.78404677767
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,34620,Muncie MSA,Master's degree,70639.12096594129
Advanced and Traded Industries,1,1,Manufacturing,2020,18,00000,Indiana,Associate's degree,54332.88210968998
Advanced and Traded Industries,1,1,Manufacturing,2024,00,18020,Columbus MSA,Associate's degree,67357.75832244042
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,23060,Fort Wayne MSA,"Some college, no degree",41930.64606487
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,18020,Columbus MSA,Postsecondary nondegree award,42492.884808279035
Advanced and Traded Industries,1,2,Logistics,2024,00,18020,Columbus MSA,Postsecondary nondegree award,56725.780626612366
Advanced and Traded Industries,1,2,Logistics,2022,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,134005.54075080153
Advanced and Traded Industries,1,1,Manufacturing,2019,0,00000,United States,"Some college, no degree",42796.5948284255
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,96060.6080104417
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,21140,Elkhart-Goshen MSA,Master's degree,67509.09673709271
Advanced and Traded Industries,1,2,Logistics,2024,18,00000,Indiana,Bachelor's degree,94497.36223041912
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,23060,Fort Wayne MSA,Bachelor's degree,80011.27458367105
Advanced and Traded Industries,1,1,Manufacturing,2020,00,29020,Kokomo MSA,Doctoral or professional degree,54995.2
Advanced and Traded Industries,1,1,Manufacturing,2023,00,31140,Louisville/Jefferson County MSA,Master's degree,70160.18519920888
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,14020,Bloomington MSA,High school diploma or equivalent,36707.984120125475
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,29020,Kokomo MSA,No formal educational credential,32509.83900104378
Advanced and Traded Industries,1,2,Logistics,2019,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",39385.274441651294
Advanced and Traded Industries,1,2,Logistics,2023,00,21780,Evansville MSA,Bachelor's degree,83532.10605459966
Advanced and Traded Industries,1,1,Manufacturing,2021,00,45460,Terre Haute MSA,Doctoral or professional degree,78474.78597705779
Advanced and Traded Industries,1,2,Logistics,2023,0,00000,United States,Master's degree,99271.17977641661
Advanced and Traded Industries,1,2,Logistics,2024,00,33140,Michigan City-La Porte MSA,Postsecondary nondegree award,61393.744759203866
Advanced and Traded Industries,1,2,Logistics,2022,00,23060,Fort Wayne MSA,"Some college, no degree",41938.91731346251
Advanced and Traded Industries,1,2,Logistics,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,No formal educational credential,39097.86763084483
Advanced and Traded Industries,1,2,Logistics,2022,00,16980,Chicago-Naperville-Elgin MSA,Master's degree,90304.18168576197
Advanced and Traded Industries,1,2,Logistics,2020,00,31140,Louisville/Jefferson County MSA,No formal educational credential,33875.91666875106
Advanced and Traded Industries,1,1,Manufacturing,2022,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,111192.86756481983
Advanced and Traded Industries,1,2,Logistics,2024,00,43780,South Bend-Mishawaka MSA,Associate's degree,60394.05993102869
Advanced and Traded Industries,1,1,Manufacturing,2024,0,00000,United States,Postsecondary nondegree award,60845.314469960365
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,17140,Cincinnati MSA,"Some college, no degree",50211.97596533417
Advanced and Traded Industries,1,2,Logistics,2020,00,23060,Fort Wayne MSA,Postsecondary nondegree award,44803.66046248717
Advanced and Traded Industries,1,2,Logistics,2021,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,123614.59911600733
Advanced and Traded Industries,1,1,Manufacturing,2024,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",51503.25882614029
Advanced and Traded Industries,1,1,Manufacturing,2023,00,17140,Cincinnati MSA,Master's degree,91449.13875537296
Advanced and Traded Industries,1,2,Logistics,2022,00,21780,Evansville MSA,Postsecondary nondegree award,46889.22428267986
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,23060,Fort Wayne MSA,Bachelor's degree,74357.61482448263
Advanced and Traded Industries,1,1,Manufacturing,2024,18,00000,Indiana,No formal educational credential,39328.79266764258
Advanced and Traded Industries,1,1,Manufacturing,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,81816.11253088225
Advanced and Traded Industries,1,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",39318.99343154699
Advanced and Traded Industries,1,1,Manufacturing,2022,00,45460,Terre Haute MSA,Doctoral or professional degree,139986.28099701897
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,18,00000,Indiana,No formal educational credential,32742.613363619228
Advanced and Traded Industries,1,2,Logistics,2021,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",45490.55004571032
Advanced and Traded Industries,1,2,Logistics,2019,00,21780,Evansville MSA,Postsecondary nondegree award,44229.37033512122
Advanced and Traded Industries,1,2,Logistics,2024,00,21780,Evansville MSA,"Some college, no degree",46377.227502308684
Advanced and Traded Industries,1,1,Manufacturing,2024,00,14020,Bloomington MSA,Bachelor's degree,97504.69168978019
Advanced and Traded Industries,1,2,Logistics,2023,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,142887.17513863952
Advanced and Traded Industries,1,2,Logistics,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,108874.97862218815
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,91715.93893847354
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,45460,Terre Haute MSA,Doctoral or professional degree,91124.54347113233
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,111848.70623604667
Advanced and Traded Industries,1,2,Logistics,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Master's degree,70339.07008795011
Advanced and Traded Industries,1,2,Logistics,2019,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,81160.53330792818
Advanced and Traded Industries,1,1,Manufacturing,2020,00,14020,Bloomington MSA,Postsecondary nondegree award,48298.5704273694
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,93890.63999013943
Advanced and Traded Industries,1,1,Manufacturing,2023,00,21780,Evansville MSA,No formal educational credential,35227.30087534063
Advanced and Traded Industries,1,1,Manufacturing,2019,00,45460,Terre Haute MSA,Doctoral or professional degree,94009.50553215752
Advanced and Traded Industries,1,1,Manufacturing,2023,00,45460,Terre Haute MSA,Doctoral or professional degree,92094.43210730981
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,18,00000,Indiana,Bachelor's degree,75551.8563191847
Advanced and Traded Industries,1,1,Manufacturing,2020,00,21780,Evansville MSA,High school diploma or equivalent,40607.63027228488
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,34620,Muncie MSA,Associate's degree,47722.7777047118
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",54276.488037014686
Advanced and Traded Industries,1,1,Manufacturing,2019,00,17140,Cincinnati MSA,Master's degree,80557.91982123432
Advanced and Traded Industries,1,2,Logistics,2021,00,17140,Cincinnati MSA,Master's degree,71737.68882871418
Advanced and Traded Industries,1,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Bachelor's degree,78562.78302657987
Advanced and Traded Industries,1,1,Manufacturing,2024,00,45460,Terre Haute MSA,Bachelor's degree,89378.36973172895
Advanced and Traded Industries,1,1,Manufacturing,2024,00,23060,Fort Wayne MSA,Doctoral or professional degree,99736.49852112438
Advanced and Traded Industries,1,1,Manufacturing,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Associate's degree,58037.13087300794
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,43780,South Bend-Mishawaka MSA,Associate's degree,51008.38696703215
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,82591.37703287492
Advanced and Traded Industries,1,1,Manufacturing,2023,00,23060,Fort Wayne MSA,"Some college, no degree",44724.017648733985
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,17140,Cincinnati MSA,Bachelor's degree,97604.85106068419
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,18020,Columbus MSA,High school diploma or equivalent,49529.65043603363
Advanced and Traded Industries,1,2,Logistics,2024,00,23060,Fort Wayne MSA,Master's degree,70770.39467312969
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",51545.47989812068
Advanced and Traded Industries,1,2,Logistics,2024,00,45460,Terre Haute MSA,Doctoral or professional degree,138578.70439745704
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,23060,Fort Wayne MSA,Bachelor's degree,73849.38599820681
Advanced and Traded Industries,1,1,Manufacturing,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",42703.20466861236
Advanced and Traded Industries,1,2,Logistics,2021,00,34620,Muncie MSA,Master's degree,53451.90599577567
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,34620,Muncie MSA,Postsecondary nondegree award,43246.270219139085
Advanced and Traded Industries,1,1,Manufacturing,2024,00,14020,Bloomington MSA,Doctoral or professional degree,71868.97767046123
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,18020,Columbus MSA,Bachelor's degree,90524.81139398222
Advanced and Traded Industries,1,2,Logistics,2019,00,23060,Fort Wayne MSA,Doctoral or professional degree,127324.86688491379
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,29200,Lafayette-West Lafayette MSA,Associate's degree,60240.15398230174
Advanced and Traded Industries,1,1,Manufacturing,2024,00,33140,Michigan City-La Porte MSA,Postsecondary nondegree award,61998.91598552035
Advanced and Traded Industries,1,2,Logistics,2020,00,14020,Bloomington MSA,Doctoral or professional degree,120681.36859880289
Advanced and Traded Industries,1,1,Manufacturing,2019,00,18020,Columbus MSA,Associate's degree,52521.88397746144
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,0,00000,United States,Master's degree,97093.37879983339
Advanced and Traded Industries,1,2,Logistics,2020,00,21140,Elkhart-Goshen MSA,Doctoral or professional degree,122716.65328925321
Advanced and Traded Industries,1,2,Logistics,2021,00,45460,Terre Haute MSA,"Some college, no degree",36449.79108196118
Advanced and Traded Industries,1,2,Logistics,2019,00,17140,Cincinnati MSA,No formal educational credential,29442.04605732285
Advanced and Traded Industries,1,2,Logistics,2022,00,21140,Elkhart-Goshen MSA,No formal educational credential,37411.48096715609
Advanced and Traded Industries,1,1,Manufacturing,2023,00,29020,Kokomo MSA,High school diploma or equivalent,60456.59173433803
Advanced and Traded Industries,1,2,Logistics,2020,00,31140,Louisville/Jefferson County MSA,Master's degree,94755.65795200599
Advanced and Traded Industries,1,2,Logistics,2023,00,34620,Muncie MSA,Bachelor's degree,84752.64344571925
Advanced and Traded Industries,1,2,Logistics,2020,00,43780,South Bend-Mishawaka MSA,Associate's degree,51177.86021522755
Advanced and Traded Industries,1,1,Manufacturing,2022,00,45460,Terre Haute MSA,Bachelor's degree,79727.53292202429
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,0,00000,United States,High school diploma or equivalent,45769.99297243168
Advanced and Traded Industries,1,2,Logistics,2022,00,17140,Cincinnati MSA,No formal educational credential,38495.12210782395
Advanced and Traded Industries,1,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,82434.40324026288
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,18020,Columbus MSA,Master's degree,90270.10204821327
Advanced and Traded Industries,1,2,Logistics,2022,00,18020,Columbus MSA,Associate's degree,57475.351514578026
Advanced and Traded Industries,1,2,Logistics,2022,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,57448.868535370064
Advanced and Traded Industries,1,2,Logistics,2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Master's degree,75562.58859478927
Advanced and Traded Industries,1,2,Logistics,2024,18,00000,Indiana,Doctoral or professional degree,117531.40321227246
Advanced and Traded Industries,1,2,Logistics,2019,00,14020,Bloomington MSA,Postsecondary nondegree award,39842.83500609809
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,00,18020,Columbus MSA,High school diploma or equivalent,44606.74934940362
Advanced and Traded Industries,1,2,Logistics,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Postsecondary nondegree award,47249.27401497236
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,23060,Fort Wayne MSA,Bachelor's degree,86071.50714304698
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,33140,Michigan City-La Porte MSA,"Some college, no degree",39028.76637123655
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,34620,Muncie MSA,No formal educational credential,25736.567120044994
Advanced and Traded Industries,1,1,Manufacturing,2021,00,45460,Terre Haute MSA,Bachelor's degree,74622.21624405315
Advanced and Traded Industries,1,2,Logistics,2023,18,00000,Indiana,Associate's degree,60269.043932862405
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,0,00000,United States,High school diploma or equivalent,48531.72667582734
Advanced and Traded Industries,1,1,Manufacturing,2020,00,18020,Columbus MSA,"Some college, no degree",39785.60192759309
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,34620,Muncie MSA,No formal educational credential,31764.223693370415
Advanced and Traded Industries,1,2,Logistics,2020,18,00000,Indiana,Master's degree,70614.60214568254
Advanced and Traded Industries,1,1,Manufacturing,2023,00,14020,Bloomington MSA,Associate's degree,56703.1488416809
Advanced and Traded Industries,1,2,Logistics,2023,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,96012.72563031141
Advanced and Traded Industries,1,2,Logistics,2023,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,54281.56075024303
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,00,14020,Bloomington MSA,Postsecondary nondegree award,40419.5086822663
Advanced and Traded Industries,1,2,Logistics,2021,00,21780,Evansville MSA,"Some college, no degree",39650.94443476259
Advanced and Traded Industries,1,1,Manufacturing,2022,00,23060,Fort Wayne MSA,Doctoral or professional degree,125660.31402808806
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,79410.59825906779
Advanced and Traded Industries,1,2,Logistics,2022,00,34620,Muncie MSA,Postsecondary nondegree award,51411.83778466497
Advanced and Traded Industries,1,1,Manufacturing,2021,00,34620,Muncie MSA,No formal educational credential,28828.359103998217
Advanced and Traded Industries,1,1,Manufacturing,2022,0,00000,United States,High school diploma or equivalent,45060.96504181335
Advanced and Traded Industries,1,1,Manufacturing,2024,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,49609.373479150985
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,41891.149948675535
Advanced and Traded Industries,1,2,Logistics,2023,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",50784.41107419794
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,21140,Elkhart-Goshen MSA,Postsecondary nondegree award,42126.41784784567
Advanced and Traded Industries,1,2,Logistics,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",40709.168320551296
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,33140,Michigan City-La Porte MSA,"Some college, no degree",44795.38163298851
Advanced and Traded Industries,1,1,Manufacturing,2022,00,43780,South Bend-Mishawaka MSA,Doctoral or professional degree,120730.82962935367
Advanced and Traded Industries,1,2,Logistics,2023,00,45460,Terre Haute MSA,High school diploma or equivalent,48043.46657096127
Advanced and Traded Industries,1,2,Logistics,2022,0,00000,United States,Master's degree,95403.44842393856
Advanced and Traded Industries,1,2,Logistics,2023,00,34620,Muncie MSA,"Some college, no degree",40972.865702717325
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,43780,South Bend-Mishawaka MSA,No formal educational credential,26702.716177980114
Advanced and Traded Industries,1,2,Logistics,2019,18,00000,Indiana,Associate's degree,51532.754410326415
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,21780,Evansville MSA,Bachelor's degree,86331.23674359484
Advanced and Traded Industries,1,2,Logistics,2021,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",40862.705588786856
Advanced and Traded Industries,1,3,Advanced and Traded Services,2022,00,29020,Kokomo MSA,High school diploma or equivalent,43700.28933285833
Advanced and Traded Industries,1,1,Manufacturing,2023,00,45460,Terre Haute MSA,Bachelor's degree,83115.75250528712
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,00,29200,Lafayette-West Lafayette MSA,Doctoral or professional degree,78760.64792345061
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,43780,South Bend-Mishawaka MSA,Postsecondary nondegree award,40178.14339685886
Advanced and Traded Industries,1,1,Manufacturing,2024,0,00000,United States,Master's degree,102011.10072165304
Advanced and Traded Industries,1,2,Logistics,2021,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,131610.12562602723
Advanced and Traded Industries,1,2,Logistics,2021,00,33140,Michigan City-La Porte MSA,Postsecondary nondegree award,48739.127646790286
Advanced and Traded Industries,1,3,Advanced and Traded Services,2020,0,00000,United States,Associate's degree,54622.448642363815
Advanced and Traded Industries,1,1,Manufacturing,2023,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,38951.292472903726
Advanced and Traded Industries,1,1,Manufacturing,2019,00,29020,Kokomo MSA,Associate's degree,59649.24718016058
Advanced and Traded Industries,1,1,Manufacturing,2022,00,29020,Kokomo MSA,High school diploma or equivalent,58474.50290494652
Advanced and Traded Industries,1,1,Manufacturing,2024,00,45460,Terre Haute MSA,Doctoral or professional degree,90225.46121378445
Advanced and Traded Industries,1,3,Advanced and Traded Services,2024,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,143366.13212756414
Advanced and Traded Industries,1,1,Manufacturing,2021,00,18020,Columbus MSA,Bachelor's degree,98866.00675313643
Advanced and Traded Industries,1,2,Logistics,2021,18,00000,Indiana,High school diploma or equivalent,45496.80823060573
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,0,00000,United States,High school diploma or equivalent,50844.439947761726
Advanced and Traded Industries,1,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,30585.63196515855
Advanced and Traded Industries,1,3,Advanced and Traded Services,2023,00,33140,Michigan City-La Porte MSA,Bachelor's degree,76824.35054909685
Advanced and Traded Industries,1,1,Manufacturing,2022,00,18020,Columbus MSA,Associate's degree,58880.627984187246
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,29020,Kokomo MSA,High school diploma or equivalent,39872.44653211088
Advanced and Traded Industries,1,2,Logistics,2019,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,49206.55836289671
Advanced and Traded Industries,1,1,Manufacturing,2023,00,18020,Columbus MSA,Bachelor's degree,99998.477344324
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,33140,Michigan City-La Porte MSA,Bachelor's degree,69180.63207504546
Advanced and Traded Industries,1,1,Manufacturing,2023,00,33140,Michigan City-La Porte MSA,"Some college, no degree",42843.635880378344
Advanced and Traded Industries,1,1,Manufacturing,2023,00,34620,Muncie MSA,No formal educational credential,34753.04860575974
Advanced and Traded Industries,1,1,Manufacturing,2021,00,45460,Terre Haute MSA,"Some college, no degree",37609.01418329557
Advanced and Traded Industries,1,1,Manufacturing,2020,0,00000,United States,Bachelor's degree,96618.93771174477
Advanced and Traded Industries,1,2,Logistics,2023,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",44485.18679576524
Advanced and Traded Industries,1,2,Logistics,2022,00,45460,Terre Haute MSA,Bachelor's degree,76678.55633156333
Advanced and Traded Industries,1,3,Advanced and Traded Services,2019,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,72225.47207534571
Advanced and Traded Industries,1,2,Logistics,2024,00,34620,Muncie MSA,Master's degree,66435.2
Advanced and Traded Industries,1,2,Logistics,2019,00,18020,Columbus MSA,"Some college, no degree",37324.84189255528
Advanced and Traded Industries,1,3,Advanced and Traded Services,2021,00,21140,Elkhart-Goshen MSA,Master's degree,63223.86245032641
Advanced and Traded Industries,1,2,Logistics,2022,00,31140,Louisville/Jefferson County MSA,No formal educational credential,41611.74647819275
Advanced and Traded Industries,1,2,Logistics,2021,00,23060,Fort Wayne MSA,No formal educational credential,31821.869664375594
Advanced and Traded Industries,1,1,Manufacturing,2022,00,23060,Fort Wayne MSA,Bachelor's degree,83164.19930123283
