cicp_initiative,sector,sector_name,Year,statefips,metrofips,geo_area,entry_level_ed,jobs
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,Associate's degree,19.364175903221316
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,Bachelor's degree,100.24471936477461
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,Doctoral or professional degree,21.523795571846872
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,High school diploma or equivalent,238.4441217154637
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,Master's degree,0.500508487540206
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,No formal educational credential,31.42350226128007
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,Postsecondary nondegree award,23.88993378409465
BioCrossroads,0,,2028,00,45460,Terre Haute MSA,"Some college, no degree",5.54139593548567
BioCrossroads,0,,2028,18,00000,Indiana,Associate's degree,3135.2582391036176
BioCrossroads,0,,2028,18,00000,Indiana,Bachelor's degree,24648.08358340017
BioCrossroads,0,,2028,18,00000,Indiana,Doctoral or professional degree,2328.9151028930623
BioCrossroads,0,,2028,18,00000,Indiana,High school diploma or equivalent,36338.1589118793
BioCrossroads,0,,2028,18,00000,Indiana,Master's degree,214.61030993056895
BioCrossroads,0,,2028,18,00000,Indiana,No formal educational credential,4330.051287316231
BioCrossroads,0,,2028,18,00000,Indiana,Postsecondary nondegree award,1831.6189047857551
BioCrossroads,0,,2028,18,00000,Indiana,"Some college, no degree",1545.8276756952969
BioCrossroads,0,,2029,0,00000,United States,Associate's degree,130402.7490254557
BioCrossroads,0,,2029,0,00000,United States,Bachelor's degree,1326997.5869529857
BioCrossroads,0,,2029,0,00000,United States,Doctoral or professional degree,142303.4521395508
BioCrossroads,0,,2029,0,00000,United States,High school diploma or equivalent,882947.2416850976
BioCrossroads,0,,2029,0,00000,United States,Master's degree,24329.296219090975
BioCrossroads,0,,2029,0,00000,United States,No formal educational credential,102536.69765659918
BioCrossroads,0,,2029,0,00000,United States,Postsecondary nondegree award,80278.40173731765
BioCrossroads,0,,2029,0,00000,United States,"Some college, no degree",54380.396935517325
BioCrossroads,0,,2029,00,14020,Bloomington MSA,Associate's degree,442.24604671065333
BioCrossroads,0,,2029,00,14020,Bloomington MSA,Bachelor's degree,2550.2130227018292
BioCrossroads,0,,2029,00,14020,Bloomington MSA,Doctoral or professional degree,236.87324667924418
BioCrossroads,0,,2029,00,14020,Bloomington MSA,High school diploma or equivalent,5718.974881309207
BioCrossroads,0,,2029,00,14020,Bloomington MSA,Master's degree,32.84010734503208
BioCrossroads,0,,2029,00,14020,Bloomington MSA,No formal educational credential,313.83012534938825
BioCrossroads,0,,2029,00,14020,Bloomington MSA,Postsecondary nondegree award,28.64775903862271
BioCrossroads,0,,2029,00,14020,Bloomington MSA,"Some college, no degree",168.13262874705617
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,2781.326011345068
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,33628.49629322869
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,2786.366122725065
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,30374.996923727736
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,Master's degree,276.46642180717697
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,4043.5262642211646
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,1938.4435240735036
BioCrossroads,0,,2029,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",1483.9284440757735
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,Associate's degree,896.1087785359863
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,Bachelor's degree,7425.70340107249
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,Doctoral or professional degree,968.3368497906545
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,High school diploma or equivalent,4858.383200925559
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,Master's degree,95.412728738894
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,No formal educational credential,404.8108727545108
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,Postsecondary nondegree award,664.0027488397712
BioCrossroads,0,,2029,00,17140,Cincinnati MSA,"Some college, no degree",317.21392961015727
BioCrossroads,0,,2029,00,18020,Columbus MSA,Associate's degree,33.038902926553675
BioCrossroads,0,,2029,00,18020,Columbus MSA,Bachelor's degree,183.41369620965537
BioCrossroads,0,,2029,00,18020,Columbus MSA,Doctoral or professional degree,57.03464718662115
BioCrossroads,0,,2029,00,18020,Columbus MSA,High school diploma or equivalent,194.28569952503202
BioCrossroads,0,,2029,00,18020,Columbus MSA,Master's degree,1.5951545273267238
BioCrossroads,0,,2029,00,18020,Columbus MSA,No formal educational credential,19.43434747050063
BioCrossroads,0,,2029,00,18020,Columbus MSA,Postsecondary nondegree award,16.926183619228258
BioCrossroads,0,,2029,00,18020,Columbus MSA,"Some college, no degree",4.193046951481851
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,Associate's degree,19.377286323706564
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,Bachelor's degree,155.88061712509148
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,Doctoral or professional degree,45.44041784291102
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,High school diploma or equivalent,220.95821698532163
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,Master's degree,1.128879305434936
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,No formal educational credential,20.641560817604145
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,Postsecondary nondegree award,8.520638134155899
BioCrossroads,0,,2029,00,21140,Elkhart-Goshen MSA,"Some college, no degree",9.422472090299955
BioCrossroads,0,,2029,00,21780,Evansville MSA,Associate's degree,74.72081790045263
BioCrossroads,0,,2029,00,21780,Evansville MSA,Bachelor's degree,503.63576318303177
BioCrossroads,0,,2029,00,21780,Evansville MSA,Doctoral or professional degree,102.61841283372365
BioCrossroads,0,,2029,00,21780,Evansville MSA,High school diploma or equivalent,846.7096616241232
BioCrossroads,0,,2029,00,21780,Evansville MSA,Master's degree,2.661062037009109
BioCrossroads,0,,2029,00,21780,Evansville MSA,No formal educational credential,101.85414889307494
BioCrossroads,0,,2029,00,21780,Evansville MSA,Postsecondary nondegree award,32.54474492653843
BioCrossroads,0,,2029,00,21780,Evansville MSA,"Some college, no degree",17.510696899247904
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,Associate's degree,87.92735531002131
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,Bachelor's degree,653.9347420435288
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,Doctoral or professional degree,30.89148136654091
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,High school diploma or equivalent,1420.7358805239398
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,Master's degree,1.3576775468401983
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,No formal educational credential,131.68226860261183
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,Postsecondary nondegree award,45.47137833806327
BioCrossroads,0,,2029,00,23060,Fort Wayne MSA,"Some college, no degree",49.377054857808304
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,Associate's degree,1462.0362583499189
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,12813.44901781823
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,1248.812167064763
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,15154.589269162421
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,Master's degree,84.24132468363835
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,No formal educational credential,1930.5107829760564
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,Postsecondary nondegree award,761.4746250601063
BioCrossroads,0,,2029,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",608.4980178292291
BioCrossroads,0,,2029,00,29020,Kokomo MSA,Associate's degree,18.071953249114557
BioCrossroads,0,,2029,00,29020,Kokomo MSA,Bachelor's degree,26.910219381274395
BioCrossroads,0,,2029,00,29020,Kokomo MSA,Doctoral or professional degree,2.7542192616896113
BioCrossroads,0,,2029,00,29020,Kokomo MSA,High school diploma or equivalent,24.441605785898396
BioCrossroads,0,,2029,00,29020,Kokomo MSA,Master's degree,8.2593544828584
BioCrossroads,0,,2029,00,29020,Kokomo MSA,No formal educational credential,0.9246727199768974
BioCrossroads,0,,2029,00,29020,Kokomo MSA,Postsecondary nondegree award,16.584472320012154
BioCrossroads,0,,2029,00,29020,Kokomo MSA,"Some college, no degree",0.554393515810299
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,Associate's degree,150.88097349795208
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,Bachelor's degree,937.6770023134901
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,Doctoral or professional degree,58.03515049839639
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,1259.5863359112252
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,Master's degree,25.383355679742174
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,186.89100949431776
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,Postsecondary nondegree award,74.03496870451058
BioCrossroads,0,,2029,00,29200,Lafayette-West Lafayette MSA,"Some college, no degree",38.248536320256036
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,Associate's degree,295.5711862316963
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,2650.243855194234
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,182.25288431535827
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,2607.131401534745
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,Master's degree,32.4622818449969
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,No formal educational credential,343.1596616720466
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,Postsecondary nondegree award,291.18718226701975
BioCrossroads,0,,2029,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",284.9437126328378
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,Associate's degree,32.065647791847596
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,Bachelor's degree,49.02717146763158
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,13.224479105391886
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,129.71365887372505
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,No formal educational credential,18.03051618582868
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,Postsecondary nondegree award,17.204117589804056
BioCrossroads,0,,2029,00,33140,Michigan City-La Porte MSA,"Some college, no degree",3.3295913961514
BioCrossroads,0,,2029,00,34620,Muncie MSA,Associate's degree,11.460435460822183
BioCrossroads,0,,2029,00,34620,Muncie MSA,Bachelor's degree,25.994132893700076
BioCrossroads,0,,2029,00,34620,Muncie MSA,Doctoral or professional degree,10.36817640654797
BioCrossroads,0,,2029,00,34620,Muncie MSA,High school diploma or equivalent,30.74784482172771
BioCrossroads,0,,2029,00,34620,Muncie MSA,Master's degree,0.006002072568798211
BioCrossroads,0,,2029,00,34620,Muncie MSA,No formal educational credential,6.1414947133416655
BioCrossroads,0,,2029,00,34620,Muncie MSA,Postsecondary nondegree award,6.828338592020902
BioCrossroads,0,,2029,00,34620,Muncie MSA,"Some college, no degree",2.4531275676113347
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,Associate's degree,60.798970995825734
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,511.68803020549694
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,Doctoral or professional degree,42.342917455782384
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,High school diploma or equivalent,757.9264247993135
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,Master's degree,0.00718407457827
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,No formal educational credential,75.15914290952124
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,Postsecondary nondegree award,37.61680190071905
BioCrossroads,0,,2029,00,43780,South Bend-Mishawaka MSA,"Some college, no degree",32.345422986754784
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,Associate's degree,18.265269357232356
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,Bachelor's degree,96.36299986055
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,Doctoral or professional degree,20.715846414307645
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,High school diploma or equivalent,232.05157909501833
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,Master's degree,0.488105954563905
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,No formal educational credential,31.083340878847956
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,Postsecondary nondegree award,21.63788703313119
BioCrossroads,0,,2029,00,45460,Terre Haute MSA,"Some college, no degree",5.444810138187308
BioCrossroads,0,,2029,18,00000,Indiana,Associate's degree,3156.635911668758
BioCrossroads,0,,2029,18,00000,Indiana,Bachelor's degree,24842.451880560744
BioCrossroads,0,,2029,18,00000,Indiana,Doctoral or professional degree,2339.6993616878913
BioCrossroads,0,,2029,18,00000,Indiana,High school diploma or equivalent,36345.89412127508
BioCrossroads,0,,2029,18,00000,Indiana,Master's degree,218.4994763226323
BioCrossroads,0,,2029,18,00000,Indiana,No formal educational credential,4341.3102166010485
BioCrossroads,0,,2029,18,00000,Indiana,Postsecondary nondegree award,1831.1081399939317
BioCrossroads,0,,2029,18,00000,Indiana,"Some college, no degree",1547.0544126472178
Conexus,1,Manufacturing,2019,0,00000,United States,Associate's degree,288100.6970639074
Conexus,1,Manufacturing,2019,0,00000,United States,Bachelor's degree,2354462.738814885
Conexus,1,Manufacturing,2019,0,00000,United States,Doctoral or professional degree,23749.477417452417
Conexus,1,Manufacturing,2019,0,00000,United States,High school diploma or equivalent,8178415.739606496
Conexus,1,Manufacturing,2019,0,00000,United States,Master's degree,5996.301554522586
Conexus,1,Manufacturing,2019,0,00000,United States,No formal educational credential,1509331.8573605246
Conexus,1,Manufacturing,2019,0,00000,United States,Postsecondary nondegree award,303813.9769214665
Conexus,1,Manufacturing,2019,0,00000,United States,"Some college, no degree",148846.35516155098
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,Associate's degree,330.30741849438124
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,Bachelor's degree,2191.883906192096
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,Doctoral or professional degree,103.93085168782028
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,High school diploma or equivalent,6165.53785612377
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,Master's degree,6.68813556041
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,No formal educational credential,603.163771092997
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,Postsecondary nondegree award,88.99688384041016
Conexus,1,Manufacturing,2019,00,14020,Bloomington MSA,"Some college, no degree",88.28838528738723
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,7262.807437164481
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,76486.83773275513
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,912.6074527916428
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,259741.82961427423
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,Master's degree,194.72430004430345
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,50405.33478044173
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,9093.972793831488
Conexus,1,Manufacturing,2019,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",4226.122749052481
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,Associate's degree,2616.93289772784
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,Bachelor's degree,22052.46478409571
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,Doctoral or professional degree,118.4912994632583
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,High school diploma or equivalent,79742.38906506322
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,Master's degree,30.408222475797363
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,No formal educational credential,12367.897256489869
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,Postsecondary nondegree award,3238.1683525822964
Conexus,1,Manufacturing,2019,00,17140,Cincinnati MSA,"Some college, no degree",1291.637621131475
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,Associate's degree,719.2167916095959
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,Bachelor's degree,5273.0161626698045
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,Doctoral or professional degree,24.27011511137468
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,High school diploma or equivalent,12054.235020289341
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,No formal educational credential,1370.541587324227
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,Postsecondary nondegree award,430.6887863034323
Conexus,1,Manufacturing,2019,00,18020,Columbus MSA,"Some college, no degree",202.92333723889595
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,Associate's degree,567.0023602536617
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,Bachelor's degree,5100.63224410725
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,Doctoral or professional degree,4.60072602585
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,High school diploma or equivalent,54311.01350675957
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,No formal educational credential,4703.81900243763
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,Postsecondary nondegree award,864.7812977649072
Conexus,1,Manufacturing,2019,00,21140,Elkhart-Goshen MSA,"Some college, no degree",451.77349786552355
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,Associate's degree,375.8498287331763
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,Bachelor's degree,2187.1737283630473
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,Doctoral or professional degree,20.24493941599323
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,High school diploma or equivalent,12986.178879922221
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,No formal educational credential,2094.118892790628
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,Postsecondary nondegree award,425.34147448629903
Conexus,1,Manufacturing,2019,00,21780,Evansville MSA,"Some college, no degree",167.75879657919015
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Associate's degree,746.1392500990173
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Bachelor's degree,5525.692496154625
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Doctoral or professional degree,17.249589867686733
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,High school diploma or equivalent,27141.764547236882
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Master's degree,19.669774792693698
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,No formal educational credential,3458.768468257173
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,Postsecondary nondegree award,691.8337417210282
Conexus,1,Manufacturing,2019,00,23060,Fort Wayne MSA,"Some college, no degree",347.2383182744074
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Associate's degree,2067.945482446743
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,18602.05851366372
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,553.9734329522518
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,59364.49929276272
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Master's degree,110.57299555216795
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,No formal educational credential,9928.168470681496
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Postsecondary nondegree award,2021.0494382848592
Conexus,1,Manufacturing,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",904.987369768894
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,Associate's degree,143.164452936972
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,Bachelor's degree,1403.3301256295458
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,Doctoral or professional degree,2.608103000194
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,High school diploma or equivalent,8646.725569210827
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,No formal educational credential,461.97112807524326
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,Postsecondary nondegree award,531.1680634330627
Conexus,1,Manufacturing,2019,00,29020,Kokomo MSA,"Some college, no degree",68.44445409518775
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,Associate's degree,389.38739110003957
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,Bachelor's degree,2353.1283710959415
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,Doctoral or professional degree,8.15626756488
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,15319.287399470228
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,Master's degree,2.2211650871383
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,2035.4331839519457
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,Postsecondary nondegree award,233.73469434135723
Conexus,1,Manufacturing,2019,00,29200,Lafayette-West Lafayette MSA,"Some college, no degree",103.8769450507513
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Associate's degree,1500.3561754720113
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,10127.80955645925
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,26.824809578169816
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,62303.1011584515
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Master's degree,39.12720131032139
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,No formal educational credential,8890.939047860982
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,Postsecondary nondegree award,1795.0361470514106
Conexus,1,Manufacturing,2019,00,31140,Louisville/Jefferson County MSA,"Some college, no degree",830.6587300765998
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,Associate's degree,137.21591617414555
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,Bachelor's degree,1024.0445349440104
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,8.108080694433701
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,5649.042653761975
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,Master's degree,15.9904803754
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,No formal educational credential,1024.1751400394203
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,Postsecondary nondegree award,136.32622297124195
Conexus,1,Manufacturing,2019,00,33140,Michigan City-La Porte MSA,"Some college, no degree",78.7122506746748
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,Associate's degree,108.41118233494132
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,Bachelor's degree,515.8201009828164
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,High school diploma or equivalent,2929.916497208902
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,No formal educational credential,283.770144338677
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,Postsecondary nondegree award,176.03012586262008
Conexus,1,Manufacturing,2019,00,34620,Muncie MSA,"Some college, no degree",34.85111756605656
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,Associate's degree,308.90417556775367
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,2149.230292882725
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,Doctoral or professional degree,7.775420469806649
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,High school diploma or equivalent,12547.00110215142
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,Master's degree,6.194133625633021
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,No formal educational credential,1634.5413916061764
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,Postsecondary nondegree award,491.0817577894846
Conexus,1,Manufacturing,2019,00,43780,South Bend-Mishawaka MSA,"Some college, no degree",133.75273047319007
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,Associate's degree,225.29813542570912
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,Bachelor's degree,1140.1469054278657
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,Doctoral or professional degree,13.656163639752
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,High school diploma or equivalent,7396.639454747887
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,Master's degree,10.508219541751
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,No formal educational credential,866.7590235089796
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,Postsecondary nondegree award,220.38845171644772
Conexus,1,Manufacturing,2019,00,45460,Terre Haute MSA,"Some college, no degree",82.39601208124324
Conexus,1,Manufacturing,2019,18,00000,Indiana,Associate's degree,9443.525192316702
Conexus,1,Manufacturing,2019,18,00000,Indiana,Bachelor's degree,71086.24381481641
Conexus,1,Manufacturing,2019,18,00000,Indiana,Doctoral or professional degree,827.7654440813435
Conexus,1,Manufacturing,2019,18,00000,Indiana,High school diploma or equivalent,391381.9047078403
Conexus,1,Manufacturing,2019,18,00000,Indiana,Master's degree,209.196366983322
Conexus,1,Manufacturing,2019,18,00000,Indiana,No formal educational credential,53022.39653230415
Conexus,1,Manufacturing,2019,18,00000,Indiana,Postsecondary nondegree award,10994.099411304986
Conexus,1,Manufacturing,2019,18,00000,Indiana,"Some college, no degree",4838.24090964301
Conexus,1,Manufacturing,2020,0,00000,United States,Associate's degree,268414.9336470987
Conexus,1,Manufacturing,2020,0,00000,United States,Bachelor's degree,2274106.299790616
Conexus,1,Manufacturing,2020,0,00000,United States,Doctoral or professional degree,23115.550564946065
Conexus,1,Manufacturing,2020,0,00000,United States,High school diploma or equivalent,7666286.5095553715
Conexus,1,Manufacturing,2020,0,00000,United States,Master's degree,5695.471990679628
