year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2020,00,17140,Cincinnati MSA,TechPoint,19-2031,Chemists,25.7839407266122
2020,00,17140,Cincinnati MSA,TechPoint,19-2032,Materials Scientists,3.5574731603589997
2020,00,17140,Cincinnati MSA,TechPoint,19-2041,"Environmental Scientists and Specialists, Including Health",2.9046701545094
2020,00,17140,Cincinnati MSA,TechPoint,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-2043,Hydrologists,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-2099,"Physical Scientists, All Other",2.2074482167290004
2020,00,17140,Cincinnati MSA,TechPoint,19-4012,Agricultural Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4013,Food Science Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4021,Biological Technicians,7.555234892294399
2020,00,17140,Cincinnati MSA,TechPoint,19-4031,Chemical Technicians,13.417684842470798
2020,00,17140,Cincinnati MSA,TechPoint,19-4042,"Environmental Science and Protection Technicians, Including Health",0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4044,Hydrologic Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4051,Nuclear Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4071,Forest and Conservation Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4092,Forensic Science Technicians,0.0
2020,00,17140,Cincinnati MSA,TechPoint,19-4099,"Life, Physical, and Social Science Technicians, All Other",4.1432275797710005
2020,00,17140,Cincinnati MSA,TechPoint,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",581.4674999475882
2020,00,17140,Cincinnati MSA,TechPoint,41-9031,Sales Engineers,304.83714572216223
2020,00,18020,Columbus MSA,Advanced and Traded Industries,11-3021,Computer and Information Systems Managers,205.3346681888115
2020,00,18020,Columbus MSA,Advanced and Traded Industries,11-9041,Architectural and Engineering Managers,282.4904789404824
2020,00,18020,Columbus MSA,Advanced and Traded Industries,11-9121,Natural Sciences Managers,40.90148969847412
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1211,Computer Systems Analysts,510.49871787268927
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1212,Information Security Analysts,66.04706904156838
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1221,Computer and Information Research Scientists,17.87644538662796
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1231,Computer Network Support Specialists,92.63803972702267
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1232,Computer User Support Specialists,183.78565589437204
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1241,Computer Network Architects,145.85618010488233
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1242,Database Administrators,59.969666074027316
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1243,Database Architects,9.455749053311774
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1244,Network and Computer Systems Administrators,174.97511762385545
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1251,Computer Programmers,43.65461597911521
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1252,Software Developers,431.1496579239244
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1253,Software Quality Assurance Analysts and Testers,91.5996877293562
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1254,Web Developers,25.1896233721191
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1255,Web and Digital Interface Designers,27.85358195710473
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-1299,"Computer Occupations, All Other",47.390377349964744
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2011,Actuaries,0.5191598897494581
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2021,Mathematicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2031,Operations Research Analysts,25.938834699962953
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2041,Statisticians,14.50083470275092
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2051,Data Scientists,58.40498092490877
2020,00,18020,Columbus MSA,Advanced and Traded Industries,15-2099,"Mathematical Science Occupations, All Other",0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-1011,"Architects, Except Landscape and Naval",41.05328632896
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-1012,Landscape Architects,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-1021,Cartographers and Photogrammetrists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-1022,Surveyors,27.084765034706002
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2011,Aerospace Engineers,4.617262269024219
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2021,Agricultural Engineers,16.1525626640783
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2031,Bioengineers and Biomedical Engineers,124.0590410032746
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2041,Chemical Engineers,210.63665636205562
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2051,Civil Engineers,111.54659643028957
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2061,Computer Hardware Engineers,7.9297356097162
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2071,Electrical Engineers,120.52610428845664
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2072,"Electronics Engineers, Except Computer",259.4227491444123
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2081,Environmental Engineers,21.12508437244434
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",114.94457210154886
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2112,Industrial Engineers,1664.9385587215945
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2121,Marine Engineers and Naval Architects,50.216381679627325
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2131,Materials Engineers,198.58374583481032
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2141,Mechanical Engineers,2179.8227690609087
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",16.477493754334002
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2161,Nuclear Engineers,30.45294717065336
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2171,Petroleum Engineers,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-2199,"Engineers, All Other",170.47067382052742
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3011,Architectural and Civil Drafters,12.23453518170592
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3012,Electrical and Electronics Drafters,2.89082564074
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3013,Mechanical Drafters,157.90237844743686
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3019,"Drafters, All Other",0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3022,Civil Engineering Technologists and Technicians,10.5721940177609
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3023,Electrical and Electronic Engineering Technologists and Technicians,78.25757834143847
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,44.747240279064435
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3025,Environmental Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3026,Industrial Engineering Technologists and Technicians,526.4992678580774
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3027,Mechanical Engineering Technologists and Technicians,427.0098011440412
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3028,Calibration Technologists and Technicians,32.104188943104916
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",56.79595931363124
2020,00,18020,Columbus MSA,Advanced and Traded Industries,17-3031,Surveying and Mapping Technicians,21.79401793833
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1011,Animal Scientists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1012,Food Scientists and Technologists,2.14744989134
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1013,Soil and Plant Scientists,0.0043368389092200005
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1021,Biochemists and Biophysicists,8.27125238583176
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1022,Microbiologists,9.435960267719999
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1023,Zoologists and Wildlife Biologists,2.3347223121016
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1029,"Biological Scientists, All Other",0.016819287341548
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1031,Conservation Scientists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1032,Foresters,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1041,Epidemiologists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1042,"Medical Scientists, Except Epidemiologists",29.5950459527224
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-1099,"Life Scientists, All Other",0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2011,Astronomers,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2012,Physicists,0.00706732836966
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2021,Atmospheric and Space Scientists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2031,Chemists,48.997357530860356
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2032,Materials Scientists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2041,"Environmental Scientists and Specialists, Including Health",14.779830987863958
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2042,"Geoscientists, Except Hydrologists and Geographers",2.515862129765192
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2043,Hydrologists,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-2099,"Physical Scientists, All Other",12.812148384531401
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4012,Agricultural Technicians,3.50315866492
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4013,Food Science Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4021,Biological Technicians,15.403182781586281
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4031,Chemical Technicians,82.67872524811608
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4042,"Environmental Science and Protection Technicians, Including Health",16.348606224667012
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4043,"Geological Technicians, Except Hydrologic Technicians",6.94909114536
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4044,Hydrologic Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4051,Nuclear Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4071,Forest and Conservation Technicians,0.0
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4092,Forensic Science Technicians,2.43569274628
2020,00,18020,Columbus MSA,Advanced and Traded Industries,19-4099,"Life, Physical, and Social Science Technicians, All Other",21.9499572727893
2020,00,18020,Columbus MSA,Advanced and Traded Industries,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",227.2379084590818
2020,00,18020,Columbus MSA,Advanced and Traded Industries,41-9031,Sales Engineers,55.35135222211569
2020,00,18020,Columbus MSA,AgriNovus,11-3021,Computer and Information Systems Managers,0.0120831278793
2020,00,18020,Columbus MSA,AgriNovus,11-9041,Architectural and Engineering Managers,0.0
2020,00,18020,Columbus MSA,AgriNovus,11-9121,Natural Sciences Managers,0.347180009232
2020,00,18020,Columbus MSA,AgriNovus,15-1211,Computer Systems Analysts,0.06272076871379999
2020,00,18020,Columbus MSA,AgriNovus,15-1212,Information Security Analysts,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1221,Computer and Information Research Scientists,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1231,Computer Network Support Specialists,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1232,Computer User Support Specialists,0.02507658726039
2020,00,18020,Columbus MSA,AgriNovus,15-1241,Computer Network Architects,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1242,Database Administrators,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1243,Database Architects,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1244,Network and Computer Systems Administrators,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1251,Computer Programmers,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1252,Software Developers,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1253,Software Quality Assurance Analysts and Testers,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1254,Web Developers,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1255,Web and Digital Interface Designers,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-1299,"Computer Occupations, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,15-2011,Actuaries,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-2021,Mathematicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-2031,Operations Research Analysts,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-2041,Statisticians,0.0876884650698
2020,00,18020,Columbus MSA,AgriNovus,15-2051,Data Scientists,0.0
2020,00,18020,Columbus MSA,AgriNovus,15-2099,"Mathematical Science Occupations, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-1011,"Architects, Except Landscape and Naval",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-1012,Landscape Architects,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-1021,Cartographers and Photogrammetrists,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-1022,Surveyors,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2011,Aerospace Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2021,Agricultural Engineers,8.32290539508
2020,00,18020,Columbus MSA,AgriNovus,17-2031,Bioengineers and Biomedical Engineers,1.06999636866
2020,00,18020,Columbus MSA,AgriNovus,17-2041,Chemical Engineers,2.2065836123160003
2020,00,18020,Columbus MSA,AgriNovus,17-2051,Civil Engineers,0.009158419412219999
2020,00,18020,Columbus MSA,AgriNovus,17-2061,Computer Hardware Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2071,Electrical Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2072,"Electronics Engineers, Except Computer",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2081,Environmental Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.19666564412940002
2020,00,18020,Columbus MSA,AgriNovus,17-2112,Industrial Engineers,3.721287222715711
2020,00,18020,Columbus MSA,AgriNovus,17-2121,Marine Engineers and Naval Architects,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2131,Materials Engineers,0.1403081295039
2020,00,18020,Columbus MSA,AgriNovus,17-2141,Mechanical Engineers,0.0806802042705
2020,00,18020,Columbus MSA,AgriNovus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2161,Nuclear Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2171,Petroleum Engineers,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-2199,"Engineers, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3011,Architectural and Civil Drafters,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3012,Electrical and Electronics Drafters,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3013,Mechanical Drafters,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3019,"Drafters, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3022,Civil Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3025,Environmental Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3026,Industrial Engineering Technologists and Technicians,0.5143691042664
2020,00,18020,Columbus MSA,AgriNovus,17-3027,Mechanical Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3028,Calibration Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,17-3031,Surveying and Mapping Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1011,Animal Scientists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1012,Food Scientists and Technologists,0.01608069077871
2020,00,18020,Columbus MSA,AgriNovus,19-1013,Soil and Plant Scientists,0.0912163368999
2020,00,18020,Columbus MSA,AgriNovus,19-1021,Biochemists and Biophysicists,0.1204102605648
2020,00,18020,Columbus MSA,AgriNovus,19-1022,Microbiologists,0.0824941520802
2020,00,18020,Columbus MSA,AgriNovus,19-1023,Zoologists and Wildlife Biologists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1029,"Biological Scientists, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1031,Conservation Scientists,1.6084666866930002
2020,00,18020,Columbus MSA,AgriNovus,19-1032,Foresters,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1041,Epidemiologists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-1042,"Medical Scientists, Except Epidemiologists",0.4776306197022
2020,00,18020,Columbus MSA,AgriNovus,19-1099,"Life Scientists, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2011,Astronomers,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2012,Physicists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2021,Atmospheric and Space Scientists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2031,Chemists,0.3382661326905
2020,00,18020,Columbus MSA,AgriNovus,19-2032,Materials Scientists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2041,"Environmental Scientists and Specialists, Including Health",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2043,Hydrologists,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-2099,"Physical Scientists, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4012,Agricultural Technicians,0.037561337303100004
2020,00,18020,Columbus MSA,AgriNovus,19-4013,Food Science Technicians,0.00918746407329
2020,00,18020,Columbus MSA,AgriNovus,19-4021,Biological Technicians,0.1504400226648
2020,00,18020,Columbus MSA,AgriNovus,19-4031,Chemical Technicians,0.3267543826686
2020,00,18020,Columbus MSA,AgriNovus,19-4042,"Environmental Science and Protection Technicians, Including Health",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4044,Hydrologic Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4051,Nuclear Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4071,Forest and Conservation Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4092,Forensic Science Technicians,0.0
2020,00,18020,Columbus MSA,AgriNovus,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.0
2020,00,18020,Columbus MSA,AgriNovus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.77334370456182
2020,00,18020,Columbus MSA,AgriNovus,41-9031,Sales Engineers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,11-3021,Computer and Information Systems Managers,0.3062460895561454
2020,00,18020,Columbus MSA,BioCrossroads,11-9041,Architectural and Engineering Managers,2.8317918540734692
2020,00,18020,Columbus MSA,BioCrossroads,11-9121,Natural Sciences Managers,20.33805376989691
2020,00,18020,Columbus MSA,BioCrossroads,15-1211,Computer Systems Analysts,4.360714866071357
2020,00,18020,Columbus MSA,BioCrossroads,15-1212,Information Security Analysts,0.00475549723677632
2020,00,18020,Columbus MSA,BioCrossroads,15-1221,Computer and Information Research Scientists,1.93596314066247
2020,00,18020,Columbus MSA,BioCrossroads,15-1231,Computer Network Support Specialists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1232,Computer User Support Specialists,0.39473842386128005
2020,00,18020,Columbus MSA,BioCrossroads,15-1241,Computer Network Architects,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1242,Database Administrators,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1243,Database Architects,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1244,Network and Computer Systems Administrators,0.43639169733976
2020,00,18020,Columbus MSA,BioCrossroads,15-1251,Computer Programmers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1252,Software Developers,2.47832845966519
2020,00,18020,Columbus MSA,BioCrossroads,15-1253,Software Quality Assurance Analysts and Testers,0.27725010798480004
2020,00,18020,Columbus MSA,BioCrossroads,15-1254,Web Developers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1255,Web and Digital Interface Designers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-1299,"Computer Occupations, All Other",0.00441097305681018
2020,00,18020,Columbus MSA,BioCrossroads,15-2011,Actuaries,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-2021,Mathematicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-2031,Operations Research Analysts,0.0
2020,00,18020,Columbus MSA,BioCrossroads,15-2041,Statisticians,3.27063575447416
2020,00,18020,Columbus MSA,BioCrossroads,15-2051,Data Scientists,0.007832887589321
2020,00,18020,Columbus MSA,BioCrossroads,15-2099,"Mathematical Science Occupations, All Other",0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-1011,"Architects, Except Landscape and Naval",0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-1012,Landscape Architects,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-1021,Cartographers and Photogrammetrists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-1022,Surveyors,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-2011,Aerospace Engineers,0.0046779339145800805
2020,00,18020,Columbus MSA,BioCrossroads,17-2021,Agricultural Engineers,0.44431031443080005
2020,00,18020,Columbus MSA,BioCrossroads,17-2031,Bioengineers and Biomedical Engineers,89.00000441393617
2020,00,18020,Columbus MSA,BioCrossroads,17-2041,Chemical Engineers,32.72597332542162
2020,00,18020,Columbus MSA,BioCrossroads,17-2051,Civil Engineers,1.16942014758312
2020,00,18020,Columbus MSA,BioCrossroads,17-2061,Computer Hardware Engineers,0.008831509561589481
2020,00,18020,Columbus MSA,BioCrossroads,17-2071,Electrical Engineers,0.5927970752482825
2020,00,18020,Columbus MSA,BioCrossroads,17-2072,"Electronics Engineers, Except Computer",2.4928389405573093
2020,00,18020,Columbus MSA,BioCrossroads,17-2081,Environmental Engineers,0.4132512362816
2020,00,18020,Columbus MSA,BioCrossroads,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",9.0710332277648
2020,00,18020,Columbus MSA,BioCrossroads,17-2112,Industrial Engineers,26.51132180225948
2020,00,18020,Columbus MSA,BioCrossroads,17-2121,Marine Engineers and Naval Architects,3.130808487576008
2020,00,18020,Columbus MSA,BioCrossroads,17-2131,Materials Engineers,8.677101031338397
2020,00,18020,Columbus MSA,BioCrossroads,17-2141,Mechanical Engineers,15.680966576473072
2020,00,18020,Columbus MSA,BioCrossroads,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-2161,Nuclear Engineers,2.0796158200099644
2020,00,18020,Columbus MSA,BioCrossroads,17-2171,Petroleum Engineers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-2199,"Engineers, All Other",1.715219103504811
2020,00,18020,Columbus MSA,BioCrossroads,17-3011,Architectural and Civil Drafters,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3012,Electrical and Electronics Drafters,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3013,Mechanical Drafters,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3019,"Drafters, All Other",0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3022,Civil Engineering Technologists and Technicians,0.55994990089728
2020,00,18020,Columbus MSA,BioCrossroads,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.34655966850488
2020,00,18020,Columbus MSA,BioCrossroads,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3025,Environmental Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,17-3026,Industrial Engineering Technologists and Technicians,23.04688752682832
2020,00,18020,Columbus MSA,BioCrossroads,17-3027,Mechanical Engineering Technologists and Technicians,0.69792738988696
2020,00,18020,Columbus MSA,BioCrossroads,17-3028,Calibration Technologists and Technicians,1.09758929261568
2020,00,18020,Columbus MSA,BioCrossroads,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.012794748437443201
2020,00,18020,Columbus MSA,BioCrossroads,17-3031,Surveying and Mapping Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1011,Animal Scientists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1012,Food Scientists and Technologists,0.24910418739544002
2020,00,18020,Columbus MSA,BioCrossroads,19-1013,Soil and Plant Scientists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1021,Biochemists and Biophysicists,4.519483105960991
2020,00,18020,Columbus MSA,BioCrossroads,19-1022,Microbiologists,3.52539907235208
2020,00,18020,Columbus MSA,BioCrossroads,19-1023,Zoologists and Wildlife Biologists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1029,"Biological Scientists, All Other",0.01064892074712322
2020,00,18020,Columbus MSA,BioCrossroads,19-1031,Conservation Scientists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1032,Foresters,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1041,Epidemiologists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-1042,"Medical Scientists, Except Epidemiologists",24.64549399533804
2020,00,18020,Columbus MSA,BioCrossroads,19-1099,"Life Scientists, All Other",0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-2011,Astronomers,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-2012,Physicists,0.0067681098802538
2020,00,18020,Columbus MSA,BioCrossroads,19-2021,Atmospheric and Space Scientists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-2031,Chemists,13.618925076177222
2020,00,18020,Columbus MSA,BioCrossroads,19-2032,Materials Scientists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-2041,"Environmental Scientists and Specialists, Including Health",0.95998330772696
2020,00,18020,Columbus MSA,BioCrossroads,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
