year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2028,00,14020,Bloomington MSA,AgriNovus,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,AgriNovus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.23853352844674808
2028,00,14020,Bloomington MSA,AgriNovus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,17-3026,Industrial Engineering Technologists and Technicians,4.212601589048879
2028,00,14020,Bloomington MSA,AgriNovus,17-3027,Mechanical Engineering Technologists and Technicians,0.22761652978445404
2028,00,14020,Bloomington MSA,AgriNovus,17-3028,Calibration Technologists and Technicians,0.346078972003236
2028,00,14020,Bloomington MSA,AgriNovus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.211502611177026
2028,00,14020,Bloomington MSA,AgriNovus,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-1011,Animal Scientists,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-1012,Food Scientists and Technologists,69.8616640860894
2028,00,14020,Bloomington MSA,AgriNovus,19-1013,Soil and Plant Scientists,0.1237697297823
2028,00,14020,Bloomington MSA,AgriNovus,19-1021,Biochemists and Biophysicists,10.7528460273069
2028,00,14020,Bloomington MSA,AgriNovus,19-1022,Microbiologists,1.0067372511711479
2028,00,14020,Bloomington MSA,AgriNovus,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-1029,"Biological Scientists, All Other",0.134578263829122
2028,00,14020,Bloomington MSA,AgriNovus,19-1031,Conservation Scientists,1.4439244403729998
2028,00,14020,Bloomington MSA,AgriNovus,19-1032,Foresters,0.1131634344162
2028,00,14020,Bloomington MSA,AgriNovus,19-1041,Epidemiologists,0.062372450788999806
2028,00,14020,Bloomington MSA,AgriNovus,19-1042,"Medical Scientists, Except Epidemiologists",0.856673813456034
2028,00,14020,Bloomington MSA,AgriNovus,19-1099,"Life Scientists, All Other",0.40197337633283997
2028,00,14020,Bloomington MSA,AgriNovus,19-2011,Astronomers,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-2012,Physicists,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-2021,Atmospheric and Space Scientists,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-2031,Chemists,7.16116097366622
2028,00,14020,Bloomington MSA,AgriNovus,19-2032,Materials Scientists,0.247449264187302
2028,00,14020,Bloomington MSA,AgriNovus,19-2041,"Environmental Scientists and Specialists, Including Health",0.10738263051178021
2028,00,14020,Bloomington MSA,AgriNovus,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-2043,Hydrologists,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-2099,"Physical Scientists, All Other",0.08336751980327581
2028,00,14020,Bloomington MSA,AgriNovus,19-4012,Agricultural Technicians,0.1206411801776244
2028,00,14020,Bloomington MSA,AgriNovus,19-4013,Food Science Technicians,13.648401913664173
2028,00,14020,Bloomington MSA,AgriNovus,19-4021,Biological Technicians,2.7249191939754596
2028,00,14020,Bloomington MSA,AgriNovus,19-4031,Chemical Technicians,2.8855769265554403
2028,00,14020,Bloomington MSA,AgriNovus,19-4042,"Environmental Science and Protection Technicians, Including Health",0.17095487530998005
2028,00,14020,Bloomington MSA,AgriNovus,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-4044,Hydrologic Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-4051,Nuclear Technicians,0.12330943345565161
2028,00,14020,Bloomington MSA,AgriNovus,19-4071,Forest and Conservation Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-4092,Forensic Science Technicians,0.0
2028,00,14020,Bloomington MSA,AgriNovus,19-4099,"Life, Physical, and Social Science Technicians, All Other",0.8424369249145379
2028,00,14020,Bloomington MSA,AgriNovus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2.91460542214479
2028,00,14020,Bloomington MSA,AgriNovus,41-9031,Sales Engineers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,11-3021,Computer and Information Systems Managers,60.33749388326315
2028,00,14020,Bloomington MSA,BioCrossroads,11-9041,Architectural and Engineering Managers,102.62598026754692
2028,00,14020,Bloomington MSA,BioCrossroads,11-9121,Natural Sciences Managers,138.32108240151726
2028,00,14020,Bloomington MSA,BioCrossroads,15-1211,Computer Systems Analysts,54.733631349071885
2028,00,14020,Bloomington MSA,BioCrossroads,15-1212,Information Security Analysts,12.107859640682072
2028,00,14020,Bloomington MSA,BioCrossroads,15-1221,Computer and Information Research Scientists,34.591000971650494
2028,00,14020,Bloomington MSA,BioCrossroads,15-1231,Computer Network Support Specialists,20.94833952193546
2028,00,14020,Bloomington MSA,BioCrossroads,15-1232,Computer User Support Specialists,106.23229195263585
2028,00,14020,Bloomington MSA,BioCrossroads,15-1241,Computer Network Architects,36.355719248156824
2028,00,14020,Bloomington MSA,BioCrossroads,15-1242,Database Administrators,15.259522093112441
2028,00,14020,Bloomington MSA,BioCrossroads,15-1243,Database Architects,10.65867699841276
2028,00,14020,Bloomington MSA,BioCrossroads,15-1244,Network and Computer Systems Administrators,24.917614230270196
2028,00,14020,Bloomington MSA,BioCrossroads,15-1251,Computer Programmers,59.731452412801374
2028,00,14020,Bloomington MSA,BioCrossroads,15-1252,Software Developers,73.90310242059267
2028,00,14020,Bloomington MSA,BioCrossroads,15-1253,Software Quality Assurance Analysts and Testers,41.23918075366603
2028,00,14020,Bloomington MSA,BioCrossroads,15-1254,Web Developers,2.25799736852706
2028,00,14020,Bloomington MSA,BioCrossroads,15-1255,Web and Digital Interface Designers,17.4768934603144
2028,00,14020,Bloomington MSA,BioCrossroads,15-1299,"Computer Occupations, All Other",21.772943368650612
2028,00,14020,Bloomington MSA,BioCrossroads,15-2011,Actuaries,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,15-2021,Mathematicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,15-2031,Operations Research Analysts,27.6398953604123
2028,00,14020,Bloomington MSA,BioCrossroads,15-2041,Statisticians,26.253280946800714
2028,00,14020,Bloomington MSA,BioCrossroads,15-2051,Data Scientists,31.602053487165456
2028,00,14020,Bloomington MSA,BioCrossroads,15-2099,"Mathematical Science Occupations, All Other",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-1011,"Architects, Except Landscape and Naval",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-1012,Landscape Architects,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-1021,Cartographers and Photogrammetrists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-1022,Surveyors,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2011,Aerospace Engineers,2.814831318363167
2028,00,14020,Bloomington MSA,BioCrossroads,17-2021,Agricultural Engineers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2031,Bioengineers and Biomedical Engineers,390.4088952888583
2028,00,14020,Bloomington MSA,BioCrossroads,17-2041,Chemical Engineers,49.98793969555506
2028,00,14020,Bloomington MSA,BioCrossroads,17-2051,Civil Engineers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2061,Computer Hardware Engineers,8.597589339954663
2028,00,14020,Bloomington MSA,BioCrossroads,17-2071,Electrical Engineers,47.273649275900176
2028,00,14020,Bloomington MSA,BioCrossroads,17-2072,"Electronics Engineers, Except Computer",8.462264143824841
2028,00,14020,Bloomington MSA,BioCrossroads,17-2081,Environmental Engineers,5.54553460664
2028,00,14020,Bloomington MSA,BioCrossroads,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",7.868256371607799
2028,00,14020,Bloomington MSA,BioCrossroads,17-2112,Industrial Engineers,777.871777016157
2028,00,14020,Bloomington MSA,BioCrossroads,17-2121,Marine Engineers and Naval Architects,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2131,Materials Engineers,21.498182055091807
2028,00,14020,Bloomington MSA,BioCrossroads,17-2141,Mechanical Engineers,82.48817396025962
2028,00,14020,Bloomington MSA,BioCrossroads,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2161,Nuclear Engineers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2171,Petroleum Engineers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-2199,"Engineers, All Other",64.61908230064279
2028,00,14020,Bloomington MSA,BioCrossroads,17-3011,Architectural and Civil Drafters,2.01465751842
2028,00,14020,Bloomington MSA,BioCrossroads,17-3012,Electrical and Electronics Drafters,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-3013,Mechanical Drafters,11.06723854814
2028,00,14020,Bloomington MSA,BioCrossroads,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-3021,Aerospace Engineering and Operations Technologists and Technicians,10.851251016855882
2028,00,14020,Bloomington MSA,BioCrossroads,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-3023,Electrical and Electronic Engineering Technologists and Technicians,27.077440079834233
2028,00,14020,Bloomington MSA,BioCrossroads,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,17-3026,Industrial Engineering Technologists and Technicians,370.7438077799624
2028,00,14020,Bloomington MSA,BioCrossroads,17-3027,Mechanical Engineering Technologists and Technicians,45.7444157268105
2028,00,14020,Bloomington MSA,BioCrossroads,17-3028,Calibration Technologists and Technicians,25.2522967997612
2028,00,14020,Bloomington MSA,BioCrossroads,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",35.33549872834424
2028,00,14020,Bloomington MSA,BioCrossroads,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1011,Animal Scientists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1012,Food Scientists and Technologists,11.772165684327886
2028,00,14020,Bloomington MSA,BioCrossroads,19-1013,Soil and Plant Scientists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1021,Biochemists and Biophysicists,372.24906187404963
2028,00,14020,Bloomington MSA,BioCrossroads,19-1022,Microbiologists,48.637739834602364
2028,00,14020,Bloomington MSA,BioCrossroads,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1029,"Biological Scientists, All Other",18.709784443064716
2028,00,14020,Bloomington MSA,BioCrossroads,19-1031,Conservation Scientists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1032,Foresters,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-1041,Epidemiologists,2.07908169296666
2028,00,14020,Bloomington MSA,BioCrossroads,19-1042,"Medical Scientists, Except Epidemiologists",38.77449946421858
2028,00,14020,Bloomington MSA,BioCrossroads,19-1099,"Life Scientists, All Other",21.32299383345177
2028,00,14020,Bloomington MSA,BioCrossroads,19-2011,Astronomers,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-2012,Physicists,4.0669821294312465
2028,00,14020,Bloomington MSA,BioCrossroads,19-2021,Atmospheric and Space Scientists,2.0780344789375245
2028,00,14020,Bloomington MSA,BioCrossroads,19-2031,Chemists,265.48691415174744
2028,00,14020,Bloomington MSA,BioCrossroads,19-2032,Materials Scientists,11.6557543982634
2028,00,14020,Bloomington MSA,BioCrossroads,19-2041,"Environmental Scientists and Specialists, Including Health",3.5794210170593397
2028,00,14020,Bloomington MSA,BioCrossroads,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-2043,Hydrologists,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-2099,"Physical Scientists, All Other",14.009045550900998
2028,00,14020,Bloomington MSA,BioCrossroads,19-4012,Agricultural Technicians,2.32456569172748
2028,00,14020,Bloomington MSA,BioCrossroads,19-4013,Food Science Technicians,5.88659192931742
2028,00,14020,Bloomington MSA,BioCrossroads,19-4021,Biological Technicians,102.34373610792323
2028,00,14020,Bloomington MSA,BioCrossroads,19-4031,Chemical Technicians,109.22125559477504
2028,00,14020,Bloomington MSA,BioCrossroads,19-4042,"Environmental Science and Protection Technicians, Including Health",8.410255767299384
2028,00,14020,Bloomington MSA,BioCrossroads,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-4044,Hydrologic Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-4051,Nuclear Technicians,4.11031444852172
2028,00,14020,Bloomington MSA,BioCrossroads,19-4071,Forest and Conservation Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-4092,Forensic Science Technicians,0.0
2028,00,14020,Bloomington MSA,BioCrossroads,19-4099,"Life, Physical, and Social Science Technicians, All Other",35.59047094272533
2028,00,14020,Bloomington MSA,BioCrossroads,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",234.47167571246382
2028,00,14020,Bloomington MSA,BioCrossroads,41-9031,Sales Engineers,9.7243137506436
2028,00,14020,Bloomington MSA,Conexus,11-3021,Computer and Information Systems Managers,96.32445607427162
2028,00,14020,Bloomington MSA,Conexus,11-9041,Architectural and Engineering Managers,161.68144047823816
2028,00,14020,Bloomington MSA,Conexus,11-9121,Natural Sciences Managers,182.51077895624707
2028,00,14020,Bloomington MSA,Conexus,15-1211,Computer Systems Analysts,77.97513169289051
2028,00,14020,Bloomington MSA,Conexus,15-1212,Information Security Analysts,14.633498937356038
2028,00,14020,Bloomington MSA,Conexus,15-1221,Computer and Information Research Scientists,22.74087941782179
2028,00,14020,Bloomington MSA,Conexus,15-1231,Computer Network Support Specialists,31.832774549477733
2028,00,14020,Bloomington MSA,Conexus,15-1232,Computer User Support Specialists,190.59643537692088
2028,00,14020,Bloomington MSA,Conexus,15-1241,Computer Network Architects,58.38305324412405
2028,00,14020,Bloomington MSA,Conexus,15-1242,Database Administrators,23.10292159231401
2028,00,14020,Bloomington MSA,Conexus,15-1243,Database Architects,16.27933674526479
2028,00,14020,Bloomington MSA,Conexus,15-1244,Network and Computer Systems Administrators,34.252048593387094
2028,00,14020,Bloomington MSA,Conexus,15-1251,Computer Programmers,91.01117160143872
2028,00,14020,Bloomington MSA,Conexus,15-1252,Software Developers,141.17373449176344
2028,00,14020,Bloomington MSA,Conexus,15-1253,Software Quality Assurance Analysts and Testers,59.0777894096936
2028,00,14020,Bloomington MSA,Conexus,15-1254,Web Developers,3.3931680866763902
2028,00,14020,Bloomington MSA,Conexus,15-1255,Web and Digital Interface Designers,26.85489986255691
2028,00,14020,Bloomington MSA,Conexus,15-1299,"Computer Occupations, All Other",33.6361334277702
2028,00,14020,Bloomington MSA,Conexus,15-2011,Actuaries,0.6554870684159999
2028,00,14020,Bloomington MSA,Conexus,15-2021,Mathematicians,0.0
2028,00,14020,Bloomington MSA,Conexus,15-2031,Operations Research Analysts,37.564858803292715
2028,00,14020,Bloomington MSA,Conexus,15-2041,Statisticians,27.150347066910296
2028,00,14020,Bloomington MSA,Conexus,15-2051,Data Scientists,41.80173136129203
2028,00,14020,Bloomington MSA,Conexus,15-2099,"Mathematical Science Occupations, All Other",0.0
2028,00,14020,Bloomington MSA,Conexus,17-1011,"Architects, Except Landscape and Naval",0.0
2028,00,14020,Bloomington MSA,Conexus,17-1012,Landscape Architects,0.0
2028,00,14020,Bloomington MSA,Conexus,17-1021,Cartographers and Photogrammetrists,0.0
2028,00,14020,Bloomington MSA,Conexus,17-1022,Surveyors,0.0047166188597700005
2028,00,14020,Bloomington MSA,Conexus,17-2011,Aerospace Engineers,0.0046333582563
2028,00,14020,Bloomington MSA,Conexus,17-2021,Agricultural Engineers,0.0
2028,00,14020,Bloomington MSA,Conexus,17-2031,Bioengineers and Biomedical Engineers,577.9849550326051
2028,00,14020,Bloomington MSA,Conexus,17-2041,Chemical Engineers,78.21593534128942
2028,00,14020,Bloomington MSA,Conexus,17-2051,Civil Engineers,0.1154795312286
2028,00,14020,Bloomington MSA,Conexus,17-2061,Computer Hardware Engineers,5.39997928387965
2028,00,14020,Bloomington MSA,Conexus,17-2071,Electrical Engineers,83.90126320378552
2028,00,14020,Bloomington MSA,Conexus,17-2072,"Electronics Engineers, Except Computer",12.23494136884251
2028,00,14020,Bloomington MSA,Conexus,17-2081,Environmental Engineers,8.59150404142902
2028,00,14020,Bloomington MSA,Conexus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",11.8138158090081
2028,00,14020,Bloomington MSA,Conexus,17-2112,Industrial Engineers,1286.2373688721168
2028,00,14020,Bloomington MSA,Conexus,17-2121,Marine Engineers and Naval Architects,0.0
2028,00,14020,Bloomington MSA,Conexus,17-2131,Materials Engineers,33.0864879740082
2028,00,14020,Bloomington MSA,Conexus,17-2141,Mechanical Engineers,147.95902236899724
2028,00,14020,Bloomington MSA,Conexus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2028,00,14020,Bloomington MSA,Conexus,17-2161,Nuclear Engineers,0.0
2028,00,14020,Bloomington MSA,Conexus,17-2171,Petroleum Engineers,0.0
2028,00,14020,Bloomington MSA,Conexus,17-2199,"Engineers, All Other",90.92316035176884
2028,00,14020,Bloomington MSA,Conexus,17-3011,Architectural and Civil Drafters,7.91512932315
2028,00,14020,Bloomington MSA,Conexus,17-3012,Electrical and Electronics Drafters,0.0
2028,00,14020,Bloomington MSA,Conexus,17-3013,Mechanical Drafters,16.616301143056795
2028,00,14020,Bloomington MSA,Conexus,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,Conexus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,14.2875116851254
2028,00,14020,Bloomington MSA,Conexus,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,50.987147473670205
2028,00,14020,Bloomington MSA,Conexus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.00964334216322
2028,00,14020,Bloomington MSA,Conexus,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,17-3026,Industrial Engineering Technologists and Technicians,637.186368116436
2028,00,14020,Bloomington MSA,Conexus,17-3027,Mechanical Engineering Technologists and Technicians,66.52110037445864
2028,00,14020,Bloomington MSA,Conexus,17-3028,Calibration Technologists and Technicians,37.8784451996418
2028,00,14020,Bloomington MSA,Conexus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",50.0249431710513
2028,00,14020,Bloomington MSA,Conexus,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1011,Animal Scientists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1012,Food Scientists and Technologists,76.82862668535601
2028,00,14020,Bloomington MSA,Conexus,19-1013,Soil and Plant Scientists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1021,Biochemists and Biophysicists,540.8862505811549
2028,00,14020,Bloomington MSA,Conexus,19-1022,Microbiologists,70.1528965182474
2028,00,14020,Bloomington MSA,Conexus,19-1023,Zoologists and Wildlife Biologists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1029,"Biological Scientists, All Other",18.4861878052461
2028,00,14020,Bloomington MSA,Conexus,19-1031,Conservation Scientists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1032,Foresters,0.0
2028,00,14020,Bloomington MSA,Conexus,19-1041,Epidemiologists,3.1186225394499902
2028,00,14020,Bloomington MSA,Conexus,19-1042,"Medical Scientists, Except Epidemiologists",47.4275751588417
2028,00,14020,Bloomington MSA,Conexus,19-1099,"Life Scientists, All Other",28.592580805812
2028,00,14020,Bloomington MSA,Conexus,19-2011,Astronomers,0.0
2028,00,14020,Bloomington MSA,Conexus,19-2012,Physicists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-2021,Atmospheric and Space Scientists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-2031,Chemists,391.793629523631
2028,00,14020,Bloomington MSA,Conexus,19-2032,Materials Scientists,17.483631597395103
2028,00,14020,Bloomington MSA,Conexus,19-2041,"Environmental Scientists and Specialists, Including Health",5.594872648785209
2028,00,14020,Bloomington MSA,Conexus,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.325849530834
2028,00,14020,Bloomington MSA,Conexus,19-2043,Hydrologists,0.0
2028,00,14020,Bloomington MSA,Conexus,19-2099,"Physical Scientists, All Other",17.82313299620379
2028,00,14020,Bloomington MSA,Conexus,19-4012,Agricultural Technicians,3.4916471865058805
2028,00,14020,Bloomington MSA,Conexus,19-4013,Food Science Technicians,22.375064353880134
2028,00,14020,Bloomington MSA,Conexus,19-4021,Biological Technicians,141.169349830263
2028,00,14020,Bloomington MSA,Conexus,19-4031,Chemical Technicians,164.99124611668202
2028,00,14020,Bloomington MSA,Conexus,19-4042,"Environmental Science and Protection Technicians, Including Health",12.774914957903999
2028,00,14020,Bloomington MSA,Conexus,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2028,00,14020,Bloomington MSA,Conexus,19-4044,Hydrologic Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,19-4051,Nuclear Technicians,6.16547167278258
2028,00,14020,Bloomington MSA,Conexus,19-4071,Forest and Conservation Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,19-4092,Forensic Science Technicians,0.0
2028,00,14020,Bloomington MSA,Conexus,19-4099,"Life, Physical, and Social Science Technicians, All Other",48.669466847286905
2028,00,14020,Bloomington MSA,Conexus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",391.79293896844024
2028,00,14020,Bloomington MSA,Conexus,41-9031,Sales Engineers,19.587633119591313
2028,00,14020,Bloomington MSA,Finance,11-3021,Computer and Information Systems Managers,20.31288908866226
2028,00,14020,Bloomington MSA,Finance,11-9041,Architectural and Engineering Managers,0.01886307833246
2028,00,14020,Bloomington MSA,Finance,11-9121,Natural Sciences Managers,0.0
2028,00,14020,Bloomington MSA,Finance,15-1211,Computer Systems Analysts,20.275043847528025
2028,00,14020,Bloomington MSA,Finance,15-1212,Information Security Analysts,7.88150426332434
2028,00,14020,Bloomington MSA,Finance,15-1221,Computer and Information Research Scientists,0.0
2028,00,14020,Bloomington MSA,Finance,15-1231,Computer Network Support Specialists,2.395371226226562
2028,00,14020,Bloomington MSA,Finance,15-1232,Computer User Support Specialists,20.229982990957165
2028,00,14020,Bloomington MSA,Finance,15-1241,Computer Network Architects,20.764680684650283
2028,00,14020,Bloomington MSA,Finance,15-1242,Database Administrators,2.7951222240061497
2028,00,14020,Bloomington MSA,Finance,15-1243,Database Architects,2.3933828807436397
2028,00,14020,Bloomington MSA,Finance,15-1244,Network and Computer Systems Administrators,7.82900059300414
2028,00,14020,Bloomington MSA,Finance,15-1251,Computer Programmers,19.718914923701874
2028,00,14020,Bloomington MSA,Finance,15-1252,Software Developers,36.14324289452098
2028,00,14020,Bloomington MSA,Finance,15-1253,Software Quality Assurance Analysts and Testers,4.657602545548359
2028,00,14020,Bloomington MSA,Finance,15-1254,Web Developers,0.14674939934666
2028,00,14020,Bloomington MSA,Finance,15-1255,Web and Digital Interface Designers,2.5088715532454997
2028,00,14020,Bloomington MSA,Finance,15-1299,"Computer Occupations, All Other",5.84188322107434
2028,00,14020,Bloomington MSA,Finance,15-2011,Actuaries,97.51508155698681
2028,00,14020,Bloomington MSA,Finance,15-2021,Mathematicians,0.0
2028,00,14020,Bloomington MSA,Finance,15-2031,Operations Research Analysts,33.358247785266585
2028,00,14020,Bloomington MSA,Finance,15-2041,Statisticians,0.0
2028,00,14020,Bloomington MSA,Finance,15-2051,Data Scientists,9.860581893364882
2028,00,14020,Bloomington MSA,Finance,15-2099,"Mathematical Science Occupations, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,17-1011,"Architects, Except Landscape and Naval",0.0
2028,00,14020,Bloomington MSA,Finance,17-1012,Landscape Architects,0.0
2028,00,14020,Bloomington MSA,Finance,17-1021,Cartographers and Photogrammetrists,0.0
2028,00,14020,Bloomington MSA,Finance,17-1022,Surveyors,0.0
2028,00,14020,Bloomington MSA,Finance,17-2011,Aerospace Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2021,Agricultural Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2031,Bioengineers and Biomedical Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2041,Chemical Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2051,Civil Engineers,0.0126707419485
2028,00,14020,Bloomington MSA,Finance,17-2061,Computer Hardware Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2071,Electrical Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2072,"Electronics Engineers, Except Computer",0.0
2028,00,14020,Bloomington MSA,Finance,17-2081,Environmental Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.0277090287978
2028,00,14020,Bloomington MSA,Finance,17-2112,Industrial Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2121,Marine Engineers and Naval Architects,0.0
2028,00,14020,Bloomington MSA,Finance,17-2131,Materials Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2141,Mechanical Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2028,00,14020,Bloomington MSA,Finance,17-2161,Nuclear Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2171,Petroleum Engineers,0.0
2028,00,14020,Bloomington MSA,Finance,17-2199,"Engineers, All Other",0.0108182532289
2028,00,14020,Bloomington MSA,Finance,17-3011,Architectural and Civil Drafters,0.0
2028,00,14020,Bloomington MSA,Finance,17-3012,Electrical and Electronics Drafters,0.0
2028,00,14020,Bloomington MSA,Finance,17-3013,Mechanical Drafters,0.0
2028,00,14020,Bloomington MSA,Finance,17-3019,"Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3022,Civil Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3025,Environmental Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3026,Industrial Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3027,Mechanical Engineering Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3028,Calibration Technologists and Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.0
2028,00,14020,Bloomington MSA,Finance,17-3031,Surveying and Mapping Technicians,0.0
2028,00,14020,Bloomington MSA,Finance,19-1011,Animal Scientists,0.0
