statefips,countyfips,metrofips,cnty_name,year,code,data
18,041,00000,Fayette,2021,902,10
18,041,00000,Fayette,2021,903,18
18,041,00000,Fayette,2021,904,18
18,041,00000,Fayette,2021,905,7
18,041,00000,Fayette,2021,906,7
18,041,00000,Fayette,2021,907,3
18,041,00000,Fayette,2021,908,21
18,041,00000,Fayette,2021,909,3
18,041,00000,Fayette,2021,910,1
18,041,00000,Fayette,2021,911,56
18,041,00000,Fayette,2021,912,1
18,043,00000,Floyd,2017,100,907
18,043,00000,Floyd,2017,101,463
18,043,00000,Floyd,2017,102,101
18,043,00000,Floyd,2017,103,343
18,043,00000,Floyd,2017,300,448
18,043,00000,Floyd,2017,301,459
18,043,00000,Floyd,2017,302,19
18,043,00000,Floyd,2017,303,48
18,043,00000,Floyd,2017,304,41
18,043,00000,Floyd,2017,305,36
18,043,00000,Floyd,2017,306,763
18,043,00000,Floyd,2017,400,123
18,043,00000,Floyd,2017,401,784
18,043,00000,Floyd,2017,500,244
18,043,00000,Floyd,2017,501,663
18,043,00000,Floyd,2017,600,398
18,043,00000,Floyd,2017,601,7
18,043,00000,Floyd,2017,602,250
18,043,00000,Floyd,2017,603,131
18,043,00000,Floyd,2017,604,121
18,043,00000,Floyd,2017,700,584
18,043,00000,Floyd,2017,800,402
18,043,00000,Floyd,2017,900,97
18,043,00000,Floyd,2017,901,60
18,043,00000,Floyd,2017,902,41
18,043,00000,Floyd,2017,903,65
18,043,00000,Floyd,2017,904,76
18,043,00000,Floyd,2017,905,28
18,043,00000,Floyd,2017,906,22
18,043,00000,Floyd,2017,907,13
18,043,00000,Floyd,2017,908,97
18,043,00000,Floyd,2017,909,2
18,043,00000,Floyd,2017,910,3
18,043,00000,Floyd,2017,911,299
18,043,00000,Floyd,2017,912,1
18,043,00000,Floyd,2018,100,903
18,043,00000,Floyd,2018,101,465
18,043,00000,Floyd,2018,102,54
18,043,00000,Floyd,2018,103,384
18,043,00000,Floyd,2018,200,0
18,043,00000,Floyd,2018,201,482
18,043,00000,Floyd,2018,202,128
18,043,00000,Floyd,2018,203,190
18,043,00000,Floyd,2018,204,103
18,043,00000,Floyd,2018,300,462
18,043,00000,Floyd,2018,301,441
18,043,00000,Floyd,2018,302,18
18,043,00000,Floyd,2018,303,60
18,043,00000,Floyd,2018,304,37
18,043,00000,Floyd,2018,305,49
18,043,00000,Floyd,2018,306,739
18,043,00000,Floyd,2018,400,119
18,043,00000,Floyd,2018,401,784
18,043,00000,Floyd,2018,500,264
18,043,00000,Floyd,2018,501,639
18,043,00000,Floyd,2018,600,0
18,043,00000,Floyd,2018,601,465
18,043,00000,Floyd,2018,602,208
18,043,00000,Floyd,2018,603,125
18,043,00000,Floyd,2018,604,105
18,043,00000,Floyd,2018,700,589
18,043,00000,Floyd,2018,800,401
18,043,00000,Floyd,2018,900,83
18,043,00000,Floyd,2018,901,73
18,043,00000,Floyd,2018,902,24
18,043,00000,Floyd,2018,903,60
18,043,00000,Floyd,2018,904,83
18,043,00000,Floyd,2018,905,37
18,043,00000,Floyd,2018,906,28
18,043,00000,Floyd,2018,907,13
18,043,00000,Floyd,2018,908,63
18,043,00000,Floyd,2018,909,4
18,043,00000,Floyd,2018,910,2
18,043,00000,Floyd,2018,911,324
18,043,00000,Floyd,2018,912,8
18,043,00000,Floyd,2019,100,939
18,043,00000,Floyd,2019,101,490
18,043,00000,Floyd,2019,102,60
18,043,00000,Floyd,2019,103,389
18,043,00000,Floyd,2019,200,552
18,043,00000,Floyd,2019,201,14
18,043,00000,Floyd,2019,202,97
18,043,00000,Floyd,2019,203,162
18,043,00000,Floyd,2019,204,114
18,043,00000,Floyd,2019,300,463
18,043,00000,Floyd,2019,301,476
18,043,00000,Floyd,2019,302,22
18,043,00000,Floyd,2019,303,69
18,043,00000,Floyd,2019,304,40
18,043,00000,Floyd,2019,305,47
18,043,00000,Floyd,2019,306,761
18,043,00000,Floyd,2019,400,117
18,043,00000,Floyd,2019,401,822
18,043,00000,Floyd,2019,500,288
18,043,00000,Floyd,2019,501,651
18,043,00000,Floyd,2019,600,644
18,043,00000,Floyd,2019,601,7
18,043,00000,Floyd,2019,602,136
18,043,00000,Floyd,2019,603,74
18,043,00000,Floyd,2019,604,78
18,043,00000,Floyd,2019,700,571
18,043,00000,Floyd,2019,800,386
18,043,00000,Floyd,2019,900,87
18,043,00000,Floyd,2019,901,66
18,043,00000,Floyd,2019,902,29
18,043,00000,Floyd,2019,903,64
18,043,00000,Floyd,2019,904,71
18,043,00000,Floyd,2019,905,33
18,043,00000,Floyd,2019,906,24
18,043,00000,Floyd,2019,907,12
18,043,00000,Floyd,2019,908,61
18,043,00000,Floyd,2019,909,7
18,043,00000,Floyd,2019,910,1
18,043,00000,Floyd,2019,911,314
18,043,00000,Floyd,2019,912,3
18,043,00000,Floyd,2020,100,912
18,043,00000,Floyd,2020,101,498
18,043,00000,Floyd,2020,102,39
18,043,00000,Floyd,2020,103,375
18,043,00000,Floyd,2020,200,0
18,043,00000,Floyd,2020,201,526
18,043,00000,Floyd,2020,202,93
18,043,00000,Floyd,2020,203,181
18,043,00000,Floyd,2020,204,112
18,043,00000,Floyd,2020,300,460
18,043,00000,Floyd,2020,301,452
18,043,00000,Floyd,2020,302,23
18,043,00000,Floyd,2020,303,62
18,043,00000,Floyd,2020,304,51
18,043,00000,Floyd,2020,305,57
18,043,00000,Floyd,2020,306,719
18,043,00000,Floyd,2020,400,3
18,043,00000,Floyd,2020,401,909
18,043,00000,Floyd,2020,500,252
18,043,00000,Floyd,2020,501,660
18,043,00000,Floyd,2020,600,0
18,043,00000,Floyd,2020,601,700
18,043,00000,Floyd,2020,602,107
18,043,00000,Floyd,2020,603,65
18,043,00000,Floyd,2020,604,40
18,043,00000,Floyd,2020,700,516
18,043,00000,Floyd,2020,800,358
18,043,00000,Floyd,2020,900,61
18,043,00000,Floyd,2020,901,62
18,043,00000,Floyd,2020,902,24
18,043,00000,Floyd,2020,903,55
18,043,00000,Floyd,2020,904,91
18,043,00000,Floyd,2020,905,38
18,043,00000,Floyd,2020,906,19
18,043,00000,Floyd,2020,907,8
18,043,00000,Floyd,2020,908,66
18,043,00000,Floyd,2020,909,6
18,043,00000,Floyd,2020,910,7
18,043,00000,Floyd,2020,911,278
18,043,00000,Floyd,2020,912,1
18,043,00000,Floyd,2021,100,860
18,043,00000,Floyd,2021,101,509
18,043,00000,Floyd,2021,102,42
18,043,00000,Floyd,2021,103,309
18,043,00000,Floyd,2021,200,517
18,043,00000,Floyd,2021,201,21
18,043,00000,Floyd,2021,202,87
18,043,00000,Floyd,2021,203,131
18,043,00000,Floyd,2021,204,104
18,043,00000,Floyd,2021,300,431
18,043,00000,Floyd,2021,301,429
18,043,00000,Floyd,2021,302,22
18,043,00000,Floyd,2021,303,61
18,043,00000,Floyd,2021,304,52
18,043,00000,Floyd,2021,305,60
18,043,00000,Floyd,2021,306,665
18,043,00000,Floyd,2021,400,123
18,043,00000,Floyd,2021,401,737
18,043,00000,Floyd,2021,500,243
18,043,00000,Floyd,2021,501,617
18,043,00000,Floyd,2021,600,745
18,043,00000,Floyd,2021,601,3
18,043,00000,Floyd,2021,602,60
18,043,00000,Floyd,2021,603,34
18,043,00000,Floyd,2021,604,18
18,043,00000,Floyd,2021,700,452
18,043,00000,Floyd,2021,800,311
18,043,00000,Floyd,2021,900,65
18,043,00000,Floyd,2021,901,66
18,043,00000,Floyd,2021,902,12
18,043,00000,Floyd,2021,903,31
18,043,00000,Floyd,2021,904,83
18,043,00000,Floyd,2021,905,34
18,043,00000,Floyd,2021,906,12
18,043,00000,Floyd,2021,907,8
18,043,00000,Floyd,2021,908,44
18,043,00000,Floyd,2021,909,2
18,043,00000,Floyd,2021,910,6
18,043,00000,Floyd,2021,911,259
18,043,00000,Floyd,2021,912,0
18,045,00000,Fountain,2017,100,204
18,045,00000,Fountain,2017,101,114
18,045,00000,Fountain,2017,102,27
18,045,00000,Fountain,2017,103,63
18,045,00000,Fountain,2017,300,89
18,045,00000,Fountain,2017,301,115
18,045,00000,Fountain,2017,302,1
18,045,00000,Fountain,2017,303,0
18,045,00000,Fountain,2017,304,10
18,045,00000,Fountain,2017,305,5
18,045,00000,Fountain,2017,306,188
18,045,00000,Fountain,2017,400,22
18,045,00000,Fountain,2017,401,182
18,045,00000,Fountain,2017,500,81
18,045,00000,Fountain,2017,501,123
18,045,00000,Fountain,2017,600,75
18,045,00000,Fountain,2017,601,8
18,045,00000,Fountain,2017,602,57
18,045,00000,Fountain,2017,603,18
18,045,00000,Fountain,2017,604,46
18,045,00000,Fountain,2017,700,125
18,045,00000,Fountain,2017,800,91
18,045,00000,Fountain,2017,900,13
18,045,00000,Fountain,2017,901,10
18,045,00000,Fountain,2017,902,3
18,045,00000,Fountain,2017,903,16
18,045,00000,Fountain,2017,904,23
18,045,00000,Fountain,2017,905,6
18,045,00000,Fountain,2017,906,15
18,045,00000,Fountain,2017,907,5
18,045,00000,Fountain,2017,908,44
18,045,00000,Fountain,2017,909,1
18,045,00000,Fountain,2017,910,0
18,045,00000,Fountain,2017,911,46
18,045,00000,Fountain,2017,912,0
18,045,00000,Fountain,2018,100,199
18,045,00000,Fountain,2018,101,100
18,045,00000,Fountain,2018,102,24
18,045,00000,Fountain,2018,103,75
18,045,00000,Fountain,2018,200,0
18,045,00000,Fountain,2018,201,193
18,045,00000,Fountain,2018,202,1
18,045,00000,Fountain,2018,203,3
18,045,00000,Fountain,2018,204,2
18,045,00000,Fountain,2018,300,106
18,045,00000,Fountain,2018,301,93
18,045,00000,Fountain,2018,302,1
18,045,00000,Fountain,2018,303,0
18,045,00000,Fountain,2018,304,8
18,045,00000,Fountain,2018,305,7
18,045,00000,Fountain,2018,306,183
18,045,00000,Fountain,2018,400,24
18,045,00000,Fountain,2018,401,175
18,045,00000,Fountain,2018,500,77
18,045,00000,Fountain,2018,501,122
18,045,00000,Fountain,2018,600,0
18,045,00000,Fountain,2018,601,79
18,045,00000,Fountain,2018,602,52
18,045,00000,Fountain,2018,603,28
18,045,00000,Fountain,2018,604,40
18,045,00000,Fountain,2018,700,119
18,045,00000,Fountain,2018,800,93
18,045,00000,Fountain,2018,900,13
18,045,00000,Fountain,2018,901,8
18,045,00000,Fountain,2018,902,13
18,045,00000,Fountain,2018,903,18
18,045,00000,Fountain,2018,904,23
18,045,00000,Fountain,2018,905,5
18,045,00000,Fountain,2018,906,6
18,045,00000,Fountain,2018,907,7
18,045,00000,Fountain,2018,908,32
18,045,00000,Fountain,2018,909,3
18,045,00000,Fountain,2018,910,1
18,045,00000,Fountain,2018,911,57
18,045,00000,Fountain,2018,912,0
18,045,00000,Fountain,2019,100,191
18,045,00000,Fountain,2019,101,99
18,045,00000,Fountain,2019,102,8
18,045,00000,Fountain,2019,103,84
18,045,00000,Fountain,2019,200,187
18,045,00000,Fountain,2019,201,0
18,045,00000,Fountain,2019,202,1
18,045,00000,Fountain,2019,203,1
18,045,00000,Fountain,2019,204,2
18,045,00000,Fountain,2019,300,87
18,045,00000,Fountain,2019,301,104
18,045,00000,Fountain,2019,302,0
18,045,00000,Fountain,2019,303,0
18,045,00000,Fountain,2019,304,5
18,045,00000,Fountain,2019,305,6
18,045,00000,Fountain,2019,306,180
18,045,00000,Fountain,2019,400,7
18,045,00000,Fountain,2019,401,184
18,045,00000,Fountain,2019,500,66
18,045,00000,Fountain,2019,501,125
18,045,00000,Fountain,2019,600,118
18,045,00000,Fountain,2019,601,3
18,045,00000,Fountain,2019,602,41
18,045,00000,Fountain,2019,603,6
18,045,00000,Fountain,2019,604,23
18,045,00000,Fountain,2019,700,114
18,045,00000,Fountain,2019,800,84
18,045,00000,Fountain,2019,900,7
18,045,00000,Fountain,2019,901,5
18,045,00000,Fountain,2019,902,6
18,045,00000,Fountain,2019,903,19
18,045,00000,Fountain,2019,904,28
18,045,00000,Fountain,2019,905,5
18,045,00000,Fountain,2019,906,10
18,045,00000,Fountain,2019,907,4
18,045,00000,Fountain,2019,908,28
18,045,00000,Fountain,2019,909,9
18,045,00000,Fountain,2019,910,0
18,045,00000,Fountain,2019,911,46
18,045,00000,Fountain,2019,912,1
18,045,00000,Fountain,2020,100,175
18,045,00000,Fountain,2020,101,99
18,045,00000,Fountain,2020,102,10
18,045,00000,Fountain,2020,103,66
18,045,00000,Fountain,2020,200,0
18,045,00000,Fountain,2020,201,170
18,045,00000,Fountain,2020,202,1
18,045,00000,Fountain,2020,203,1
18,045,00000,Fountain,2020,204,3
18,045,00000,Fountain,2020,300,88
18,045,00000,Fountain,2020,301,87
18,045,00000,Fountain,2020,302,2
18,045,00000,Fountain,2020,303,1
18,045,00000,Fountain,2020,304,11
18,045,00000,Fountain,2020,305,3
18,045,00000,Fountain,2020,306,158
18,045,00000,Fountain,2020,400,0
18,045,00000,Fountain,2020,401,175
18,045,00000,Fountain,2020,500,58
18,045,00000,Fountain,2020,501,117
18,045,00000,Fountain,2020,600,0
18,045,00000,Fountain,2020,601,83
18,045,00000,Fountain,2020,602,46
18,045,00000,Fountain,2020,603,13
18,045,00000,Fountain,2020,604,33
18,045,00000,Fountain,2020,700,99
18,045,00000,Fountain,2020,800,62
18,045,00000,Fountain,2020,900,11
18,045,00000,Fountain,2020,901,3
18,045,00000,Fountain,2020,902,5
18,045,00000,Fountain,2020,903,11
18,045,00000,Fountain,2020,904,17
18,045,00000,Fountain,2020,905,11
18,045,00000,Fountain,2020,906,3
18,045,00000,Fountain,2020,907,1
18,045,00000,Fountain,2020,908,21
18,045,00000,Fountain,2020,909,5
18,045,00000,Fountain,2020,910,3
18,045,00000,Fountain,2020,911,33
18,045,00000,Fountain,2020,912,0
18,045,00000,Fountain,2021,100,186
18,045,00000,Fountain,2021,101,104
18,045,00000,Fountain,2021,102,9
18,045,00000,Fountain,2021,103,73
18,045,00000,Fountain,2021,200,182
18,045,00000,Fountain,2021,201,0
18,045,00000,Fountain,2021,202,2
18,045,00000,Fountain,2021,203,1
18,045,00000,Fountain,2021,204,1
18,045,00000,Fountain,2021,300,92
18,045,00000,Fountain,2021,301,94
18,045,00000,Fountain,2021,302,0
18,045,00000,Fountain,2021,303,1
18,045,00000,Fountain,2021,304,11
18,045,00000,Fountain,2021,305,5
18,045,00000,Fountain,2021,306,169
18,045,00000,Fountain,2021,400,7
18,045,00000,Fountain,2021,401,179
18,045,00000,Fountain,2021,500,67
18,045,00000,Fountain,2021,501,119
18,045,00000,Fountain,2021,600,110
18,045,00000,Fountain,2021,601,4
18,045,00000,Fountain,2021,602,39
18,045,00000,Fountain,2021,603,3
18,045,00000,Fountain,2021,604,30
18,045,00000,Fountain,2021,700,93
18,045,00000,Fountain,2021,800,71
18,045,00000,Fountain,2021,900,4
18,045,00000,Fountain,2021,901,8
18,045,00000,Fountain,2021,902,10
18,045,00000,Fountain,2021,903,14
18,045,00000,Fountain,2021,904,21
18,045,00000,Fountain,2021,905,8
18,045,00000,Fountain,2021,906,4
18,045,00000,Fountain,2021,907,2
18,045,00000,Fountain,2021,908,15
18,045,00000,Fountain,2021,909,4
18,045,00000,Fountain,2021,910,6
18,045,00000,Fountain,2021,911,46
18,045,00000,Fountain,2021,912,0
18,047,00000,Franklin,2017,100,255
18,047,00000,Franklin,2017,101,87
18,047,00000,Franklin,2017,102,46
18,047,00000,Franklin,2017,103,122
18,047,00000,Franklin,2017,300,128
18,047,00000,Franklin,2017,301,127
18,047,00000,Franklin,2017,302,3
18,047,00000,Franklin,2017,303,0
18,047,00000,Franklin,2017,304,4
18,047,00000,Franklin,2017,305,2
18,047,00000,Franklin,2017,306,246
18,047,00000,Franklin,2017,400,26
18,047,00000,Franklin,2017,401,229
18,047,00000,Franklin,2017,500,87
18,047,00000,Franklin,2017,501,168
18,047,00000,Franklin,2017,600,106
18,047,00000,Franklin,2017,601,1
18,047,00000,Franklin,2017,602,77
18,047,00000,Franklin,2017,603,37
18,047,00000,Franklin,2017,604,34
18,047,00000,Franklin,2017,700,153
18,047,00000,Franklin,2017,800,81
18,047,00000,Franklin,2017,900,12
18,047,00000,Franklin,2017,901,13
18,047,00000,Franklin,2017,902,4
18,047,00000,Franklin,2017,903,18
18,047,00000,Franklin,2017,904,19
18,047,00000,Franklin,2017,905,6
18,047,00000,Franklin,2017,906,4
18,047,00000,Franklin,2017,907,5
18,047,00000,Franklin,2017,908,19
18,047,00000,Franklin,2017,909,1
18,047,00000,Franklin,2017,910,0
18,047,00000,Franklin,2017,911,61
18,047,00000,Franklin,2017,912,0
18,047,00000,Franklin,2018,100,227
18,047,00000,Franklin,2018,101,89
18,047,00000,Franklin,2018,102,30
18,047,00000,Franklin,2018,103,108
18,047,00000,Franklin,2018,200,0
18,047,00000,Franklin,2018,201,149
18,047,00000,Franklin,2018,202,21
18,047,00000,Franklin,2018,203,33
18,047,00000,Franklin,2018,204,24
18,047,00000,Franklin,2018,300,118
18,047,00000,Franklin,2018,301,109
18,047,00000,Franklin,2018,302,2
18,047,00000,Franklin,2018,303,0
18,047,00000,Franklin,2018,304,3
18,047,00000,Franklin,2018,305,2
18,047,00000,Franklin,2018,306,220
18,047,00000,Franklin,2018,400,28
18,047,00000,Franklin,2018,401,199
18,047,00000,Franklin,2018,500,77
18,047,00000,Franklin,2018,501,150
18,047,00000,Franklin,2018,600,0
18,047,00000,Franklin,2018,601,82
18,047,00000,Franklin,2018,602,69
18,047,00000,Franklin,2018,603,35
18,047,00000,Franklin,2018,604,41
18,047,00000,Franklin,2018,700,144
18,047,00000,Franklin,2018,800,83
18,047,00000,Franklin,2018,900,10
18,047,00000,Franklin,2018,901,11
18,047,00000,Franklin,2018,902,4
18,047,00000,Franklin,2018,903,24
18,047,00000,Franklin,2018,904,18
18,047,00000,Franklin,2018,905,6
18,047,00000,Franklin,2018,906,6
18,047,00000,Franklin,2018,907,4
18,047,00000,Franklin,2018,908,20
18,047,00000,Franklin,2018,909,1
18,047,00000,Franklin,2018,910,1
18,047,00000,Franklin,2018,911,61
18,047,00000,Franklin,2018,912,0
18,047,00000,Franklin,2019,100,231
18,047,00000,Franklin,2019,101,91
18,047,00000,Franklin,2019,102,24
18,047,00000,Franklin,2019,103,116
18,047,00000,Franklin,2019,200,167
18,047,00000,Franklin,2019,201,1
18,047,00000,Franklin,2019,202,20
18,047,00000,Franklin,2019,203,32
18,047,00000,Franklin,2019,204,11
18,047,00000,Franklin,2019,300,125
18,047,00000,Franklin,2019,301,106
18,047,00000,Franklin,2019,302,6
18,047,00000,Franklin,2019,303,1
18,047,00000,Franklin,2019,304,0
18,047,00000,Franklin,2019,305,3
18,047,00000,Franklin,2019,306,221
18,047,00000,Franklin,2019,400,30
18,047,00000,Franklin,2019,401,201
18,047,00000,Franklin,2019,500,71
18,047,00000,Franklin,2019,501,160
18,047,00000,Franklin,2019,600,178
18,047,00000,Franklin,2019,601,3
18,047,00000,Franklin,2019,602,27
18,047,00000,Franklin,2019,603,4
18,047,00000,Franklin,2019,604,19
18,047,00000,Franklin,2019,700,137
18,047,00000,Franklin,2019,800,86
18,047,00000,Franklin,2019,900,11
18,047,00000,Franklin,2019,901,10
18,047,00000,Franklin,2019,902,9
18,047,00000,Franklin,2019,903,24
18,047,00000,Franklin,2019,904,14
18,047,00000,Franklin,2019,905,9
18,047,00000,Franklin,2019,906,3
18,047,00000,Franklin,2019,907,6
18,047,00000,Franklin,2019,908,9
18,047,00000,Franklin,2019,909,4
18,047,00000,Franklin,2019,910,0
18,047,00000,Franklin,2019,911,73
18,047,00000,Franklin,2019,912,0
18,047,00000,Franklin,2020,100,217
18,047,00000,Franklin,2020,101,85
18,047,00000,Franklin,2020,102,32
18,047,00000,Franklin,2020,103,100
18,047,00000,Franklin,2020,200,0
18,047,00000,Franklin,2020,201,178
18,047,00000,Franklin,2020,202,14
18,047,00000,Franklin,2020,203,18
18,047,00000,Franklin,2020,204,7
18,047,00000,Franklin,2020,300,108
18,047,00000,Franklin,2020,301,109
18,047,00000,Franklin,2020,302,3
18,047,00000,Franklin,2020,303,0
18,047,00000,Franklin,2020,304,2
18,047,00000,Franklin,2020,305,2
18,047,00000,Franklin,2020,306,210
18,047,00000,Franklin,2020,400,0
18,047,00000,Franklin,2020,401,217
18,047,00000,Franklin,2020,500,68
18,047,00000,Franklin,2020,501,149
18,047,00000,Franklin,2020,600,0
18,047,00000,Franklin,2020,601,131
18,047,00000,Franklin,2020,602,47
18,047,00000,Franklin,2020,603,7
18,047,00000,Franklin,2020,604,32
18,047,00000,Franklin,2020,700,118
18,047,00000,Franklin,2020,800,75
18,047,00000,Franklin,2020,900,3
18,047,00000,Franklin,2020,901,13
18,047,00000,Franklin,2020,902,4
18,047,00000,Franklin,2020,903,16
18,047,00000,Franklin,2020,904,22
18,047,00000,Franklin,2020,905,7
18,047,00000,Franklin,2020,906,7
18,047,00000,Franklin,2020,907,3
18,047,00000,Franklin,2020,908,17
18,047,00000,Franklin,2020,909,1
18,047,00000,Franklin,2020,910,0
18,047,00000,Franklin,2020,911,57
18,047,00000,Franklin,2020,912,0
18,047,00000,Franklin,2021,100,220
18,047,00000,Franklin,2021,101,111
18,047,00000,Franklin,2021,102,21
18,047,00000,Franklin,2021,103,88
18,047,00000,Franklin,2021,200,184
18,047,00000,Franklin,2021,201,2
18,047,00000,Franklin,2021,202,7
18,047,00000,Franklin,2021,203,18
18,047,00000,Franklin,2021,204,9
18,047,00000,Franklin,2021,300,106
18,047,00000,Franklin,2021,301,114
18,047,00000,Franklin,2021,302,0
18,047,00000,Franklin,2021,303,1
18,047,00000,Franklin,2021,304,2
18,047,00000,Franklin,2021,305,4
18,047,00000,Franklin,2021,306,213
18,047,00000,Franklin,2021,400,22
18,047,00000,Franklin,2021,401,198
18,047,00000,Franklin,2021,500,53
18,047,00000,Franklin,2021,501,167
18,047,00000,Franklin,2021,600,168
18,047,00000,Franklin,2021,601,0
18,047,00000,Franklin,2021,602,25
18,047,00000,Franklin,2021,603,10
18,047,00000,Franklin,2021,604,17
18,047,00000,Franklin,2021,700,124
18,047,00000,Franklin,2021,800,71
18,047,00000,Franklin,2021,900,4
18,047,00000,Franklin,2021,901,13
18,047,00000,Franklin,2021,902,3
18,047,00000,Franklin,2021,903,13
18,047,00000,Franklin,2021,904,22
18,047,00000,Franklin,2021,905,7
18,047,00000,Franklin,2021,906,7
18,047,00000,Franklin,2021,907,2
18,047,00000,Franklin,2021,908,10
18,047,00000,Franklin,2021,909,4
18,047,00000,Franklin,2021,910,5
18,047,00000,Franklin,2021,911,52
18,047,00000,Franklin,2021,912,0
18,049,00000,Fulton,2017,100,177
18,049,00000,Fulton,2017,101,94
18,049,00000,Fulton,2017,102,21
18,049,00000,Fulton,2017,103,62
18,049,00000,Fulton,2017,300,100
18,049,00000,Fulton,2017,301,77
18,049,00000,Fulton,2017,302,3
18,049,00000,Fulton,2017,303,1
18,049,00000,Fulton,2017,304,9
18,049,00000,Fulton,2017,305,7
18,049,00000,Fulton,2017,306,157
18,049,00000,Fulton,2017,400,16
18,049,00000,Fulton,2017,401,161
18,049,00000,Fulton,2017,500,64
18,049,00000,Fulton,2017,501,113
18,049,00000,Fulton,2017,600,58
18,049,00000,Fulton,2017,601,10
18,049,00000,Fulton,2017,602,52
18,049,00000,Fulton,2017,603,17
18,049,00000,Fulton,2017,604,40
18,049,00000,Fulton,2017,700,99
18,049,00000,Fulton,2017,800,76
18,049,00000,Fulton,2017,900,10
18,049,00000,Fulton,2017,901,6
18,049,00000,Fulton,2017,902,8
18,049,00000,Fulton,2017,903,16
18,049,00000,Fulton,2017,904,23
18,049,00000,Fulton,2017,905,7
18,049,00000,Fulton,2017,906,4
18,049,00000,Fulton,2017,907,2
18,049,00000,Fulton,2017,908,25
18,049,00000,Fulton,2017,909,0
18,049,00000,Fulton,2017,910,1
18,049,00000,Fulton,2017,911,50
18,049,00000,Fulton,2017,912,0
18,049,00000,Fulton,2018,100,196
18,049,00000,Fulton,2018,101,100
18,049,00000,Fulton,2018,102,25
18,049,00000,Fulton,2018,103,71
18,049,00000,Fulton,2018,200,0
18,049,00000,Fulton,2018,201,176
18,049,00000,Fulton,2018,202,2
18,049,00000,Fulton,2018,203,13
18,049,00000,Fulton,2018,204,5
18,049,00000,Fulton,2018,300,99
18,049,00000,Fulton,2018,301,97
18,049,00000,Fulton,2018,302,1
18,049,00000,Fulton,2018,303,0
18,049,00000,Fulton,2018,304,7
18,049,00000,Fulton,2018,305,11
18,049,00000,Fulton,2018,306,177
18,049,00000,Fulton,2018,400,31
18,049,00000,Fulton,2018,401,165
18,049,00000,Fulton,2018,500,66
18,049,00000,Fulton,2018,501,130
18,049,00000,Fulton,2018,600,0
18,049,00000,Fulton,2018,601,86
18,049,00000,Fulton,2018,602,51
18,049,00000,Fulton,2018,603,16
18,049,00000,Fulton,2018,604,43
18,049,00000,Fulton,2018,700,108
18,049,00000,Fulton,2018,800,77
18,049,00000,Fulton,2018,900,7
18,049,00000,Fulton,2018,901,14
18,049,00000,Fulton,2018,902,8
18,049,00000,Fulton,2018,903,20
18,049,00000,Fulton,2018,904,10
18,049,00000,Fulton,2018,905,6
18,049,00000,Fulton,2018,906,11
18,049,00000,Fulton,2018,907,1
18,049,00000,Fulton,2018,908,17
18,049,00000,Fulton,2018,909,0
18,049,00000,Fulton,2018,910,1
18,049,00000,Fulton,2018,911,59
18,049,00000,Fulton,2018,912,0
18,049,00000,Fulton,2019,100,174
18,049,00000,Fulton,2019,101,93
18,049,00000,Fulton,2019,102,18
18,049,00000,Fulton,2019,103,63
18,049,00000,Fulton,2019,200,150
18,049,00000,Fulton,2019,201,1
18,049,00000,Fulton,2019,202,10
18,049,00000,Fulton,2019,203,9
18,049,00000,Fulton,2019,204,4
18,049,00000,Fulton,2019,300,85
18,049,00000,Fulton,2019,301,89
18,049,00000,Fulton,2019,302,0
18,049,00000,Fulton,2019,303,2
18,049,00000,Fulton,2019,304,9
18,049,00000,Fulton,2019,305,7
18,049,00000,Fulton,2019,306,156
18,049,00000,Fulton,2019,400,46
18,049,00000,Fulton,2019,401,128
18,049,00000,Fulton,2019,500,69
18,049,00000,Fulton,2019,501,105
18,049,00000,Fulton,2019,600,104
18,049,00000,Fulton,2019,601,3
18,049,00000,Fulton,2019,602,32
18,049,00000,Fulton,2019,603,5
18,049,00000,Fulton,2019,604,30
18,049,00000,Fulton,2019,700,98
18,049,00000,Fulton,2019,800,70
18,049,00000,Fulton,2019,900,11
18,049,00000,Fulton,2019,901,8
18,049,00000,Fulton,2019,902,3
18,049,00000,Fulton,2019,903,20
18,049,00000,Fulton,2019,904,16
18,049,00000,Fulton,2019,905,3
18,049,00000,Fulton,2019,906,6
18,049,00000,Fulton,2019,907,3
18,049,00000,Fulton,2019,908,17
18,049,00000,Fulton,2019,909,4
18,049,00000,Fulton,2019,910,0
18,049,00000,Fulton,2019,911,49
18,049,00000,Fulton,2019,912,0
18,049,00000,Fulton,2020,100,175
18,049,00000,Fulton,2020,101,105
18,049,00000,Fulton,2020,102,17
18,049,00000,Fulton,2020,103,53
18,049,00000,Fulton,2020,200,0
18,049,00000,Fulton,2020,201,171
18,049,00000,Fulton,2020,202,0
18,049,00000,Fulton,2020,203,2
18,049,00000,Fulton,2020,204,2
18,049,00000,Fulton,2020,300,86
18,049,00000,Fulton,2020,301,89
18,049,00000,Fulton,2020,302,2
18,049,00000,Fulton,2020,303,1
18,049,00000,Fulton,2020,304,14
18,049,00000,Fulton,2020,305,8
18,049,00000,Fulton,2020,306,150
18,049,00000,Fulton,2020,400,0
18,049,00000,Fulton,2020,401,175
18,049,00000,Fulton,2020,500,71
18,049,00000,Fulton,2020,501,104
18,049,00000,Fulton,2020,600,0
18,049,00000,Fulton,2020,601,107
18,049,00000,Fulton,2020,602,29
18,049,00000,Fulton,2020,603,11
