statefips,countyfips,metrofips,cnty_name,year,code,data
18,103,00000,Miami,2019,100,352
18,103,00000,Miami,2019,101,231
18,103,00000,Miami,2019,102,28
18,103,00000,Miami,2019,103,93
18,103,00000,Miami,2019,200,338
18,103,00000,Miami,2019,201,2
18,103,00000,Miami,2019,202,5
18,103,00000,Miami,2019,203,4
18,103,00000,Miami,2019,204,3
18,103,00000,Miami,2019,300,161
18,103,00000,Miami,2019,301,191
18,103,00000,Miami,2019,302,2
18,103,00000,Miami,2019,303,7
18,103,00000,Miami,2019,304,17
18,103,00000,Miami,2019,305,15
18,103,00000,Miami,2019,306,311
18,103,00000,Miami,2019,400,48
18,103,00000,Miami,2019,401,304
18,103,00000,Miami,2019,500,131
18,103,00000,Miami,2019,501,221
18,103,00000,Miami,2019,600,227
18,103,00000,Miami,2019,601,4
18,103,00000,Miami,2019,602,61
18,103,00000,Miami,2019,603,11
18,103,00000,Miami,2019,604,49
18,103,00000,Miami,2019,700,192
18,103,00000,Miami,2019,800,163
18,103,00000,Miami,2019,900,29
18,103,00000,Miami,2019,901,15
18,103,00000,Miami,2019,902,9
18,103,00000,Miami,2019,903,37
18,103,00000,Miami,2019,904,44
18,103,00000,Miami,2019,905,10
18,103,00000,Miami,2019,906,17
18,103,00000,Miami,2019,907,2
18,103,00000,Miami,2019,908,51
18,103,00000,Miami,2019,909,15
18,103,00000,Miami,2019,910,0
18,103,00000,Miami,2019,911,97
18,103,00000,Miami,2019,912,0
18,103,00000,Miami,2020,100,333
18,103,00000,Miami,2020,101,198
18,103,00000,Miami,2020,102,40
18,103,00000,Miami,2020,103,95
18,103,00000,Miami,2020,200,0
18,103,00000,Miami,2020,201,322
18,103,00000,Miami,2020,202,2
18,103,00000,Miami,2020,203,3
18,103,00000,Miami,2020,204,6
18,103,00000,Miami,2020,300,153
18,103,00000,Miami,2020,301,180
18,103,00000,Miami,2020,302,1
18,103,00000,Miami,2020,303,2
18,103,00000,Miami,2020,304,13
18,103,00000,Miami,2020,305,15
18,103,00000,Miami,2020,306,302
18,103,00000,Miami,2020,400,0
18,103,00000,Miami,2020,401,333
18,103,00000,Miami,2020,500,167
18,103,00000,Miami,2020,501,166
18,103,00000,Miami,2020,600,0
18,103,00000,Miami,2020,601,256
18,103,00000,Miami,2020,602,45
18,103,00000,Miami,2020,603,17
18,103,00000,Miami,2020,604,15
18,103,00000,Miami,2020,700,141
18,103,00000,Miami,2020,800,117
18,103,00000,Miami,2020,900,11
18,103,00000,Miami,2020,901,13
18,103,00000,Miami,2020,902,12
18,103,00000,Miami,2020,903,20
18,103,00000,Miami,2020,904,34
18,103,00000,Miami,2020,905,11
18,103,00000,Miami,2020,906,14
18,103,00000,Miami,2020,907,2
18,103,00000,Miami,2020,908,35
18,103,00000,Miami,2020,909,6
18,103,00000,Miami,2020,910,3
18,103,00000,Miami,2020,911,73
18,103,00000,Miami,2020,912,0
18,103,00000,Miami,2021,100,338
18,103,00000,Miami,2021,101,209
18,103,00000,Miami,2021,102,26
18,103,00000,Miami,2021,103,103
18,103,00000,Miami,2021,200,329
18,103,00000,Miami,2021,201,0
18,103,00000,Miami,2021,202,2
18,103,00000,Miami,2021,203,2
18,103,00000,Miami,2021,204,5
18,103,00000,Miami,2021,300,185
18,103,00000,Miami,2021,301,153
18,103,00000,Miami,2021,302,0
18,103,00000,Miami,2021,303,5
18,103,00000,Miami,2021,304,17
18,103,00000,Miami,2021,305,14
18,103,00000,Miami,2021,306,302
18,103,00000,Miami,2021,400,27
18,103,00000,Miami,2021,401,311
18,103,00000,Miami,2021,500,141
18,103,00000,Miami,2021,501,197
18,103,00000,Miami,2021,600,260
18,103,00000,Miami,2021,601,3
18,103,00000,Miami,2021,602,44
18,103,00000,Miami,2021,603,12
18,103,00000,Miami,2021,604,19
18,103,00000,Miami,2021,700,171
18,103,00000,Miami,2021,800,144
18,103,00000,Miami,2021,900,22
18,103,00000,Miami,2021,901,27
18,103,00000,Miami,2021,902,9
18,103,00000,Miami,2021,903,41
18,103,00000,Miami,2021,904,24
18,103,00000,Miami,2021,905,12
18,103,00000,Miami,2021,906,6
18,103,00000,Miami,2021,907,3
18,103,00000,Miami,2021,908,29
18,103,00000,Miami,2021,909,10
18,103,00000,Miami,2021,910,3
18,103,00000,Miami,2021,911,102
18,103,00000,Miami,2021,912,0
18,105,00000,Monroe,2017,100,962
18,105,00000,Monroe,2017,101,340
18,105,00000,Monroe,2017,102,139
18,105,00000,Monroe,2017,103,483
18,105,00000,Monroe,2017,300,481
18,105,00000,Monroe,2017,301,481
18,105,00000,Monroe,2017,302,36
18,105,00000,Monroe,2017,303,28
18,105,00000,Monroe,2017,304,38
18,105,00000,Monroe,2017,305,54
18,105,00000,Monroe,2017,306,806
18,105,00000,Monroe,2017,400,71
18,105,00000,Monroe,2017,401,891
18,105,00000,Monroe,2017,500,203
18,105,00000,Monroe,2017,501,759
18,105,00000,Monroe,2017,600,305
18,105,00000,Monroe,2017,601,10
18,105,00000,Monroe,2017,602,252
18,105,00000,Monroe,2017,603,301
18,105,00000,Monroe,2017,604,94
18,105,00000,Monroe,2017,700,723
18,105,00000,Monroe,2017,800,582
18,105,00000,Monroe,2017,900,156
18,105,00000,Monroe,2017,901,65
18,105,00000,Monroe,2017,902,26
18,105,00000,Monroe,2017,903,67
18,105,00000,Monroe,2017,904,145
18,105,00000,Monroe,2017,905,80
18,105,00000,Monroe,2017,906,26
18,105,00000,Monroe,2017,907,17
18,105,00000,Monroe,2017,908,204
18,105,00000,Monroe,2017,909,7
18,105,00000,Monroe,2017,910,8
18,105,00000,Monroe,2017,911,363
18,105,00000,Monroe,2017,912,0
18,105,00000,Monroe,2018,100,976
18,105,00000,Monroe,2018,101,372
18,105,00000,Monroe,2018,102,121
18,105,00000,Monroe,2018,103,483
18,105,00000,Monroe,2018,200,0
18,105,00000,Monroe,2018,201,784
18,105,00000,Monroe,2018,202,27
18,105,00000,Monroe,2018,203,78
18,105,00000,Monroe,2018,204,87
18,105,00000,Monroe,2018,300,515
18,105,00000,Monroe,2018,301,461
18,105,00000,Monroe,2018,302,40
18,105,00000,Monroe,2018,303,34
18,105,00000,Monroe,2018,304,46
18,105,00000,Monroe,2018,305,57
18,105,00000,Monroe,2018,306,799
18,105,00000,Monroe,2018,400,62
18,105,00000,Monroe,2018,401,914
18,105,00000,Monroe,2018,500,254
18,105,00000,Monroe,2018,501,722
18,105,00000,Monroe,2018,600,0
18,105,00000,Monroe,2018,601,303
18,105,00000,Monroe,2018,602,289
18,105,00000,Monroe,2018,603,271
18,105,00000,Monroe,2018,604,113
18,105,00000,Monroe,2018,700,713
18,105,00000,Monroe,2018,800,601
18,105,00000,Monroe,2018,900,140
18,105,00000,Monroe,2018,901,84
18,105,00000,Monroe,2018,902,41
18,105,00000,Monroe,2018,903,60
18,105,00000,Monroe,2018,904,153
18,105,00000,Monroe,2018,905,77
18,105,00000,Monroe,2018,906,23
18,105,00000,Monroe,2018,907,23
18,105,00000,Monroe,2018,908,196
18,105,00000,Monroe,2018,909,8
18,105,00000,Monroe,2018,910,0
18,105,00000,Monroe,2018,911,394
18,105,00000,Monroe,2018,912,3
18,105,00000,Monroe,2019,100,998
18,105,00000,Monroe,2019,101,375
18,105,00000,Monroe,2019,102,143
18,105,00000,Monroe,2019,103,480
18,105,00000,Monroe,2019,200,828
18,105,00000,Monroe,2019,201,1
18,105,00000,Monroe,2019,202,22
18,105,00000,Monroe,2019,203,71
18,105,00000,Monroe,2019,204,76
18,105,00000,Monroe,2019,300,493
18,105,00000,Monroe,2019,301,505
18,105,00000,Monroe,2019,302,36
18,105,00000,Monroe,2019,303,35
18,105,00000,Monroe,2019,304,50
18,105,00000,Monroe,2019,305,59
18,105,00000,Monroe,2019,306,818
18,105,00000,Monroe,2019,400,156
18,105,00000,Monroe,2019,401,842
18,105,00000,Monroe,2019,500,255
18,105,00000,Monroe,2019,501,743
18,105,00000,Monroe,2019,600,601
18,105,00000,Monroe,2019,601,6
18,105,00000,Monroe,2019,602,190
18,105,00000,Monroe,2019,603,116
18,105,00000,Monroe,2019,604,85
18,105,00000,Monroe,2019,700,683
18,105,00000,Monroe,2019,800,554
18,105,00000,Monroe,2019,900,136
18,105,00000,Monroe,2019,901,80
18,105,00000,Monroe,2019,902,35
18,105,00000,Monroe,2019,903,53
18,105,00000,Monroe,2019,904,139
18,105,00000,Monroe,2019,905,78
18,105,00000,Monroe,2019,906,22
18,105,00000,Monroe,2019,907,11
18,105,00000,Monroe,2019,908,200
18,105,00000,Monroe,2019,909,8
18,105,00000,Monroe,2019,910,6
18,105,00000,Monroe,2019,911,338
18,105,00000,Monroe,2019,912,2
18,105,00000,Monroe,2020,100,1071
18,105,00000,Monroe,2020,101,420
18,105,00000,Monroe,2020,102,133
18,105,00000,Monroe,2020,103,518
18,105,00000,Monroe,2020,200,0
18,105,00000,Monroe,2020,201,893
18,105,00000,Monroe,2020,202,19
18,105,00000,Monroe,2020,203,65
18,105,00000,Monroe,2020,204,94
18,105,00000,Monroe,2020,300,540
18,105,00000,Monroe,2020,301,531
18,105,00000,Monroe,2020,302,41
18,105,00000,Monroe,2020,303,43
18,105,00000,Monroe,2020,304,49
18,105,00000,Monroe,2020,305,68
18,105,00000,Monroe,2020,306,870
18,105,00000,Monroe,2020,400,8
18,105,00000,Monroe,2020,401,1063
18,105,00000,Monroe,2020,500,280
18,105,00000,Monroe,2020,501,791
18,105,00000,Monroe,2020,600,0
18,105,00000,Monroe,2020,601,581
18,105,00000,Monroe,2020,602,208
18,105,00000,Monroe,2020,603,242
18,105,00000,Monroe,2020,604,40
18,105,00000,Monroe,2020,700,673
18,105,00000,Monroe,2020,800,523
18,105,00000,Monroe,2020,900,111
18,105,00000,Monroe,2020,901,78
18,105,00000,Monroe,2020,902,23
18,105,00000,Monroe,2020,903,46
18,105,00000,Monroe,2020,904,166
18,105,00000,Monroe,2020,905,62
18,105,00000,Monroe,2020,906,29
18,105,00000,Monroe,2020,907,8
18,105,00000,Monroe,2020,908,142
18,105,00000,Monroe,2020,909,15
18,105,00000,Monroe,2020,910,17
18,105,00000,Monroe,2020,911,347
18,105,00000,Monroe,2020,912,2
18,105,00000,Monroe,2021,100,976
18,105,00000,Monroe,2021,101,337
18,105,00000,Monroe,2021,102,133
18,105,00000,Monroe,2021,103,506
18,105,00000,Monroe,2021,200,880
18,105,00000,Monroe,2021,201,1
18,105,00000,Monroe,2021,202,9
18,105,00000,Monroe,2021,203,29
18,105,00000,Monroe,2021,204,57
18,105,00000,Monroe,2021,300,515
18,105,00000,Monroe,2021,301,461
18,105,00000,Monroe,2021,302,50
18,105,00000,Monroe,2021,303,39
18,105,00000,Monroe,2021,304,46
18,105,00000,Monroe,2021,305,51
18,105,00000,Monroe,2021,306,790
18,105,00000,Monroe,2021,400,139
18,105,00000,Monroe,2021,401,837
18,105,00000,Monroe,2021,500,250
18,105,00000,Monroe,2021,501,726
18,105,00000,Monroe,2021,600,576
18,105,00000,Monroe,2021,601,2
18,105,00000,Monroe,2021,602,162
18,105,00000,Monroe,2021,603,184
18,105,00000,Monroe,2021,604,52
18,105,00000,Monroe,2021,700,617
18,105,00000,Monroe,2021,800,474
18,105,00000,Monroe,2021,900,99
18,105,00000,Monroe,2021,901,58
18,105,00000,Monroe,2021,902,24
18,105,00000,Monroe,2021,903,43
18,105,00000,Monroe,2021,904,139
18,105,00000,Monroe,2021,905,85
18,105,00000,Monroe,2021,906,18
18,105,00000,Monroe,2021,907,8
18,105,00000,Monroe,2021,908,112
18,105,00000,Monroe,2021,909,13
18,105,00000,Monroe,2021,910,15
18,105,00000,Monroe,2021,911,334
18,105,00000,Monroe,2021,912,0
18,107,00000,Montgomery,2017,100,423
18,107,00000,Montgomery,2017,101,213
18,107,00000,Montgomery,2017,102,60
18,107,00000,Montgomery,2017,103,150
18,107,00000,Montgomery,2017,300,186
18,107,00000,Montgomery,2017,301,237
18,107,00000,Montgomery,2017,302,1
18,107,00000,Montgomery,2017,303,7
18,107,00000,Montgomery,2017,304,27
18,107,00000,Montgomery,2017,305,12
18,107,00000,Montgomery,2017,306,376
18,107,00000,Montgomery,2017,400,42
18,107,00000,Montgomery,2017,401,381
18,107,00000,Montgomery,2017,500,142
18,107,00000,Montgomery,2017,501,281
18,107,00000,Montgomery,2017,600,176
18,107,00000,Montgomery,2017,601,6
18,107,00000,Montgomery,2017,602,123
18,107,00000,Montgomery,2017,603,45
18,107,00000,Montgomery,2017,604,73
18,107,00000,Montgomery,2017,700,245
18,107,00000,Montgomery,2017,800,168
18,107,00000,Montgomery,2017,900,16
18,107,00000,Montgomery,2017,901,20
18,107,00000,Montgomery,2017,902,23
18,107,00000,Montgomery,2017,903,39
18,107,00000,Montgomery,2017,904,38
18,107,00000,Montgomery,2017,905,8
18,107,00000,Montgomery,2017,906,13
18,107,00000,Montgomery,2017,907,11
18,107,00000,Montgomery,2017,908,77
18,107,00000,Montgomery,2017,909,5
18,107,00000,Montgomery,2017,910,0
18,107,00000,Montgomery,2017,911,86
18,107,00000,Montgomery,2017,912,0
18,107,00000,Montgomery,2018,100,426
18,107,00000,Montgomery,2018,101,185
18,107,00000,Montgomery,2018,102,92
18,107,00000,Montgomery,2018,103,149
18,107,00000,Montgomery,2018,200,0
18,107,00000,Montgomery,2018,201,366
18,107,00000,Montgomery,2018,202,12
18,107,00000,Montgomery,2018,203,25
18,107,00000,Montgomery,2018,204,23
18,107,00000,Montgomery,2018,300,208
18,107,00000,Montgomery,2018,301,218
18,107,00000,Montgomery,2018,302,3
18,107,00000,Montgomery,2018,303,4
18,107,00000,Montgomery,2018,304,28
18,107,00000,Montgomery,2018,305,9
18,107,00000,Montgomery,2018,306,382
18,107,00000,Montgomery,2018,400,40
18,107,00000,Montgomery,2018,401,386
18,107,00000,Montgomery,2018,500,157
18,107,00000,Montgomery,2018,501,269
18,107,00000,Montgomery,2018,600,0
18,107,00000,Montgomery,2018,601,201
18,107,00000,Montgomery,2018,602,121
18,107,00000,Montgomery,2018,603,55
18,107,00000,Montgomery,2018,604,49
18,107,00000,Montgomery,2018,700,242
18,107,00000,Montgomery,2018,800,159
18,107,00000,Montgomery,2018,900,14
18,107,00000,Montgomery,2018,901,28
18,107,00000,Montgomery,2018,902,17
18,107,00000,Montgomery,2018,903,28
18,107,00000,Montgomery,2018,904,40
18,107,00000,Montgomery,2018,905,15
18,107,00000,Montgomery,2018,906,10
18,107,00000,Montgomery,2018,907,7
18,107,00000,Montgomery,2018,908,52
18,107,00000,Montgomery,2018,909,4
18,107,00000,Montgomery,2018,910,3
18,107,00000,Montgomery,2018,911,100
18,107,00000,Montgomery,2018,912,0
18,107,00000,Montgomery,2019,100,429
18,107,00000,Montgomery,2019,101,249
18,107,00000,Montgomery,2019,102,53
18,107,00000,Montgomery,2019,103,127
18,107,00000,Montgomery,2019,200,371
18,107,00000,Montgomery,2019,201,4
18,107,00000,Montgomery,2019,202,13
18,107,00000,Montgomery,2019,203,25
18,107,00000,Montgomery,2019,204,16
18,107,00000,Montgomery,2019,300,199
18,107,00000,Montgomery,2019,301,230
18,107,00000,Montgomery,2019,302,1
18,107,00000,Montgomery,2019,303,4
18,107,00000,Montgomery,2019,304,39
18,107,00000,Montgomery,2019,305,5
18,107,00000,Montgomery,2019,306,380
18,107,00000,Montgomery,2019,400,55
18,107,00000,Montgomery,2019,401,374
18,107,00000,Montgomery,2019,500,148
18,107,00000,Montgomery,2019,501,281
18,107,00000,Montgomery,2019,600,291
18,107,00000,Montgomery,2019,601,5
18,107,00000,Montgomery,2019,602,58
18,107,00000,Montgomery,2019,603,21
18,107,00000,Montgomery,2019,604,54
18,107,00000,Montgomery,2019,700,222
18,107,00000,Montgomery,2019,800,156
18,107,00000,Montgomery,2019,900,16
18,107,00000,Montgomery,2019,901,17
18,107,00000,Montgomery,2019,902,20
18,107,00000,Montgomery,2019,903,33
18,107,00000,Montgomery,2019,904,27
18,107,00000,Montgomery,2019,905,16
18,107,00000,Montgomery,2019,906,17
18,107,00000,Montgomery,2019,907,10
18,107,00000,Montgomery,2019,908,55
18,107,00000,Montgomery,2019,909,11
18,107,00000,Montgomery,2019,910,2
18,107,00000,Montgomery,2019,911,88
18,107,00000,Montgomery,2019,912,0
18,107,00000,Montgomery,2020,100,413
18,107,00000,Montgomery,2020,101,216
18,107,00000,Montgomery,2020,102,58
18,107,00000,Montgomery,2020,103,139
18,107,00000,Montgomery,2020,200,0
18,107,00000,Montgomery,2020,201,353
18,107,00000,Montgomery,2020,202,15
18,107,00000,Montgomery,2020,203,30
18,107,00000,Montgomery,2020,204,15
18,107,00000,Montgomery,2020,300,204
18,107,00000,Montgomery,2020,301,209
18,107,00000,Montgomery,2020,302,3
18,107,00000,Montgomery,2020,303,0
18,107,00000,Montgomery,2020,304,34
18,107,00000,Montgomery,2020,305,13
18,107,00000,Montgomery,2020,306,363
18,107,00000,Montgomery,2020,400,0
18,107,00000,Montgomery,2020,401,413
18,107,00000,Montgomery,2020,500,140
18,107,00000,Montgomery,2020,501,273
18,107,00000,Montgomery,2020,600,0
18,107,00000,Montgomery,2020,601,268
18,107,00000,Montgomery,2020,602,80
18,107,00000,Montgomery,2020,603,34
18,107,00000,Montgomery,2020,604,31
18,107,00000,Montgomery,2020,700,208
18,107,00000,Montgomery,2020,800,129
18,107,00000,Montgomery,2020,900,20
18,107,00000,Montgomery,2020,901,15
18,107,00000,Montgomery,2020,902,13
18,107,00000,Montgomery,2020,903,29
18,107,00000,Montgomery,2020,904,26
18,107,00000,Montgomery,2020,905,11
18,107,00000,Montgomery,2020,906,10
18,107,00000,Montgomery,2020,907,5
18,107,00000,Montgomery,2020,908,39
18,107,00000,Montgomery,2020,909,7
18,107,00000,Montgomery,2020,910,5
18,107,00000,Montgomery,2020,911,78
18,107,00000,Montgomery,2020,912,0
18,107,00000,Montgomery,2021,100,372
18,107,00000,Montgomery,2021,101,185
18,107,00000,Montgomery,2021,102,81
18,107,00000,Montgomery,2021,103,106
18,107,00000,Montgomery,2021,200,357
18,107,00000,Montgomery,2021,201,2
18,107,00000,Montgomery,2021,202,4
18,107,00000,Montgomery,2021,203,5
18,107,00000,Montgomery,2021,204,4
18,107,00000,Montgomery,2021,300,197
18,107,00000,Montgomery,2021,301,175
18,107,00000,Montgomery,2021,302,7
18,107,00000,Montgomery,2021,303,2
18,107,00000,Montgomery,2021,304,37
18,107,00000,Montgomery,2021,305,8
18,107,00000,Montgomery,2021,306,318
18,107,00000,Montgomery,2021,400,23
18,107,00000,Montgomery,2021,401,349
18,107,00000,Montgomery,2021,500,138
18,107,00000,Montgomery,2021,501,234
18,107,00000,Montgomery,2021,600,261
18,107,00000,Montgomery,2021,601,4
18,107,00000,Montgomery,2021,602,51
18,107,00000,Montgomery,2021,603,24
18,107,00000,Montgomery,2021,604,32
18,107,00000,Montgomery,2021,700,177
18,107,00000,Montgomery,2021,800,100
18,107,00000,Montgomery,2021,900,8
18,107,00000,Montgomery,2021,901,26
18,107,00000,Montgomery,2021,902,11
18,107,00000,Montgomery,2021,903,20
18,107,00000,Montgomery,2021,904,13
18,107,00000,Montgomery,2021,905,15
18,107,00000,Montgomery,2021,906,3
18,107,00000,Montgomery,2021,907,4
18,107,00000,Montgomery,2021,908,27
18,107,00000,Montgomery,2021,909,0
18,107,00000,Montgomery,2021,910,11
18,107,00000,Montgomery,2021,911,62
18,107,00000,Montgomery,2021,912,0
18,109,00000,Morgan,2017,100,797
18,109,00000,Morgan,2017,101,409
18,109,00000,Morgan,2017,102,128
18,109,00000,Morgan,2017,103,260
18,109,00000,Morgan,2017,300,404
18,109,00000,Morgan,2017,301,393
18,109,00000,Morgan,2017,302,6
18,109,00000,Morgan,2017,303,1
18,109,00000,Morgan,2017,304,15
18,109,00000,Morgan,2017,305,23
18,109,00000,Morgan,2017,306,752
18,109,00000,Morgan,2017,400,70
18,109,00000,Morgan,2017,401,727
18,109,00000,Morgan,2017,500,212
18,109,00000,Morgan,2017,501,585
18,109,00000,Morgan,2017,600,356
18,109,00000,Morgan,2017,601,6
18,109,00000,Morgan,2017,602,229
18,109,00000,Morgan,2017,603,90
18,109,00000,Morgan,2017,604,116
18,109,00000,Morgan,2017,700,433
18,109,00000,Morgan,2017,800,335
18,109,00000,Morgan,2017,900,43
18,109,00000,Morgan,2017,901,56
18,109,00000,Morgan,2017,902,31
18,109,00000,Morgan,2017,903,59
18,109,00000,Morgan,2017,904,55
18,109,00000,Morgan,2017,905,30
18,109,00000,Morgan,2017,906,30
18,109,00000,Morgan,2017,907,31
18,109,00000,Morgan,2017,908,94
18,109,00000,Morgan,2017,909,5
18,109,00000,Morgan,2017,910,1
18,109,00000,Morgan,2017,911,231
18,109,00000,Morgan,2017,912,4
18,109,00000,Morgan,2018,100,815
18,109,00000,Morgan,2018,101,428
18,109,00000,Morgan,2018,102,115
18,109,00000,Morgan,2018,103,272
18,109,00000,Morgan,2018,200,0
18,109,00000,Morgan,2018,201,671
18,109,00000,Morgan,2018,202,47
18,109,00000,Morgan,2018,203,64
18,109,00000,Morgan,2018,204,33
18,109,00000,Morgan,2018,300,404
18,109,00000,Morgan,2018,301,411
18,109,00000,Morgan,2018,302,5
18,109,00000,Morgan,2018,303,5
18,109,00000,Morgan,2018,304,14
18,109,00000,Morgan,2018,305,19
18,109,00000,Morgan,2018,306,772
18,109,00000,Morgan,2018,400,47
18,109,00000,Morgan,2018,401,768
18,109,00000,Morgan,2018,500,279
18,109,00000,Morgan,2018,501,536
18,109,00000,Morgan,2018,600,0
18,109,00000,Morgan,2018,601,373
18,109,00000,Morgan,2018,602,216
18,109,00000,Morgan,2018,603,92
18,109,00000,Morgan,2018,604,134
18,109,00000,Morgan,2018,700,428
18,109,00000,Morgan,2018,800,298
18,109,00000,Morgan,2018,900,37
18,109,00000,Morgan,2018,901,44
18,109,00000,Morgan,2018,902,25
18,109,00000,Morgan,2018,903,63
18,109,00000,Morgan,2018,904,74
18,109,00000,Morgan,2018,905,23
18,109,00000,Morgan,2018,906,18
18,109,00000,Morgan,2018,907,14
18,109,00000,Morgan,2018,908,85
18,109,00000,Morgan,2018,909,6
18,109,00000,Morgan,2018,910,4
18,109,00000,Morgan,2018,911,200
18,109,00000,Morgan,2018,912,3
18,109,00000,Morgan,2019,100,834
18,109,00000,Morgan,2019,101,463
18,109,00000,Morgan,2019,102,98
18,109,00000,Morgan,2019,103,273
18,109,00000,Morgan,2019,200,681
18,109,00000,Morgan,2019,201,9
18,109,00000,Morgan,2019,202,37
18,109,00000,Morgan,2019,203,66
18,109,00000,Morgan,2019,204,41
18,109,00000,Morgan,2019,300,402
18,109,00000,Morgan,2019,301,432
18,109,00000,Morgan,2019,302,4
18,109,00000,Morgan,2019,303,6
18,109,00000,Morgan,2019,304,12
18,109,00000,Morgan,2019,305,23
18,109,00000,Morgan,2019,306,789
18,109,00000,Morgan,2019,400,73
18,109,00000,Morgan,2019,401,761
18,109,00000,Morgan,2019,500,282
18,109,00000,Morgan,2019,501,552
18,109,00000,Morgan,2019,600,548
18,109,00000,Morgan,2019,601,9
18,109,00000,Morgan,2019,602,154
18,109,00000,Morgan,2019,603,35
18,109,00000,Morgan,2019,604,88
18,109,00000,Morgan,2019,700,404
18,109,00000,Morgan,2019,800,289
18,109,00000,Morgan,2019,900,46
18,109,00000,Morgan,2019,901,33
18,109,00000,Morgan,2019,902,18
18,109,00000,Morgan,2019,903,61
18,109,00000,Morgan,2019,904,58
18,109,00000,Morgan,2019,905,37
18,109,00000,Morgan,2019,906,22
18,109,00000,Morgan,2019,907,14
18,109,00000,Morgan,2019,908,96
18,109,00000,Morgan,2019,909,5
18,109,00000,Morgan,2019,910,0
18,109,00000,Morgan,2019,911,186
18,109,00000,Morgan,2019,912,2
18,109,00000,Morgan,2020,100,870
18,109,00000,Morgan,2020,101,520
18,109,00000,Morgan,2020,102,87
18,109,00000,Morgan,2020,103,263
18,109,00000,Morgan,2020,200,0
18,109,00000,Morgan,2020,201,770
18,109,00000,Morgan,2020,202,37
18,109,00000,Morgan,2020,203,43
18,109,00000,Morgan,2020,204,20
18,109,00000,Morgan,2020,300,457
18,109,00000,Morgan,2020,301,413
18,109,00000,Morgan,2020,302,5
18,109,00000,Morgan,2020,303,5
18,109,00000,Morgan,2020,304,16
18,109,00000,Morgan,2020,305,24
18,109,00000,Morgan,2020,306,820
18,109,00000,Morgan,2020,400,4
18,109,00000,Morgan,2020,401,866
18,109,00000,Morgan,2020,500,284
18,109,00000,Morgan,2020,501,586
18,109,00000,Morgan,2020,600,0
18,109,00000,Morgan,2020,601,604
18,109,00000,Morgan,2020,602,146
18,109,00000,Morgan,2020,603,46
18,109,00000,Morgan,2020,604,74
18,109,00000,Morgan,2020,700,396
18,109,00000,Morgan,2020,800,278
18,109,00000,Morgan,2020,900,28
18,109,00000,Morgan,2020,901,43
18,109,00000,Morgan,2020,902,19
18,109,00000,Morgan,2020,903,61
18,109,00000,Morgan,2020,904,58
18,109,00000,Morgan,2020,905,31
18,109,00000,Morgan,2020,906,27
18,109,00000,Morgan,2020,907,11
18,109,00000,Morgan,2020,908,76
18,109,00000,Morgan,2020,909,15
18,109,00000,Morgan,2020,910,10
18,109,00000,Morgan,2020,911,177
18,109,00000,Morgan,2020,912,0
18,109,00000,Morgan,2021,100,800
18,109,00000,Morgan,2021,101,430
18,109,00000,Morgan,2021,102,97
18,109,00000,Morgan,2021,103,273
18,109,00000,Morgan,2021,200,740
18,109,00000,Morgan,2021,201,0
18,109,00000,Morgan,2021,202,17
18,109,00000,Morgan,2021,203,24
18,109,00000,Morgan,2021,204,19
18,109,00000,Morgan,2021,300,405
18,109,00000,Morgan,2021,301,395
18,109,00000,Morgan,2021,302,8
18,109,00000,Morgan,2021,303,1
18,109,00000,Morgan,2021,304,21
18,109,00000,Morgan,2021,305,24
18,109,00000,Morgan,2021,306,746
18,109,00000,Morgan,2021,400,28
18,109,00000,Morgan,2021,401,772
18,109,00000,Morgan,2021,500,234
18,109,00000,Morgan,2021,501,566
18,109,00000,Morgan,2021,600,580
18,109,00000,Morgan,2021,601,4
18,109,00000,Morgan,2021,602,105
18,109,00000,Morgan,2021,603,46
18,109,00000,Morgan,2021,604,65
18,109,00000,Morgan,2021,700,353
18,109,00000,Morgan,2021,800,240
18,109,00000,Morgan,2021,900,30
18,109,00000,Morgan,2021,901,34
18,109,00000,Morgan,2021,902,10
18,109,00000,Morgan,2021,903,47
18,109,00000,Morgan,2021,904,59
18,109,00000,Morgan,2021,905,27
18,109,00000,Morgan,2021,906,22
18,109,00000,Morgan,2021,907,11
18,109,00000,Morgan,2021,908,58
18,109,00000,Morgan,2021,909,6
18,109,00000,Morgan,2021,910,15
18,109,00000,Morgan,2021,911,161
18,109,00000,Morgan,2021,912,0
18,111,00000,Newton,2017,100,138
18,111,00000,Newton,2017,101,84
18,111,00000,Newton,2017,102,17
18,111,00000,Newton,2017,103,37
18,111,00000,Newton,2017,300,64
18,111,00000,Newton,2017,301,74
18,111,00000,Newton,2017,302,1
18,111,00000,Newton,2017,303,0
18,111,00000,Newton,2017,304,7
18,111,00000,Newton,2017,305,2
18,111,00000,Newton,2017,306,128
18,111,00000,Newton,2017,400,6
18,111,00000,Newton,2017,401,132
18,111,00000,Newton,2017,500,54
18,111,00000,Newton,2017,501,84
18,111,00000,Newton,2017,600,48
18,111,00000,Newton,2017,601,3
18,111,00000,Newton,2017,602,28
18,111,00000,Newton,2017,603,14
18,111,00000,Newton,2017,604,45
18,111,00000,Newton,2017,700,79
18,111,00000,Newton,2017,800,68
18,111,00000,Newton,2017,900,6
18,111,00000,Newton,2017,901,7
18,111,00000,Newton,2017,902,8
18,111,00000,Newton,2017,903,13
18,111,00000,Newton,2017,904,15
