display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,year,naics,naics_title,group_by_sort,sort,jobs,grp
0,0,Total - All Industries,,,00,000,18020,Columbus MSA,2024,000000,,0,0,52070.975468411554,7477016100.917911
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2018,000000,,0,0,224332.76401934578,22224394477.574394
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2010,000000,,0,0,594553.0805183055,51306676367.42561
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2017,000000,,0,0,42068.128505677145,3555678057.855946
0,0,Total - All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2011,000000,,0,0,136022.51830076953,10732768945.681864
0,0,Total - All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2017,000000,,0,0,144638.99208034197,12496975563.963825
0,0,Total - All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2024,000000,,0,0,145032.97626005253,17175454638.567709
0,0,Total - All Industries,,,00,000,45460,Terre Haute MSA,2013,000000,,0,0,71289.74145708284,5723456021.782484
0,0,Total - All Industries,,,0,000,00000,United States,2017,000000,,0,0,152144865.53597525,17529078474951.93
0,0,Total - All Industries,,,0,000,00000,United States,2024,000000,,0,0,163254622.45118114,26164255274939.66
0,0,Total - All Industries,,,00,000,14020,Bloomington MSA,2011,000000,,0,0,74035.02074132893,5059239533.389834
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2009,000000,,0,0,4243624.558159012,450566618304.27606
0,0,Total - All Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2013,000000,,0,0,4364945.565618952,522849737217.19244
0,0,Total - All Industries,,,00,000,18020,Columbus MSA,2010,000000,,0,0,42965.4942871973,3824637705.6789336
0,0,Total - All Industries,,,00,000,21140,Elkhart-Goshen MSA,2015,000000,,0,0,127713.4668773019,10961396900.930805
0,0,Total - All Industries,,,00,000,21780,Evansville MSA,2020,000000,,0,0,132952.71388436275,14153777561.900366
0,0,Total - All Industries,,,00,000,23060,Fort Wayne MSA,2023,000000,,0,0,233377.4079770611,29207241786.630295
0,0,Total - All Industries,,,00,000,31140,Louisville/Jefferson County MSA,2021,000000,,0,0,673659.2626979526,82486723873.137
0,0,Total - All Industries,,,00,000,33140,Michigan City-La Porte MSA,2012,000000,,0,0,43038.68758996159,3379334485.7828093
0,0,Total - All Industries,,,00,000,43780,South Bend-Mishawaka MSA,2012,000000,,0,0,135901.93699638383,11051880453.400192
