sector_id,sector_name,statefips,countyfips,metrofips,geo_area,year,own,disc,naics_code,naics_title,repunits,empl,wages
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3311,Iron and Steel Mills and Ferroalloy Manufacturing,910.0,85667.83,7763809934.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3312,Steel Product Manufacturing from Purchased Steel,1155.0,58474.16,3947013590.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3313,Alumina and Aluminum Production and Processing,662.0,60584.48,4208392955.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3314,Nonferrous Metal (except Aluminum) Production and Processing,967.0,61936.74,4371589950.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3315,Foundries,1784.0,119699.73,7142006849.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3321,Forging and Stamping,2243.0,100856.74,6010750056.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3322,Cutlery and Handtool Manufacturing,1322.0,37337.16,2312196422.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3323,Architectural and Structural Metals Manufacturing,15165.0,395293.65,22345683434.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3324,"Boiler, Tank, and Shipping Container Manufacturing",1981.0,94657.24,6225864713.0
1,Manufacturing,0 ,000,00000,United States,2019,0,1,3325,Hardware Manufacturing,708.0,25067.41,1597325874.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3326,Spring and Wire Product Manufacturing,1320.0,43265.58,2368638259.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",21892.0,364832.07,20704309085.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3328,"Coating, Engraving, Heat Treating, and Allied Activities",6330.0,141075.49,7311879071.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3329,Other Fabricated Metal Product Manufacturing,7575.0,282584.97,18332952368.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",4334.0,220278.9,16633323884.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3332,Industrial Machinery Manufacturing,1525.0,55263.74,5895871732.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",2378.0,137358.91,7909791843.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3335,Metalworking Machinery Manufacturing,8185.0,178857.06,11263322514.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",1199.0,99148.74,8232624053.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3339,Other General Purpose Machinery Manufacturing,5657.0,231831.97,16816676771.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3341,Computer and Peripheral Equipment Manufacturing,1874.0,160943.24,33562608259.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3342,Communications Equipment Manufacturing,2445.0,84554.74,9704338959.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3343,Audio and Video Equipment Manufacturing,846.0,20582.5,2394583558.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3344,Semiconductor and Other Electronic Component Manufacturing,5883.0,373780.98,43498021324.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",8856.0,421828.54,44985904033.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3352,Household Appliance Manufacturing,572.0,62209.41,3884292669.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3353,Electrical Equipment Manufacturing,2903.0,145341.07,10676718066.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3359,Other Electrical Equipment and Component Manufacturing,2851.0,107199.32,7772329482.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3361,Motor Vehicle Manufacturing,177.0,36228.5,2361679887.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3362,Motor Vehicle Body and Trailer Manufacturing,2229.0,161930.74,8510235424.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3363,Motor Vehicle Parts Manufacturing,5715.0,595664.65,36405441089.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3364,Aerospace Product and Parts Manufacturing,3384.0,535450.98,56064835385.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3365,Railroad Rolling Stock Manufacturing,328.0,23823.75,1753483282.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3366,Ship and Boat Building,1936.0,181406.08,12613938022.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3369,Other Transportation Equipment Manufacturing,1088.0,34848.98,2171142625.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,12129.0,230542.73,9906793482.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3372,Office Furniture (including Fixtures) Manufacturing,4012.0,109619.07,6054528543.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3379,Other Furniture Related Product Manufacturing,959.0,34241.16,1645482008.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3391,Medical Equipment and Supplies Manufacturing,12696.0,324296.9,25376558445.0
1,Manufacturing,0 ,000,00000,United States,2019,0,0,3399,Other Miscellaneous Manufacturing,20457.0,291958.02,16349705928.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3111,Animal Food Manufacturing,2436.0,64743.74,4404619821.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3112,Grain and Oilseed Milling,1076.0,62166.81,4836857972.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3113,Sugar and Confectionery Product Manufacturing,2184.0,72035.15,4077077781.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3114,Fruit and Vegetable Preserving and Specialty Food Manufacturing,2426.0,169940.31,9622500585.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3115,Dairy Product Manufacturing,2324.0,151836.66,9619434648.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3116,Animal Slaughtering and Processing,4111.0,529336.57,25071912530.0
1,Manufacturing,0 ,000,00000,United States,2020,0,1,3117,Seafood Product Preparation and Packaging,810.0,32297.58,1723940732.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3118,Bakeries and Tortilla Manufacturing,13650.0,290718.15,12690220590.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3119,Other Food Manufacturing,6190.0,227761.06,13129239723.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3121,Beverage Manufacturing,13474.0,262954.32,14466084818.0
1,Manufacturing,0 ,000,00000,United States,2020,0,1,3122,Tobacco Manufacturing,395.0,10623.66,934765688.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3131,"Fiber, Yarn, and Thread Mills",395.0,23529.0,970665546.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3132,Fabric Mills,1048.0,45703.82,2378702328.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3133,Textile and Fabric Finishing and Fabric Coating Mills,1212.0,25891.08,1388182107.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3141,Textile Furnishings Mills,1694.0,43209.24,2070451418.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3149,Other Textile Product Mills,4698.0,57382.91,2505768853.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3152,Cut and Sew Apparel Manufacturing,2814.0,24327.25,990642165.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3159,Apparel Accessories and Other Apparel Manufacturing,912.0,10514.16,448733715.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3161,Leather and Hide Tanning and Finishing,210.0,3364.83,178042328.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3162,Footwear Manufacturing,304.0,10356.16,530487658.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3211,Sawmills and Wood Preservation,3507.0,88655.08,4622321705.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",622.0,41272.24,2490843481.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3219,Other Wood Product Manufacturing,9761.0,226991.98,10831959916.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3221,"Pulp, Paper, and Paperboard Mills",335.0,37056.91,3355451991.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3222,Converted Paper Product Manufacturing,4536.0,260134.3,17202531210.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3231,Printing and Related Support Activities,27889.0,377664.66,19861071471.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3241,Petroleum and Coal Products Manufacturing,2340.0,108893.24,13293359361.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3251,Basic Chemical Manufacturing,3384.0,148507.64,15794549967.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3252,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",1699.0,91170.99,8806592690.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3253,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",1394.0,36827.57,3346802026.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3254,Pharmaceutical and Medicine Manufacturing,5272.0,314286.07,39669215826.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3255,"Paint, Coating, and Adhesive Manufacturing",2271.0,63647.41,4933940565.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3256,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",3237.0,110394.4,8891192498.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3259,Other Chemical Product and Preparation Manufacturing,3027.0,79267.58,5979540249.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3261,Plastics Product Manufacturing,11262.0,567050.7,32522550262.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3262,Rubber Product Manufacturing,2088.0,125314.16,7558122235.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3271,Clay Product and Refractory Manufacturing,1399.0,34129.41,1983210569.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3272,Glass and Glass Product Manufacturing,1896.0,79051.49,4889532504.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3273,Cement and Concrete Product Manufacturing,9053.0,193340.4,12404661213.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3274,Lime and Gypsum Product Manufacturing,367.0,14934.91,1135703774.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3279,Other Nonmetallic Mineral Product Manufacturing,4010.0,75498.22,4555825071.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3311,Iron and Steel Mills and Ferroalloy Manufacturing,903.0,80805.91,7137195671.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3312,Steel Product Manufacturing from Purchased Steel,1194.0,53666.15,3680705094.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3313,Alumina and Aluminum Production and Processing,687.0,55722.08,3933667207.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3314,Nonferrous Metal (except Aluminum) Production and Processing,1006.0,57505.16,4109043669.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3315,Foundries,1748.0,102878.89,6173525940.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3321,Forging and Stamping,2214.0,89656.06,5436380764.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3322,Cutlery and Handtool Manufacturing,1322.0,34682.99,2212828914.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3323,Architectural and Structural Metals Manufacturing,15365.0,378976.57,22322607053.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3324,"Boiler, Tank, and Shipping Container Manufacturing",1985.0,87037.73,5925571742.0
1,Manufacturing,0 ,000,00000,United States,2020,0,1,3325,Hardware Manufacturing,729.0,23515.33,1561885206.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3326,Spring and Wire Product Manufacturing,1302.0,39280.57,2227490215.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",21630.0,331909.4,19315502450.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3328,"Coating, Engraving, Heat Treating, and Allied Activities",6261.0,127310.99,6750733977.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3329,Other Fabricated Metal Product Manufacturing,7684.0,262450.46,17610246516.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3331,"Agriculture, Construction, and Mining Machinery Manufacturing",4400.0,197558.22,14930585033.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3332,Industrial Machinery Manufacturing,1568.0,54356.24,6294354250.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",2442.0,132328.33,7859470089.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3335,Metalworking Machinery Manufacturing,8023.0,163180.57,10489763624.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",1292.0,90962.9,7627780367.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3339,Other General Purpose Machinery Manufacturing,5726.0,217884.38,16021897753.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3341,Computer and Peripheral Equipment Manufacturing,1890.0,159292.91,38528474124.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3342,Communications Equipment Manufacturing,2444.0,85523.24,9793725698.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3343,Audio and Video Equipment Manufacturing,860.0,19119.33,2442313423.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3344,Semiconductor and Other Electronic Component Manufacturing,5991.0,366638.49,45451992797.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",9120.0,416870.8,46444148183.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3352,Household Appliance Manufacturing,575.0,62073.5,4112557639.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3353,Electrical Equipment Manufacturing,2884.0,137109.99,10215200003.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3359,Other Electrical Equipment and Component Manufacturing,2894.0,101326.73,7655140728.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3361,Motor Vehicle Manufacturing,187.0,32104.33,2170094716.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3362,Motor Vehicle Body and Trailer Manufacturing,2265.0,146369.65,7950111609.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3363,Motor Vehicle Parts Manufacturing,5766.0,516962.56,32143406277.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3364,Aerospace Product and Parts Manufacturing,3510.0,510679.98,53963952728.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3365,Railroad Rolling Stock Manufacturing,339.0,22156.75,1695243942.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3366,Ship and Boat Building,1960.0,177672.24,12791898383.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3369,Other Transportation Equipment Manufacturing,1095.0,33878.82,2185593752.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,12072.0,216105.65,9802919339.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3372,Office Furniture (including Fixtures) Manufacturing,4047.0,100107.07,5674850008.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3379,Other Furniture Related Product Manufacturing,964.0,32710.82,1689849389.0
1,Manufacturing,0 ,000,00000,United States,2020,0,0,3391,Medical Equipment and Supplies Manufacturing,12672.0,314152.23,24841860226.0
