display_level,sector,sector_name,subsector,subsector_name,statefips,countyfips,metrofips,geo_area,Year,naics,naics_title,group_by_sort,sort,asian,black,hawaiian,hispanic,white,aian,diversity,two_or_more
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2019,000000,,0,0,3041342.726231704,4238699.789065369,64668.43145818457,5627802.681529929,26546481.09556965,143689.56750895453,173.3238986287581,541961.6248183515
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2020,000000,,0,0,3031647.940052614,4200168.208920065,64762.361726497664,5613915.772302294,25794128.5587535,139822.47089456907,173.98543268218316,568842.262206594
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2021,000000,,0,0,3168735.8985890746,4386581.117136339,67835.76480721026,5915942.386876698,26333430.427211866,146561.72358281797,175.96377835957705,615633.1245318884
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2022,000000,,0,0,3425613.6155607426,4763234.99444699,72971.06564415549,6379340.201501415,27204534.839023758,157546.50781440322,180.40557636216394,679202.0973478536
0,0,Total Advanced and Traded Industries,,,0,000,00000,United States,2023,000000,,0,0,3522526.069537069,4837766.977120577,74954.0422248034,6563731.8759627305,27241476.893800676,162527.1769082816,183.56997442419086,703032.5892263249
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2019,000000,,0,0,427.330553262805,487.82156277794013,4.63322655485,432.65252608159625,14001.351870901728,30.683956475600006,1562.0158260000344,178.894000847263
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2020,000000,,0,0,438.38533996921205,498.10368166928805,3.52327788017,485.6372070070149,14287.229190539207,33.869942757007,1644.5815687132322,185.06211943207396
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2021,000000,,0,0,477.460823579299,603.5262537601711,5.000993600247,558.7586101201019,15528.178337762743,38.349724297981005,1900.6361641457888,217.53975879026498
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2022,000000,,0,0,541.2201547381909,704.0116720272879,12.495427911399,734.1926572526179,16825.52713482341,37.642787343994,2300.5919595939954,271.0292603202891
0,0,Total Advanced and Traded Industries,,,00,000,14020,Bloomington MSA,2023,000000,,0,0,522.8631927914411,659.4202016053091,8.520905287831,767.153813781916,15984.387412807093,36.618639166075006,2244.4947710468655,249.91801841440906
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2019,000000,,0,0,115087.96370634924,147305.62721638245,941.1127395048297,254925.0763156427,857679.7956160834,1514.0134149424775,533025.7157404902,13251.922347659643
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2020,000000,,0,0,114019.03756782124,143908.61783260395,937.7124171229667,253398.59058190254,827359.2287398413,1499.2329637665316,527240.6383646547,13477.447001403823
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2021,000000,,0,0,117378.11709579555,144035.70048896762,973.3955124281572,259515.25461219976,825816.908171841,1601.05078528172,537959.1528690672,14455.634374388223
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2022,000000,,0,0,121625.87584399706,158949.87968142476,1062.699533185205,272310.3166841617,831258.6633407363,1786.0751752685385,571469.2647698186,15734.417851605382
0,0,Total Advanced and Traded Industries,,,00,000,16980,Chicago-Naperville-Elgin MSA,2023,000000,,0,0,123931.77134552944,161441.0007648667,1108.1400133253194,279925.9199712319,827997.4253686824,1925.609179052273,584655.6794893289,16323.238215322757
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2019,000000,,0,0,12283.883572508328,35422.91189551381,240.09486158204697,12724.02144277855,295666.61809177126,423.6200807606041,64938.80982260824,3844.277969445074
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2020,000000,,0,0,12372.228064924617,35144.9405235865,274.059556039005,13332.686013188284,288405.5191710735,428.6474456388768,65585.22154246023,4032.659939085231
0,0,Total Advanced and Traded Industries,,,00,000,17140,Cincinnati MSA,2021,000000,,0,0,13230.384219606778,36702.77416627924,318.1700859848481,14898.026306393975,295019.4084149878,462.07295981743624,70136.83709945595,4525.409361375898
